X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,decimalLongitude,decimalLatitude,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,infraspecificEpithet,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"45",2020-11-13 09:20:05-03,UFRJ,RFA,"12117",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,João Francisco Prado,s.n.,"1968","07","17",NA,Brasil,NA,NA,Árvore,RFA43167,NA,NA,Nees,NA,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,Na margens do rio Paraná,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9000015258789,-21.1800003051758,"52",2021-03-30 12:39:15-03,EAO,IAN,"35723",PreservedSpecimen,Plantae,Lauraceae,Nectandra,myriantha,Nectandra myriantha,"Mendes, OT","4625","1938","10","31",Southern America,Brasil,NA,NA,NA,IAN035723,Dicotiledônea,NA,Meisn.,"Teixeira, BC",São Paulo,Pindorama,-48.9000015258789,-21.1800003051758,IAN035723 IAN035723_e IAN035723_e1,Propriedade Angelo Rinaldi.,NA,NA,NA,NA,NA,"1980","12",NA,"14884",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9700012207031,-21.1299991607666,"92",2020-11-04 11:11:57-03,ESALQ,ESA,"9819",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,"Leitão Filho, H.F.","13195.0","1978","07","06",NA,Brasil,NA,NA,NA,ESA009819,Magnoliophyta,NA,Nees,"Baitello, J.B.",São Paulo,Catanduva,-48.9700012207031,-21.1299991607666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18549",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.310001373291,-20.5300006866455,"94",2020-11-04 11:11:57-03,ESALQ,ESA,"107402",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,"Locardi, B.M.","28.0","2008","11","05",NA,Brasil,NA,NA,NA,ESA107402,Magnoliophyta,NA,NA,"Locardi, B.M. et al.",São Paulo,Nova Granada,-49.310001373291,-20.5300006866455,ESA107402,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25306",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.2200012207031,-21.4599990844727,"95",2020-11-04 11:11:57-03,ESALQ,ESA,"16030",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,"Rodrigues, R.R. et al.","34.0","1994","07","20",NA,Brasil,NA,NA,NA,ESA016030,Magnoliophyta,NA,Nees,"Baitello, J.B.",São Paulo,Novo Horizonte,-49.2200012207031,-21.4599990844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32394",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3499984741211,-20.1800003051758,"98",2020-11-04 11:11:57-03,ESALQ,ESA,"32670",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,"Nave, A.G.",NA,"1994","11","03",NA,Brasil,NA,NA,NA,ESA032670,Magnoliophyta,NA,Nees,"Baitello, J.B.",São Paulo,Orindiúva,-49.3499984741211,-20.1800003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15089",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3800010681152,-20.0300006866455,"99",2020-11-04 11:11:57-03,ESALQ,ESA,"20785",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,"Maestro, A.L. Silveira, A.M.","52.0","1994","10","10",NA,Brasil,NA,NA,NA,ESA020785,Magnoliophyta,NA,Nees,"Baitello, J.B.",São Paulo,Paulo de Faria,-49.3800010681152,-20.0300006866455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29574",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3800010681152,-20.0300006866455,"102",2020-11-04 11:11:57-03,ESALQ,ESA,"35230",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,"Souza, V.C. et al.","12316.0","1994","10","01",NA,Brasil,NA,NA,NA,ESA035230,Magnoliophyta,NA,Nees,"Baitello, J.B.",São Paulo,Paulo de Faria,-49.3800010681152,-20.0300006866455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29574",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.6800003051758,-19.9899997711182,"103",2020-11-04 11:11:57-03,ESALQ,ESA,"20757",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,"Maestro, A.L. Silveira, A.M.","2.0","1994","10","10",NA,Brasil,NA,NA,NA,ESA020757,Magnoliophyta,NA,Nees,"Baitello, J.B.",São Paulo,Riolândia,-49.6800003051758,-19.9899997711182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23145",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-20.7199993133545,"109",2020-11-04 11:11:57-03,ESALQ,ESA,"79452",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,"Farah, F.T.","1574.0","2000","01","01",NA,Brasil,NA,NA,NA,ESA079452,Magnoliophyta,NA,Nees,"Farah, F.T.",São Paulo,Orlândia,-47.8800010681152,-20.7199993133545,ESA079452,Faz. Vale do Rosário,NA,NA,NA,NA,NA,NA,NA,NA,"16147",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5400009155273,-20.2600002288818,"111",2020-11-04 11:11:57-03,ESALQ,ESA,"37031",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,"Hoehne, W.","3696.0","1952","06","19",NA,Brasil,NA,NA,NA,ESA037031,Magnoliophyta,NA,Nees,"Baitello, J.B.",São Paulo,Jales,-50.5400009155273,-20.2600002288818,NA,NA,NA,NA,NA,NA,NA,"2003","01","01","16486",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.0999984741211,-20.6299991607666,"112",2020-11-04 11:11:57-03,ESALQ,ESA,"40214",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,"Pereira-Noronha, M.R. et al.","1202.0","1995","08","02",NA,Brasil,NA,NA,NA,ESA040214,Magnoliophyta,NA,Nees,"Baitello, J.B.",São Paulo,Pereira Barreto,-51.0999984741211,-20.6299991607666,ESA040214,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36734",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9000015258789,-21.1800003051758,"113",2020-11-04 11:11:57-03,ESALQ,ESA,"2564",PreservedSpecimen,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,"Mendes, O.T.",NA,"1938","10","31",NA,Brasil,NA,NA,NA,ESA002564,Magnoliophyta,NA,Nees,"Baitello, J.B.",São Paulo,Pindorama,-48.9000015258789,-21.1800003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14884",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.19,-20.34,"118",2015-07-02 14:02:30-03,JBP,HPL,"3840",S,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,H. Lorenzi,"1187","1993","11","26",NA,Brasil,NA,NA,NA,NA,NA,NA,Nees,H. Lorenzi,SP,Icém,-49.19,-20.34,NA,"Coletado no entroncamento da rodovia Olimpia-Icém, com a BR-153, há 300m do trevo.",NA,NA,NA,NA,NA,"1993","11","26","14956",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.68,-19.99,"119",2015-07-02 14:02:30-03,JBP,HPL,"3841",S,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,H. Lorenzi,"1313","1994","01","28",NA,Brasil,NA,NA,NA,NA,NA,NA,Nees,H. Lorenzi,SP,Riolândia,-49.68,-19.99,NA,"Coletada na estrada entre Riolândia-Paulo de Faria, na mata ciliar.",NA,NA,NA,NA,NA,"1994","01","28","23145",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.03,-20.69,"120",2015-07-02 14:02:30-03,JBP,HPL,"3837",S,Plantae,Lauraceae,Nectandra,cissiflora,Nectandra cissiflora,H. Lorenzi,"1312","1994","01","28",NA,Brasil,NA,NA,NA,NA,NA,NA,Nees,H. Lorenzi,SP,Nhandeara,-50.03,-20.69,NA,"Coletada na estrada entre Mirassol-Nhandeara-SP em mata ciliar, em local úmido.",NA,NA,NA,NA,NA,"1994","01","28","20767",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
