X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,preparationType,occurrenceRemarks,barcode,imagecode,geoFlag,yearIdentified,monthIdentified,dayIdentified,locality,typeStatus,class,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8199996948242,-22.25,"1",2021-03-15 16:37:00-03,NY,NYBG,"1181618",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Microlicia,humilis,Microlicia humilis,Naudin,J. Tannus,J. Tannus,"83","1998","07","01",South America,Brazil,São Paulo,Itirapina,-47.8199996948242,-22.25,"22843",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1386880' target='other'> <mi>dwc_moreinfo</mi></a>,NY01181618,NY01181618_01,auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"3",2020-11-04 11:13:44-03,ESALQ,ESA,"25533",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Microlicia,humilis,Microlicia humilis,Naudin,"Romero, R.","Souza, V.C. et al.","7321.0","1994","11","01",NA,Brasil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,"27729",NA,NA,ESA025533,ESA025533,auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"4",2020-11-04 11:13:44-03,ESALQ,ESA,"25872",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Microlicia,humilis,Microlicia humilis,Naudin,"Romero, R.","Souza, V.C. et al.","7321.0","1994","11","14",NA,Brasil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,"27729",NA,NA,ESA025872,NA,auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"5",2020-11-04 11:13:44-03,ESALQ,ESA,"11692",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Microlicia,humilis,Microlicia humilis,Naudin,"Souza, V.C.","Souza, V.C. et al.","3298.0","1993","04","22",NA,Brasil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,"27729",NA,NA,ESA011692,NA,auto,"1993","07","12",NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"6",2020-11-04 11:13:44-03,ESALQ,ESA,"12111",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Microlicia,humilis,Microlicia humilis,Naudin,"Martins, A.","Souza, V.C. et al.","4419.0","1993","10","30",NA,Brasil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,"27729",NA,NA,ESA012111,NA,auto,"1994","08","11",NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"7",2020-11-04 11:13:44-03,ESALQ,ESA,"12636",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Microlicia,humilis,Microlicia humilis,Naudin,"Scaramuzza, C.A.M.","Souza, V.C. et al.","4576.0","1993","11","26",NA,Brasil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,"27729",NA,NA,ESA012636,NA,auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"8",2019-08-20 10:19:39-03,UNICAMP,UEC,"55458",S,Plantae,Magnoliopsida,NA,Melastomataceae,Microlicia,humilis,Microlicia humilis,Naudin,"Martins, E","Meira Neto, JAA","601","1990","06","26",NA,Brazil,São Paulo,Águas de Santa Bárbara,-49.238899230957,-22.8805999755859,"18363",NA,"fruto, Erva de 20 cm, flor rósea na beira do banhado. Cerrado.",NA,NA,auto,"1991","07",NA,Estado Ecológico de Santa Bárbara,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"9",2019-08-20 10:19:39-03,UNICAMP,UEC,"55454",S,Plantae,Magnoliopsida,NA,Melastomataceae,Microlicia,humilis,Microlicia humilis,Naudin,"Martins, E","Meira Neto, JAA","529","1990","02","22",NA,Brazil,São Paulo,Águas de Santa Bárbara,-49.238899230957,-22.8805999755859,"18363",NA,"flor e fruto, Ervas com 10 cm. Flores róseas-liláses. Cerrado.",NA,NA,auto,"1991","07",NA,Estado Ecológico de Santa Bárbara,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"10",2019-08-20 10:19:39-03,UNICAMP,UEC,"36428",S,Plantae,Magnoliopsida,NA,Melastomataceae,Microlicia,humilis,Microlicia humilis,Naudin,"Martins, E","Leitão Filho, HF; Martins, AB; Marcondes-Ferreira, W; Mantovani, W","15960","1984","02","12",NA,Brazil,São Paulo,Itirapina,-47.8199996948242,-22.25,"22843",NA,"flor e fruto, Herbáceo até 15 cm, flores liláses. Em brejo.",NA,NA,auto,"1991","08",NA,"Estação Experimental do Instituto Flores, Arredores.",NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"11",2020-12-21 16:34:55-03,MBM,MBM,"347708",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Microlicia,humilis,Microlicia humilis,Naudin,"Tannus, J.L.S.","Tannus, J.L.S.; et al.; et al.","41","1998","05","29",Southern America,Brazil,São Paulo,Itirapina,-47.8199996948242,-22.25,"22843",NA,"Erva rasteira, flor rosa, frutos avermelhados. Campo cerrado.",MBM347708,MBM347708,auto,"2007","11",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
