X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,eventTime,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.1300010681152,-23.5200004577637,"328",2020-11-04 11:12:04-03,ESALQ,ESA,"26907",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","279.0","1993","12","02",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA026907,NA,"15567",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"329",2020-11-04 11:12:04-03,ESALQ,ESA,"24751",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.; Scalon, V.R.; Farah, F.T.","8894.0","1995","08","19",Brasil,São Paulo,Bom Sucesso de Itararé,Estrada entre Bom Sucesso de Itararé e Lageadinho. Ca. 5-10 Km de Bom Sucesso de Itararé. Beira de mata.,-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,"Árvore, 10m alt.; flores creme.",ESA024751,NA,"14955",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"330",2020-11-04 11:12:04-03,ESALQ,ESA,"24912",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.; Scalon, V.R.; Farah, F.T.","8793.0","1995","08","18",Brasil,São Paulo,Itararé,Estrada Itararé - Bom Sucesso de Itararé. Fazenda Ibiti (Ripasa). Mata de Araucária .,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,"Árvore, ca. 7m alt.; tépalas verdes.",ESA024912,NA,"27729",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.42,-23.37,"332",2020-11-04 11:12:04-03,ESALQ,ESA,"83722",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,NA,"Assis, L.C.S","2006",NA,NA,"Souza, V.C.; Lorenzi, H.; Bernacci, L.C.; Peixoto, M.","29000.0","2003","02","13",Brasil,São Paulo,Moji das Cruzes,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Local alagável. 1100 m.s.m.",-45.42,-23.37,"-45.42","-23.37",NA,NA,"Árvore, ca. 8 m alt.; flores creme.",ESA083722,ESA083722,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"336",2020-11-04 11:12:04-03,ESALQ,ESA,"13050",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Meira Neto, J.A.A. et al.",NA,"1988","11","24",Brasil,São Paulo,Atibaia,NA,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,NA,ESA013050,NA,"21675",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.310001373291,-23.2199993133545,"337",2020-11-04 11:12:04-03,ESALQ,ESA,"82393",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,NA,"Assis, L.C.S","2006",NA,NA,Disciplina Princípios e Métodos em Taxonomia Vegetal,"4.0","2001","11","21",Brasil,São Paulo,São Luís do Paraitinga,NA,-45.310001373291,-23.2199993133545,NA,NA,NA,NA,NA,ESA082393,ESA082393,"27362",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"338",2020-11-04 11:12:04-03,ESALQ,ESA,"26247",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.; Scalon, V.R.; Farah, F.T.","8845.0","1995","08","19",Brasil,São Paulo,Bom Sucesso de Itararé,Estrada Itararé - Bom Sucesso de Itararé. Descida da serra entre a Pedreira Cobastalco e Bom Sucesso de Itararé. Mata perturbada.,-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,"Árvore, ca. 6m alt., tépalas verdes.",ESA026247,NA,"14955",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"351",2020-11-04 11:12:04-03,ESALQ,ESA,"1486",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Durigan, G.",NA,"1987","08","03",Brasil,São Paulo,Assis,NA,-50.4099998474121,-22.6599998474121,NA,NA,NA,NA,NA,ESA001486,NA,"23972",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"352",2020-11-04 11:12:04-03,ESALQ,ESA,"102016",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,NA,"Baitello, J.B.","2008","11","18","Tsuji, R.","1999.0","2007","07","20",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,ESA102016,ESA102016,"23900",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5099983215332,-22.5799999237061,"353",2020-11-04 11:12:04-03,ESALQ,ESA,"14964",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Souza, V.C.; Rodrigues, R.R.; Capellari Jr., L.",NA,NA,NA,"Barreto, K.D. et al.","1132.0","1993","09","02",Brasil,São Paulo,Iracemápolis,NA,-47.5099983215332,-22.5799999237061,NA,NA,NA,NA,NA,ESA014964,NA,"15394",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.2700004577637,-22.9300003051758,"354",2020-11-04 11:12:04-03,ESALQ,ESA,"17832",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Tamashiro, J.Y. et al.","477.0","1994","08","16",Brasil,São Paulo,Joanópolis,NA,-46.2700004577637,-22.9300003051758,NA,NA,NA,NA,NA,ESA017832,NA,"22329",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"355",2020-11-04 11:12:04-03,ESALQ,ESA,"10033",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.","2003","01","01","Pagano, S.N.","405.0","1982","07","21",Brasil,São Paulo,Rio Claro,NA,-47.560001373291,-22.4099998474121,NA,NA,NA,NA,NA,ESA010033,NA,"21773",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"356",2020-11-04 11:12:04-03,ESALQ,ESA,"83589",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Silva, E.L.","48.0","1989","09","16",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,ESA083589,NA,"53584",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.5200004577637,"357",2020-11-04 11:12:04-03,ESALQ,ESA,"26908",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","378.0","1994","08","18",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA026908,NA,"15567",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"358",2020-11-04 11:12:04-03,ESALQ,ESA,"37555",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,Nees,"Souza, V.C.",NA,NA,NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","170.0","1997","12","15",Brasil,São Paulo,Bom Sucesso de Itararé,"Estrada de Bom Sucesso de Itararé a 2 Km antes da Mineração São Judas -Bom Sucesso de Itararé. Floresta ombrófila mista. Borda da mata, perto do rio",-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,"Árvore de 10 m. Cúpula vermelha. Frutos pretos, imaturos verdes.",ESA037555,NA,"14955",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"366",2020-11-04 11:12:04-03,ESALQ,ESA,"13067",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Bernacci, L.C.","24469.0","1990","08","23",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,ESA013067,NA,"23900",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"367",2020-11-04 11:12:04-03,ESALQ,ESA,"67805",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Moraes, P.L.R.",NA,NA,NA,"Moraes, P.L.R.","2197.0","2000","08","19",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,ESA067805,ESA067805,"23900",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7700004577637,-22.5100002288818,"368",2020-11-04 11:12:04-03,ESALQ,ESA,"14974",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Barreto, K.D. et al.","555.0","1993","05","25",Brasil,São Paulo,Charqueada,NA,-47.7700004577637,-22.5100002288818,NA,NA,NA,NA,NA,ESA014974,NA,"12465",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7700004577637,-22.5100002288818,"369",2020-11-04 11:12:04-03,ESALQ,ESA,"13567",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Barreto, K.D. et al.","545.0","1993","05","21",Brasil,São Paulo,Charqueada,NA,-47.7700004577637,-22.5100002288818,NA,NA,NA,NA,NA,ESA013567,NA,"12465",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"370",2020-11-04 11:12:04-03,ESALQ,ESA,"14941",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,NA,NA,NA,NA,"Barreto, K.D. et al.","165.0","1993","03","26",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,ESA014941,NA,"44778",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"371",2020-11-04 11:12:04-03,ESALQ,ESA,"10024",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Baitello, J.B.",NA,NA,NA,"Pagano, S.N.","354.0","1981","11","30",Brasil,São Paulo,Rio Claro,NA,-47.560001373291,-22.4099998474121,NA,NA,NA,NA,NA,ESA010024,NA,"21773",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"372",2020-11-04 11:12:04-03,ESALQ,ESA,"119319",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,NA,"Alves, F.M.","2012","06","22","Colletta, G.D.","677.0","2012","06","18",Brasil,São Paulo,São Paulo,"Estrada da Cumbica n° 500, mata ao lado do ct do São Paulo",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Árvore, 8m, placa 5390",ESA119319,NA,"53584",auto,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.06,-22.9,"377",2015-07-02 14:02:31-03,JBP,HPL,"1696",S,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,J. Baitello,"2008","11","18",R. Tsuji,"1999","2007","07","20",Brasil,SP,Campinas,"Coletado no Instituto Agronômico de Campinas (IAC - Fazenda Santa Elisa); em borda de mata.",-47.06,-22.9,NA,NA,NA,NA,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.1,-20.63,"378",2015-07-02 14:02:31-03,JBP,HPL,"9221",S,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,J.R. Baitello,"1995","05","01",H. Lorenzi,"234","1993","07","17",Brasil,SP,Pereira Barreto,Coletado em área de mata semidecídua.,-51.1,-20.63,NA,NA,NA,NA,NA,NA,NA,"36734",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1,-24.52,"379",2015-07-02 14:02:31-03,JBP,HPL,"8927",S,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,J.B. Baitello,"2008","11","18",R. Tsuji,"1996","2007","05","09",Brasil,SP,Eldorado,"Coletado ca. 1km do município de Eldorado; saindo de Sete Barras.",-48.1,-24.52,NA,NA,NA,NA,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.14,-24.31,"380",2015-07-02 14:02:31-03,JBP,HPL,"9551",S,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,NA,R. Tsuji,"2007","11","15",R. Tsuji,"2315","2007","11","15",Brasil,SP,Bom Sucesso de Itararé,"Coletado nas proximidades do município de Bom Sucesso de Itararé; em borda de mata (lado direito).",-49.14,-24.31,NA,NA,NA,NA,NA,NA,NA,"14955",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"389",2019-02-15 11:40:57-02,IPA,IPA,"9334",S,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Vattimo, I. de","1961","06","08","Pickel, B.",s.n.,"1941","11","26",Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,árvore da mata. Cúpula púrpura.,IPA0009334,NA,"53584",auto,NA,Southern America,NA,NA,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"401",2019-02-15 11:40:57-02,IPA,IPA,"9319",S,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Vattimo, I. de","1961","06","08","Pickel, B.","4814","1938","12","22",Brasil,São Paulo,São Paulo,"Chácara dos Morrinhos, margem da pastagem.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Árvore; frutos parasitados.",IPA0009319,NA,"53584",auto,NA,Southern America,NA,NA,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"402",2019-02-15 11:40:57-02,IPA,IPA,"9337",S,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Vattimo, I. de","1961","06","08","Pickel, B.","4751","1940","09","26",Brasil,São Paulo,São Paulo,"Chácara dos Morrinhos, na cerca da pastagem.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Árvore. Frutos hipertrofiados bo ano passado devido a uma tuberculariácea.,IPA0009337,NA,"53584",auto,NA,Southern America,NA,NA,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"515",2020-12-20 21:18:05-03,UFV,VIC,"5868",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,Ness,NA,NA,NA,NA,"Hoehne, F.C.",s.n.,"1931","08","10",Brasil,São Paulo,São Paulo,Parque do Estado e Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,VIC005868,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"520",2020-12-20 21:18:05-03,UFV,VIC,"11495",PreservedSpecimen,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,Ness,NA,NA,NA,NA,"Morellato-Fonzar, L.P.C.; Rodrigues, R.R.",s.n.,"1984","08","13",Brasil,São Paulo,Jundiaí,Serra do Japi,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,Árvore de 15 m flores amareladas.,VIC011495,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.866667,-23.183333,"566",2019-08-20 10:16:42-03,UNICAMP,UEC,"152297",S,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Tamashiro, JY","2007","11",NA,"Caselli, CB",s.n.,"2007","11","20",Brazil,São Paulo,Jundiaí,"Serra do Japi, Mata semidecídua",-46.866667,-23.183333,"-46.866667","-23.183333","920","1290",NA,UEC014453,UEC014453,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.866667,-23.183333,"567",2019-08-20 10:16:42-03,UNICAMP,UEC,"152298",S,Plantae,Lauraceae,Ocotea,puberula,Ocotea puberula,(Rich.) Nees,"Tamashiro, JY","2007","11",NA,"Caselli, CB",s.n.,"2007","11","20",Brazil,São Paulo,Jundiaí,"Serra do Japi, Mata semidecídua",-46.866667,-23.183333,"-46.866667","-23.183333","920","1290",NA,UEC014447,UEC014447,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
