X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,locality,occurrenceRemarks,yearIdentified,monthIdentified,dayIdentified,recordNumber,phylum,order,continentOcean,preparationType,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.3,-23.77,"10",2021-03-15 16:37:00-03,NY,NYBG,"413441",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,P. S. Green,O. Handro,"1968","07","25",Brazil,São Paulo,Bertioga,-46.3,-23.77,NA,NA,NA,NA,NY00413441,NY00413441_01,"Paranapiacaba (via férrea Sao Paulo-Santos), Estaçao Biológica",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637401' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,"2062",Magnoliophyta,Lamiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"50",2019-12-04 15:25:33-03,PUCPR,HUCP,"16620",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green.,"Hatschbach, GG","Silva, JM","2002","09","29",Brasil,São Paulo,Barra do Turvo,-48.5046997070312,-24.7563991546631,NA,NA,NA,NA,HUCP00015826,HUCP00015826,"Bela Vista, Chácara Moxotó.",NA,NA,NA,NA,"3663",Eudicotiledonea,NA,NA,NA,NA,"38172",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29359,-24.01321,"86",2020-11-04 12:17:21-03,ESALQ,ESA,"128149",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,"Sampaio, D","Delfini, C.","2013","03","30",Brasil,São Paulo,Tapiraí,-47.29359,-24.01321,"-47.29359","-24.01321","514","514",ESA128149,NA,"Região da UHE Fumaça, trilha do Chagas. Floresta Ombrófila Densa, à margem esquerda do rio Juquiá.","Indivíduo jovem, ca. 6m alt.","2018",NA,NA,"899.0",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"91",2020-11-04 12:17:21-03,ESALQ,ESA,"109374",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,NA,"Sampaio, D.",NA,NA,NA,Brasil,São Paulo,Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,ESA109374,ESA109374,NA,NA,NA,NA,NA,"182.0",Magnoliophyta,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"92",2020-11-04 12:17:21-03,ESALQ,ESA,"29324",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,NA,"Ivanauskas, N.M. ; Gomes, A.","1996","09","04",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA029324,NA,NA,NA,NA,NA,NA,"879.0",Magnoliophyta,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"93",2020-11-04 12:17:21-03,ESALQ,ESA,"29547",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,"Lombardi, J.A.","Ivanauskas, N.M.","1995","08","23",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA029547,NA,NA,NA,NA,NA,NA,"282.0",Magnoliophyta,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"94",2020-11-04 12:17:21-03,ESALQ,ESA,"104530",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,"Aguiar, O.T.","Aguiar, O.T.","2002","03","12",Brasil,São Paulo,São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA104530,NA,NA,NA,"2002","03","17","1143.0",Magnoliophyta,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"95",2020-11-04 12:17:21-03,ESALQ,ESA,"109660",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109660,ESA109660,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,NA,NA,"30236.0",Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"96",2020-11-04 12:17:21-03,ESALQ,ESA,"123736",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,"Ivanauskas, N.M.","Colletta, G.D. ; Ferreira, M.A.P.","2013","05","01",Brasil,São Paulo,Tapiraí,-47.5,-23.9599990844727,NA,NA,NA,NA,ESA123736,NA,"Reserva Particular da Votorantim (CBA), UHE Fumaça, trilha do Chagas.","Árvore, 5m","2013","05","01","1124.0",Magnoliophyta,NA,NA,NA,NA,"41034",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"122",2019-11-21 14:40:35-03,UFJF,CESJ,"54429",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,J.A. Lombardi,"J.M. Silva; E. Barbosa; J. Vaz","2002","09","29",Brasil,São Paulo,Barra do Turvo,-48.5046997070312,-24.7563991546631,NA,NA,NA,NA,CESJ054429,NA,"Bela Vista, Chácara Moxotó","Árvore, 8m, flor esverdeada. Floresta atlântica.","2015","09",NA,"3663",Angiosperma,NA,América do Sul,NA,NA,"38172",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
