X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,identifiedBy,yearIdentified,class,verbatimLongitude,verbatimLatitude,monthIdentified,coordinatePrecision,geoFlag,dayIdentified,individualCount,fieldNumber,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.8800010681152,-23.1700000762939,"72",2019-11-01 14:54:34-03,UnB,UB,"123176",PreservedSpecimen,Plantae,Asteraceae,Stomatanthes,dentatus,Stomatanthes dentatus,NA,"Mimura, I","520","1962","08","28",Southern America,Brasil,São Paulo,NA,NA,"Arbusto 1,7m. Pétalas brancas, estilete branco, estigma amarelo; Área originalmente de mata entrelaçada com cerrado; agora é campo com árvores baixas e arbustos, espaçados ou raramente em bosques pequenos. Este nº em local com arbustos até 3m alt",NA,Dicotyledoneae,NA,(Gardner) H.Rob.,São José dos Campos,"Uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata. Ca. 9,8km SSE em linha reta da praça principal de São José dos Campos",-45.8800010681152,-23.1700000762939,NA,NA,NA,"Nakajima, JN","1993",NA,NA,NA,"06","39297",auto,"17",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"87",2019-11-21 10:01:26-03,IBt,SP,"93715",S,Plantae,Asteraceae,Stomatanthes,dentatus,Stomatanthes dentatus,NA,"Mimura, I","520","1962","08","28",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,(Gardner) H.Rob.,São José dos Campos,NA,-45.8800010681152,-23.1700000762939,NA,NA,NA,"Esteves, RL","2001",NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
