X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,imagecode,geoFlag,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"3",2021-03-01 16:27:13-03,UNICAMP,UEC,"36264",S,Plantae,Magnoliopsida,Cactaceae,Hatiora,herminiae,Hatiora herminiae,(Porto & Castellanos) Backeb. ex Barthlott,"Gonzaga, DR","2015","09","Kinoshita, LS; Taroda, N","16489","1984","09","22",Brazil,São Paulo,Campos do Jordão,"Estrada entre Reserva do Inst. Florestal para S. José dos Alpes, mais ou menos 7 Km.",-45.5900001525879,-22.7299995422363,"21048","Epífita, flores púrpura.",UEC041374,UEC041374,auto,"14","1700","1700","35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"4",2019-11-13 11:17:20-03,USP,SPF,"80941",PreservedSpecimen,Plantae,NA,Cactaceae,Hatiora,herminiae,Hatiora herminiae,(Porto & A.Cast.) Backeb. ex Barthlott,"Zappi, DC","1988",NA,"Zappi, DC","75","1988","10","01",Brasil,São Paulo,Campos do Jordão,Parque Estadual de Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",NA,SPF00080941,NA,auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
