X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,day,county,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.9900016784668,-24.3199996948242,"57",2021-03-01 16:35:54-03,UNICAMP,UEC,"76398",S,Plantae,Magnoliopsida,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,"Machado, AFP","Souza, VC; Souza, JP; et al.","9337","1995","10",NA,Brazil,São Paulo,"Arredores da foz do Rio Guaraú, Margem esquerda. Mata de restinga.",-46.9900016784668,-24.3199996948242,NA,"Árvore, ca. 8m alt., estípulas e sicônios verdes. Latescente.",NA,NA,"09",Peruíbe,NA,NA,"21922",auto,NA,NA,"2010","01",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"58",2021-03-01 16:35:54-03,UNICAMP,UEC,"76413",S,Plantae,Magnoliopsida,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,"Machado, AFP","Miyagi, PH; Zandoval, JA; Souza, JP","473","1995","02",NA,Brazil,São Paulo,"Mamparra, Reserva Florestal Carlos Botelho, a 2km da sedinha, beira de estrada.",-47.9199981689453,-24.3799991607666,NA,"Árvore, mais de 3m alt. Frutos imaturos verdes.",NA,NA,"15",Sete Barras,NA,NA,"34059",auto,NA,NA,"2010","01","20",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"59",2021-03-01 16:35:54-03,UNICAMP,UEC,"147680",S,Plantae,Magnoliopsida,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","421","2006","05",NA,Brazil,São Paulo,"Trilha da Casa da Farinha, Núcleo Picinguaba/ PESM, parcela E, subparcela 45",-45.0699996948242,-23.4300003051758,NA,"Indivíduo E0573, altura 7m.",NA,NA,"08",Ubatuba,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"106",2020-08-31 09:17:09-03,INPA,INPA,"228438",S,Plantae,Dicotyledon Rosids,Rosales,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,"Pellisare, G; Romaniuc Neto, S; Pellisare","Souza, VC de","9337","1995","10",Southern America,Brasil,São Paulo,Arredores da foz do Rio Guaraú (margem esquerda). Mata de restinga.,-46.9900016784668,-24.3199996948242,NA,NA,INPA0228438,INPA0228438 INPA0228438_e INPA0228438_e1,"09",Peruíbe,NA,NA,"21922",auto,NA,NA,"2010","09",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"110",2020-06-17 15:25:17-03,UNESP-RC,HRCB,"10420",PreservedSpecimen,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott ex Spreng.,P. P. Carauta,"Garcia, F. C. P.",NA,NA,NA,NA,Brasil,São Paulo,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,Ubatuba,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"135",2019-11-13 11:26:28-03,USP,SPF,"107970",PreservedSpecimen,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott ex Spreng.,"Castro, RM","Souza, VC","9337","1995","10",NA,Brasil,São Paulo,Arredores da Foz do Rio Guaraú (margem esquerda). Mata de restinga.,-46.9900016784668,-24.3199996948242,NA,"Árvore, ca. 8 m alt., estípulas e sicônios verdes. Latescentes.",SPF00107970,NA,"09",Peruíbe,NA,NA,"21922",auto,NA,NA,"2004","10",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"137",2019-10-07 09:36:29-03,UEFS,HUEFS,"164001",PreservedSpecimen,Plantae,Angiospermae,Rosales,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,A.F.P.Machado,"Garcia, F.C.P.","392","1989","05",NA,Brasil,São Paulo,"picinguaba, trilha das 3 lagoas até o mangue",-45.0699996948242,-23.4300003051758,NA,NA,HUEFS0164001,HUEFS0164001,"05",Ubatuba,NA,NA,"34265",auto,NA,NA,"2010","12",NA,Rosanae,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"147",2019-10-07 09:36:29-03,UEFS,HUEFS,"164002",PreservedSpecimen,Plantae,Angiospermae,Rosales,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Assis, M.A.de","523","1995","04",NA,Brasil,São Paulo,"picinguaba, trilha da almada",-45.0699996948242,-23.4300003051758,NA,NA,HUEFS0164002,HUEFS0164002,"19",Ubatuba,NA,NA,"34265",auto,NA,NA,NA,NA,NA,Rosanae,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.824417,-23.364417,"151",2019-12-04 16:39:49-03,FFCLRP,SPFR,"11265",PreservedSpecimen,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott. ex Spreng.,"Pereira, R.A.S.","Pereira, R.A.S.; Coelho, L.F.M; Elias, L.G.; Jansen, S.G.; Kjellberg, F.","164","2008","03",NA,Brasil,São Paulo,Próximo do alojamento da sede do IF (datum Córr. Alegr.),-44.824417,-23.364417,NA,Ao lado da caixa d'água.,NA,NA,"05",Ubatuba,"30","30",NA,NA,44o49'27.9W,23o21'51.9S,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.933942,-25.012472,"152",2019-12-04 16:39:49-03,FFCLRP,SPFR,"16571",PreservedSpecimen,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott. ex Spreng.,"Lima, R.A.F.","Sampaio, D.","101",NA,NA,NA,Brasil,São Paulo,Arredores do Centro de Pesquisa - Perequê (P.E. Ilha do Cardoso),-47.933942,-25.012472,NA,Floresta Alta de Restinga (Parcela PEIC - outra numeração 103),NA,NA,NA,Cananéia,NA,NA,NA,NA,47o56'02.19W,25o00'44.90S,"2009","08","13",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.876978,-23.352395,"153",2019-12-04 16:39:49-03,FFCLRP,SPFR,"9935",PreservedSpecimen,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott. ex Spreng.,"Pereira, R.A.S.","Pereira, R.A.S.","107","2005","03",NA,Brasil,São Paulo,Picinguaba (datum Corr. Alegr.),-44.876978,-23.352395,NA,Estrada Almada.,NA,NA,"31",Ubatuba,"122","122",NA,NA,44o52'37.122W,23o21'8.623S,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.079445,-23.380723,"163",2019-01-25 15:43:04-02,IAC,IAC,"49300",S,Plantae,NA,NA,Moraceae-5.Ficeae,Ficus,pulchella,Ficus pulchella,Schott ex Spreng.,E. Ramos et al.,"E. Ramos; H.R. Gonçalves & S. Santos","485","2007","08",NA,Brasil,São Paulo,"Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela F",-45.079445,-23.380723,NA,"Subparcela 48 indivíduo F0667.&nf;Nome popular: figueira",NA,NA,"06",Ubatuba,NA,NA,NA,NA,"-45.079445","-23.380723","2007","08","06",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9983,-24.32,"164",2019-06-24 08:13:08-03,IAC,IAC,"53619",S,Plantae,NA,NA,Moraceae-5.Ficeae,Ficus,pulchella,Ficus pulchella,Schott ex Spreng.,G. Pelissari,V.C. Souza & J. Paula-Souza et. al.,"9337","1995","10",NA,Brasil,São Paulo,Arredores da foz do Rio Guaraú (margem esquerda),-46.9983,-24.32,NA,NA,NA,NA,"09",Peruíbe,NA,NA,NA,NA,"-46.9983","-24.3200","2011","08","02",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"178",2019-10-03 10:04:05-03,UFSCar,SORO,"6156",PreservedSpecimen,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schrott,G. Pelissari,"Souza, V.C.; Souza, J.P.","9337","1995","10",NA,Brasil,São Paulo,Arredores da foz do Rio Guaraú (margem esquerda). Mata de restinga.,-46.9900016784668,-24.3199996948242,NA,"Árvore, ca. 8 m alt.; estípulas e sicônios verdes. Latescente.",NA,NA,"09",Peruíbe,NA,NA,"21922",auto,NA,NA,"2011","08","02",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"179",2021-03-04 15:45:54-03,IF,SPSF,"24301",PreservedSpecimen,Plantae,Magnoliophyta,Rosales,Moraceae,Ficus,pulchella,Ficus pulchella,NA,NA,I.Cordeiro,"1478","1994","12",América do Sul,Brasil,SP,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,NA,"07",Iguape,NA,NA,"55628",auto,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"181",2021-03-04 15:45:54-03,IF,SPSF,"24313",PreservedSpecimen,Plantae,Magnoliophyta,Rosales,Moraceae,Ficus,pulchella,Ficus pulchella,NA,NA,M.P.Costa,"31","1990","12",América do Sul,Brasil,SP,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"14",Iguape,NA,NA,"55628",auto,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.25,-24.55,"183",2019-11-21 10:10:57-03,IBt,SP,"262800",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,"Romaniuc Neto, S","Anunciação, EA; et al.","310","1993","07",NA,Brasil,São Paulo,"Estação Ecológica Juréia-Itatins, Serra da Juréia, caminho do Imperador",-47.25,-24.55,NA,"Árvore ca. 1m DAP., raizes tabulares, râmulos ferrugíneos, sicônios verdes",NA,NA,"21",Iguape,NA,NA,NA,NA,"-47.25","-24.55","2000",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"190",2020-11-26 10:01:01-03,IBt,SP,"374555",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Mendonça, LR","3","2004","06",NA,Brasil,São Paulo,Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,"03",Cananéia,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"191",2019-11-21 10:10:57-03,IBt,SP,"237118",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Kirizawa, M","2243","1989","06",NA,Brasil,São Paulo,Parque Estadual da Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,"21",Cananéia,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"192",2019-11-21 10:10:57-03,IBt,SP,"245959",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Melo, MMRF","863","1987","08",NA,Brasil,São Paulo,Parque Estadual da Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,"26",Cananéia,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"193",2020-11-26 10:01:01-03,IBt,SP,"374560",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Mendonça, LR","7","2004","07",NA,Brasil,São Paulo,Parque Estadual da Serra do Mar,-45.4099998474121,-23.6200008392334,NA,NA,NA,NA,"22",Caraguatatuba,NA,NA,"30093",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"194",2019-11-21 10:10:57-03,IBt,SP,"238416",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Pompéia, SL","1","1986","06",NA,Brasil,São Paulo,NA,-46.4199981689453,-23.8899993896484,NA,NA,NA,NA,"21",Cubatão,NA,NA,"15123",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"195",2020-08-27 12:20:00-03,IBt,SP,"309227",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Melo, MMRF","1181","1993","10",NA,Brasil,São Paulo,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,"29",Iguape,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"196",2019-11-21 10:10:57-03,IBt,SP,"275284",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,"Romaniuc Neto, S","Cordeiro, I; et al.","1478","1994","12",NA,Brasil,São Paulo,"Estação Ecológica Juréia-Itatins, Trilha da Figueira mata pluvial de encosta",-47.5499992370605,-24.7000007629395,NA,"Árvore ca. 20m alt., sicônios imaturos",NA,NA,"07",Iguape,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"197",2019-11-21 10:10:57-03,IBt,SP,"248378",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,"Romaniuc Neto, S","Costa, MP; et al.","31","1990","12",NA,Brasil,São Paulo,"Reserva Ecológica Juréia-Itatins, Trilha para a Figueira",-47.5499992370605,-24.7000007629395,NA,"Árvore ermergente, ca. 30m alt., com raízes tabulares, DAP ca. 60cm, folhas fortemente discolores, verde escuras na face adaxial e verde claras na abaxial, sicônios globosos, verde amarelados, com manchas esbranquiçadas, ricos em látex, ostíolo em um",NA,NA,"14",Iguape,NA,NA,"55628",auto,NA,NA,"1992","02","24",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"198",2020-12-23 08:49:02-03,IBt,SP,"426127",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Pederneiras, LC","589","2010","10",NA,Brasil,São Paulo,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,"30",Peruíbe,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"199",2020-11-19 09:29:32-03,IBt,SP,"363288",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Souza, VC","9337","1995","10",NA,Brasil,São Paulo,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,"09",Peruíbe,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"200",2020-12-23 08:49:02-03,IBt,SP,"443512",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Souza, VC","9337","1995","10",NA,Brasil,São Paulo,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,"09",Peruíbe,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.2999992370605,-22.8899993896484,"201",2020-12-10 11:27:57-03,IBt,SP,"396979",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Romaniuc Neto, S","1411","1995","08",NA,Brasil,São Paulo,NA,-45.2999992370605,-22.8899993896484,NA,NA,NA,NA,"16",Roseira,NA,NA,"15110",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"202",2020-07-16 10:05:58-03,IBt,SP,"287841",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Miyagi, PH","473","1995","02",NA,Brasil,São Paulo,Parque Estadual Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,"15",Sete Barras,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"203",2020-12-23 08:49:02-03,IBt,SP,"415917",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Pereira, RAS","164","2008","03",NA,Brasil,São Paulo,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"05",Ubatuba,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"204",2020-12-23 08:49:02-03,IBt,SP,"415930",S,Plantae,NA,NA,Moraceae,Ficus,pulchella,Ficus pulchella,Schott,NA,"Pereira, RAS","107","2005","03",NA,Brasil,São Paulo,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"28",Ubatuba,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
