X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,year,month,day,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,county,yearIdentified,class,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,infraspecificEpithet,fieldNumber,individualCount,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"37",2020-11-04 10:56:24-03,ESALQ,ESA,"135911",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,montana,Myrcia montana,Cambess.,NA,C.P. Caliari,"3048.0",NA,Brasil,São Paulo,NA,NA,ESA135911,NA,C.P. Caliari,"2013","03","08",NA,-45.5900001525879,-22.7299995422363,NA,NA,Campos do Jordão,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"38",2020-11-04 10:56:24-03,ESALQ,ESA,"135920",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,montana,Myrcia montana,Cambess.,NA,C.P. Caliari,"3046.0",NA,Brasil,São Paulo,NA,NA,ESA135920,NA,C.P. Caliari,"2012","03","08",NA,-45.5900001525879,-22.7299995422363,NA,NA,Campos do Jordão,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.897111,-22.449556,"66",2021-03-01 16:36:40-03,UNICAMP,UEC,"165036",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,montana,Myrcia montana,Cambess.,NA,"Meireles, LD; Nunes, JA; Neto, JOC","2532",NA,Brazil,Minas Gerais,NA,"Subarbusto, cc. 40cm, frutos enegrescidos.; Campo Quartzítico.",UEC028530,UEC028530,NA,"2006","09","12","Serra Fina, Capim Amarelo (Baixo).",-44.897111,-22.449556,"1575","2042",Passa Quatro,NA,NA,NA,NA,NA,NA,"-44.897111","-22.449556",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.897111,-22.449556,"67",2021-03-01 16:36:40-03,UNICAMP,UEC,"165047",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,montana,Myrcia montana,Cambess.,NA,"Meireles, LD; Nunes, JA; Bagini, LG","1773",NA,Brazil,Minas Gerais,NA,"Subarbusto, ca. 80 cm, flores alvas, frutos verdes à vináceos.; Campo Quartzítico.",UEC028725,UEC028725,NA,"2005","06","11",Serra Fina. Capim Amarelo-Baixo.,-44.897111,-22.449556,"1575","2042",Passa Quatro,NA,NA,NA,NA,NA,NA,"-44.897111","-22.449556",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.893222,-22.442056,"69",2021-03-01 16:36:40-03,UNICAMP,UEC,"165049",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,montana,Myrcia montana,Cambess.,NA,"Meireles, LD; Nunes, JA; Neto, JOC","2555",NA,Brazil,Minas Gerais,NA,"Arbusto com frutos enegrecidos.; Campo de Nifelina",UEC028724,UEC028724,NA,"2006","09","12","Serra Fina, Capim amarelo ( Médio).",-44.893222,-22.442056,"1974","2037",Passa Quatro,NA,NA,NA,NA,NA,NA,"-44.893222","-22.442056",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.893222,-22.442056,"71",2021-03-01 16:36:40-03,UNICAMP,UEC,"165057",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,montana,Myrcia montana,Cambess.,NA,"Meireles, LD; Nunes, JA; Neto, JOC","3167",NA,Brazil,Minas Gerais,NA,"Arbusto, copa densa, ca. 1m, frutos ferrugíneos.; Campo de Nifelina",UEC028718,UEC028718,"Sobral, M","2007","06","21","Serra Fina, Capim amarelo ( Médio).",-44.893222,-22.442056,"1974","2037",Passa Quatro,"2009",NA,NA,NA,NA,NA,"-44.893222","-22.442056",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.893222,-22.442056,"72",2021-03-01 16:36:40-03,UNICAMP,UEC,"165059",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,montana,Myrcia montana,Cambess.,NA,"Meireles, LD; Nunes, JA; Neto, JOC","2984",NA,Brazil,Minas Gerais,NA,"Arbusto denso, 1m , frutos ferrugíneos.; Campo de Nifelina",UEC028721,UEC028721,"Sobral, M","2007","03","14",Serra Fina. Capim Amarelo (Médio).,-44.893222,-22.442056,"1974","2037",Passa Quatro,"2009",NA,NA,NA,NA,NA,"-44.893222","-22.442056",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"108",2020-12-21 16:36:48-03,MBM,MBM,"146859",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Gomidesia,kunthiana,Gomidesia kunthiana,O.Berg,NA,"Aguiar, O.T.",s.n.,Southern America,Brazil,São Paulo,NA,NA,MBM146859,MBM146859,"Aguiar, O.T.","1989","06","19",Parque Estadual,-45.5900001525879,-22.7299995422363,NA,NA,Campos do Jordão,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"140",2020-12-11 11:39:17-03,UFMG,BHCB,"132031",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Gomidesia,kunthiana,Gomidesia kunthiana,O.Berg,NA,"Arzolla, FARDP; Paula, GCR de","417",Southern America,Brasil,São Paulo,NA,"Árvore, 2m de altura.",BHCB010825,BHCB010825,NA,"2004","01","25",São José dos Alpes,-45.5900001525879,-22.7299995422363,"190","190",Campos do Jordão,"2004",NA,"21048",auto,"02","06",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.689478,-20.050928,"141",2020-12-11 11:39:26-03,UFMG,BHCB,"149152",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Myrcia,montana,Myrcia montana,Cambess.,NA,"Tameirão Neto, E; Mansur, T","4955",Southern America,Brasil,Minas Gerais,NA,"Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual, arbustivo (0,9m)",NA,NA,NA,"2011","01","13","Serra Gandarela, Projeto Mina Apolo",-49.689478,-20.050928,"1596","1596",Santa Bárbara,"2011",NA,NA,NA,"03",NA,"-49.689478","-20.050928",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
