X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,day,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,dayIdentified,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"7",2021-03-15 16:37:00-03,NY,NYBG,"556781",PreservedSpecimen,Plantae,Magnoliophyta,Piperales,Piperaceae,Piper,lanceolatum,Piper lanceolatum,Ruiz & Pav.,A. Gehrt,s.n.,"1939","12",South America,Brazil,São Paulo,Sao Paulo,"Pirajussara, Capital",-46.63,-23.5403,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498871' target='other'> <mi>dwc_moreinfo</mi></a>,NY00556781,NY00556781_01,T. G. Yuncker,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"9",2021-03-15 16:37:00-03,NY,NYBG,"556777",PreservedSpecimen,Plantae,Magnoliophyta,Piperales,Piperaceae,Piper,lanceolatum,Piper lanceolatum,Ruiz & Pav.,O. Handro,"2178","1971","11",South America,Brazil,São Paulo,Sao Paulo,"Agua Funda, nativa no Jardim Botanico",-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498862' target='other'> <mi>dwc_moreinfo</mi></a>,NY00556777,NY00556777_01,O. Handro,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.698324,-23.591462,"23",2021-03-15 16:37:00-03,NY,NYBG,"556780",PreservedSpecimen,Plantae,Magnoliophyta,Piperales,Piperaceae,Piper,lanceolatum,Piper lanceolatum,Ruiz & Pav.,W. Hoehne,s.n.,"1940","11",South America,Brazil,São Paulo,Sao Paulo,"Cidade Jardim, Capital",-46.698324,-23.591462,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498870' target='other'> <mi>dwc_moreinfo</mi></a>,NY00556780,NY00556780_01,T. G. Yuncker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"41",2020-11-04 12:18:12-03,ESALQ,ESA,"27749",PreservedSpecimen,Plantae,Magnoliophyta,NA,Piperaceae,Piper,lanceolatum,Piper lanceolatum,NA,"Leitão Filho, H.F. et al.","34511.0","1996","01",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,ESA027749,ESA027749,NA,"30",NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"42",2020-11-04 12:18:12-03,ESALQ,ESA,"17433",PreservedSpecimen,Plantae,Magnoliophyta,NA,Piperaceae,Piper,lanceolatum,Piper lanceolatum,NA,"Moraes, P.L.R.","1162.0","1995","01",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA017433,ESA017433,"Colletta, G.D.","19",NA,NA,NA,NA,"2008",NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"43",2020-11-04 12:18:12-03,ESALQ,ESA,"104828",PreservedSpecimen,Plantae,Magnoliophyta,NA,Piperaceae,Piper,lanceolatum,Piper lanceolatum,NA,"Souza, F.M.","163.0","2007","08",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,ESA104828,ESA104828,"Colletta, G.D.","06",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.31605,-24.02021,"44",2020-11-04 12:18:12-03,ESALQ,ESA,"128596",PreservedSpecimen,Plantae,Magnoliophyta,NA,Piperaceae,Piper,lanceolatum,Piper lanceolatum,NA,"Delfini, C.","810.0","2013","03",NA,Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.31605,-24.02021,NA,"Arbusto, ca. 1,5m alt., espigas verdes.",ESA128596,ESA128596,"Colletta, G.D.","26","480","480","-47.31605","-24.02021","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"45",2020-11-04 12:18:12-03,ESALQ,ESA,"34200",PreservedSpecimen,Plantae,Magnoliophyta,NA,Piperaceae,Piper,lanceolatum,Piper lanceolatum,NA,"Souza, J.P. et al.","11.0","1996","11",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,ESA034200,ESA034200,"Colletta, G.D.","12",NA,NA,NA,NA,"2008",NA,"38855",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"46",2020-11-04 12:18:12-03,ESALQ,ESA,"33977",PreservedSpecimen,Plantae,Magnoliophyta,NA,Piperaceae,Piper,lanceolatum,Piper lanceolatum,NA,"Yamamoto, L.F. et al.","14.0","1996","12",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,ESA033977,ESA033977,"Colletta, G.D.","12",NA,NA,NA,NA,"2007",NA,"38855",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.852789,-23.3525,"50",2021-03-01 16:37:57-03,UNICAMP,UEC,"106942",S,Plantae,Magnoliopsida,NA,Piperaceae,Piper,lanceolatum,Piper lanceolatum,Ruiz et Pav.,"Leitão Filho, HF; Rodrigues, RR; Cardoso-Leite, E; Lisboa, MLG; Goldenberg, R; et al.","34511","1996","01",NA,Brazil,São Paulo,Ubatuba,Estrada da casa da Farinha,-44.852789,-23.3525,NA,"Mata de planície, beira de estrada. Arbusto de 2 m, infrutescência verde e pendente, inflorescência branca.",UEC149926,UEC149926,NA,"30",NA,NA,"-44.852789","-23.3525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
