X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,barcode,geoFlag,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,locality,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,imagecode,dayIdentified,order,typeStatus,fieldNumber,preparationType,continentOcean,individualCount,class,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"1",2020-11-04 11:14:42-03,ESALQ,ESA,"114819",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Marlierea,glazioviana,Marlierea glazioviana,"Campos, M.C.R.","253.0","2006","05","07",Brasil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",ESA114819,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.050833,-23.275,"2",2021-03-01 16:36:27-03,UNICAMP,UEC,"178221",S,Plantae,Magnoliopsida,Myrtaceae,Marlierea,glazioviana,Marlierea glazioviana,"Rochelle, ALC",J669,NA,NA,NA,Brazil,São Paulo,Ubatuba,-45.050833,-23.275,NA,UEC041692,NA,Kiaersk.,"Sobral, M","2008","03",Fazenda Capricórnio - Bairro Taquaral.,"-45.050833","-23.275","450","450",Floresta ombrófila densa submontana.,UEC041692,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366389,"4",2019-08-20 10:21:17-03,UNICAMP,UEC,"148821",S,Plantae,Magnoliopsida,Myrtaceae,Marlierea,glazioviana,Marlierea glazioviana,"Aranha, BA","433","2007","01","08",Brazil,São Paulo,Ubatuba,-45.084167,-23.366389,NA,UEC063837,NA,Kiaersk.,"Sobral, M","2008","10","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","380","380",NA,UEC063837,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"7",2021-03-01 16:36:27-03,UNICAMP,UEC,"92053",S,Plantae,Magnoliopsida,Myrtaceae,Marlierea,glazioviana,Marlierea glazioviana,"Sanchez, M; Pedroni, F","31336","1993","05","21",Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",UEC008296,auto,Kiaersk.,"Matsumoto, K","2011",NA,"Núcleo Picinguaba, margem do rio da Fazenda.",NA,NA,NA,NA,"Árvore de 15 m de altura, frutos imaturos de cor marrom.",UEC008296,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"8",2021-03-01 16:36:27-03,UNICAMP,UEC,"118398",S,Plantae,Magnoliopsida,Myrtaceae,Marlierea,glazioviana,Marlierea glazioviana,"Assis, MA","83","1993","01","13",Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",UEC008295,auto,Kiaersk.,"Matsumoto, K","2011",NA,"Picinguaba, trilha Praia Brava.",NA,NA,NA,NA,Árvore 7m de alt. Botões castanhos-acinzentados.,UEC008295,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"9",2021-03-01 16:36:27-03,UNICAMP,UEC,"157766",S,Plantae,Magnoliopsida,Myrtaceae,Marlierea,glazioviana,Marlierea glazioviana,"Matsumoto, K; Matsumoto, H","799","2002","09","05",Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",UEC013843,auto,Kiaersk.,"Matsumoto, K","2011",NA,Praia Brava.,NA,NA,NA,NA,"Árvore ca. 8m de alt, caule liso marrom nas partes jovens. Esteril.",UEC013843,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"10",2021-03-01 16:36:40-03,UNICAMP,UEC,"113798",S,Plantae,Magnoliopsida,Myrtaceae,Myrcia,insigniflora,Myrcia insigniflora,"Sanchez, M; Pedroni, F",445A,"1996","01","12",Brazil,São Paulo,Ubatuba,-44.8,-23.366667,NA,NA,NA,M.F. Santos,"Santos, MF","2019",NA,Picinguaba,"-44.8","-23.366667",NA,NA,"Mata de Planície, rEstinga, árvore 3434 com 8,5m de alt, veg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"18",2020-12-11 11:39:26-03,UFMG,BHCB,"109591",PreservedSpecimen,Plantae,Dicotyledon,Myrtaceae,Myrcia,insigniflora,Myrcia insigniflora,"Assis, AM de","83","1993","01","13",Brasil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",NA,auto,M.F.Santos,NA,"2014",NA,"Picinguaba, Trilha Praia Brava.",NA,NA,NA,NA,Árvore 7m altura. Botões castanhos-acinzentados.,NA,NA,NA,NA,NA,NA,Southern America,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"20",2020-06-17 15:25:19-03,UNESP-RC,HRCB,"16264",PreservedSpecimen,Plantae,NA,Myrtaceae,Marlierea,glazioviana,Marlierea glazioviana,"Sanchez, M.",NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",NA,auto,Kiaersk. ,Kazue Matsumoto,NA,NA,Picinguaba - Parque Estadual da Serra do Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8675,-23.357222,"24",2021-03-15 18:28:59-03,USP,SPF,"214504",PreservedSpecimen,Plantae,NA,Myrtaceae,Myrcia,insigniflora,Myrcia insigniflora,"Santos, MF",682a,"2011","05","22",Brasil,São Paulo,Ubatuba,-44.8675,-23.357222,NA,SPF00214504,NA,M.F.Santos,"Santos, MF","2014",NA,"Trilha entre a praia da Fazenda e a praia Brava da Almada, próximo à trilha para a praia das Conchas. Na encosta na beira da trilha, próxima ao costão","-44.8675","-23.357222","62","62","Arvoreta, 2 m alt. Ramo maduro com leve descamação, avermelhado; ramo imaturo verde com escamas ocre. Folhas com pilosidade ocre na face abaxial. Estéril. Material armazenado em sílica gel.; No sub-bosque da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
