X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,recordNumber,continentOcean,preparationType,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,class,dayIdentified,typeStatus,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"33",2021-03-30 12:54:05-03,EAO,IAN,"66034",PreservedSpecimen,Plantae,Poaceae,Paspalum,glaucescens,Paspalum glaucescens,Hack.,"Oliveira, RC","Brade, AC","1932","12",NA,Brasil,São Paulo,São Paulo,Vila Emma.,-46.6300010681152,-23.5400009155273,NA,NA,IAN066034,NA,Monocotiledônea,NA,"12248",Southern America,NA,NA,NA,NA,"2001","10","53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"44",2020-11-04 12:18:51-03,ESALQ,ESA,"50195",PreservedSpecimen,Plantae,Poaceae,Paspalum,glaucescens,Paspalum glaucescens,NA,"Souza, V.C.","Scaramuzza, C.A.M. et al.","1993","05","21",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA050195,ESA050195,Magnoliophyta,NA,"1113.0",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"45",2020-11-04 12:18:51-03,ESALQ,ESA,"63607",PreservedSpecimen,Plantae,Poaceae,Paspalum,glaucescens,Paspalum glaucescens,Hack,"Scaramuzza, C.A.M.","Scaramuzza, C.A.M. ; Souza, V.C.","1993","01","01",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063607,ESA063607,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"46",2020-11-04 12:18:51-03,ESALQ,ESA,"9479",PreservedSpecimen,Plantae,Poaceae,Paspalum,glaucescens,Paspalum glaucescens,Hack,"Scaramuzza, C.A.M.","Souza, V.C. et al.","1993","05","22",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA009479,ESA009479,Magnoliophyta,NA,"3734.0",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"47",2020-11-04 12:18:51-03,ESALQ,ESA,"63606",PreservedSpecimen,Plantae,Poaceae,Paspalum,glaucescens,Paspalum glaucescens,Hack,"Scaramuzza, C.A.M.","Scaramuzza, C.A.M. ; Souza, V.C.","1993","01","01",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063606,ESA063606,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"48",2020-11-04 12:18:51-03,ESALQ,ESA,"9342",PreservedSpecimen,Plantae,Poaceae,Paspalum,glaucescens,Paspalum glaucescens,Hackel,"Oliveira, R.C. & Valls, J.F.M.","Souza, V.C. et al.","1993","05","19",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA009342,ESA009342,Magnoliophyta,NA,"3597.0",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"49",2020-11-04 12:18:51-03,ESALQ,ESA,"9462",PreservedSpecimen,Plantae,Poaceae,Paspalum,glaucescens,Paspalum glaucescens,Hack,"Scaramuzza, C.A.M.","Souza, V.C.","1993","05","19",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA009462,ESA009462,Magnoliophyta,NA,"3717.0",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"50",2020-11-04 12:18:51-03,ESALQ,ESA,"95256",PreservedSpecimen,Plantae,Poaceae,Paspalum,glaucescens,Paspalum glaucescens,Hack.,"Scaramuzza, C.A.M.","Scaramuzza, C.A.M. et al.",NA,NA,NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA095256,ESA095256,Magnoliophyta,NA,"1136.0",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"77",2019-08-20 10:01:34-03,UNICAMP,UEC,"88338",S,Plantae,Poaceae,Paspalum,glaucescens,Paspalum glaucescens,Hack.,"Oliveira, RC; Valls, JFM","Hoehne, W","1948","12","16",Brazil,São Paulo,São Paulo,"Brooklin Paulista., Campo seco.",-46.6300010681152,-23.5400009155273,NA,NA,UEC088604,UEC088604,Liliopsida,NA,"2913",NA,NA,NA,NA,NA,"1999",NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"80",2019-11-19 14:08:53-03,UFRPE,PEUFR,"544",PreservedSpecimen,Plantae,Poaceae,Paspalum,yaguaronense,Paspalum yaguaronense,Henrard,Chase,B. Pickel,"1941","01","01",Brasil,São Paulo,São Paulo,Bosque,-46.6300010681152,-23.5400009155273,NA,NA,PEUFR000544,NA,NA,NA,"5149",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
