X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,year,identifiedBy,month,day,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.164784,-22.242395,"5",2021-03-15 16:37:00-03,NY,NYBG,"604305",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,W. Mantovani,"1280",South America,Brazil,São Paulo,"Mogi-Guaçu, Matinho Prado, Reserva Biolgica da Fazenda Campininha",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48541' target='other'> <mi>dwc_moreinfo</mi></a>,NY00604305,NY00604305_01,"1980",W. Mantovani,"11","17",NA,-47.164784,-22.242395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1408386,-21.8035721,"10",2021-03-15 16:37:00-03,NY,NYBG,"604308",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,W. Hoehne,s.n.,South America,Brazil,São Paulo,Prox. a Araraquara,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48551' target='other'> <mi>dwc_moreinfo</mi></a>,NY00604308,NY00604308_01,"1951",NA,"11","29",NA,-48.1408386,-21.8035721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"15",2021-03-15 16:37:00-03,NY,NYBG,"604306",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,F. C. Hoehne,s.n.,South America,Brazil,São Paulo,Jardim Botanico,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48545' target='other'> <mi>dwc_moreinfo</mi></a>,NY00604306,NY00604306_01,"1931",F. C. Hoehne,"11","30",Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"21",2021-03-15 16:37:00-03,NY,NYBG,"604307",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,F. C. Hoehne,s.n.,South America,Brazil,São Paulo,Jardim Botanico,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48550' target='other'> <mi>dwc_moreinfo</mi></a>,NY00604307,NY00604307_01,NA,NA,NA,NA,NA,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.433333,-22.866667,"27",2021-02-18 09:29:44-03,UNESP-IBB,BOTU,"29427",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,"Bignotto, R.B.","326",NA,Brasil,São Paulo,NA,NA,"Árvore 9m, frutos maduros verde amarelados e secos marrons.; Coleção: Jardim Botânico UNESP Botucatu",BOTU029427,NA,"2004",NA,"06","16",Botucatu,-48.433333,-22.866667,NA,NA,NA,NA,48°26'w,22°52's,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.433333,-22.866667,"29",2021-02-18 09:29:44-03,UNESP-IBB,BOTU,"29428",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,"Bignotto, R.B.","157",NA,Brasil,São Paulo,NA,NA,"Árvore 5m, cálice marrom escuro, pétals modificadas brancas.; Coleção: Jardim Botânico UNESP Botucatu",BOTU029428,NA,"2003","Mantovani, W.","12","16",Botucatu,-48.433333,-22.866667,NA,NA,NA,NA,48°26'w,22°52's,"2013","08",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.345,-23.051111,"31",2021-02-18 09:29:44-03,UNESP-IBB,BOTU,"28935",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,"Lara, N.O.T.","1",NA,Brasil,São Paulo,NA,NA,"Hábito arbóreo, folíolos oblongo, pilosos na face abaxial, ramos com cicatrizes de estípulas evidentes",BOTU028935,NA,"2013",NA,"04","10",Pardinho,-48.345,-23.051111,NA,NA,NA,NA,48°20'42w,23°03'04s,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.016667,-22.866667,"32",2021-02-18 09:29:44-03,UNESP-IBB,BOTU,"25932",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,"Martins, M.V.","106",NA,Brasil,São Paulo,NA,NA,árvore de 7m,BOTU025932,NA,"2009","Martins, M.V.","04","16",Botucatu,-48.016667,-22.866667,NA,NA,NA,NA,48°01'w,22°52's,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.433333,-22.866667,"34",2021-02-18 09:29:44-03,UNESP-IBB,BOTU,"29426",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,"Bignotto, R.B.","320",NA,Brasil,São Paulo,NA,NA,"Árvore 6m, frutos maduros verde, quase secos.; Coleção: Jardim Botânico UNESP Botucatu",BOTU029426,NA,"2004","Mantovani, W.","06","04",Botucatu,-48.433333,-22.866667,NA,NA,NA,NA,48°26'w,22°52's,"2013","08",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.833333,-23.016667,"36",2021-02-18 09:29:44-03,UNESP-IBB,BOTU,"33989",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Machaerium,villosum,Machaerium villosum,Vogel,NA,"Castro Matheus, L.","13",NA,Brasil,São Paulo,Jardim Botânico do IBB,NA,NA,BOTU033989,NA,"2019",NA,"02","04",Botucatu,-48.833333,-23.016667,NA,NA,NA,NA,48°49'60w,22°60'60s,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
