X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,monthIdentified,dayIdentified,phylum,order,typeStatus,continentOcean,preparationType,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,eventTime,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"60",2020-01-20 14:40:43-03,UPM,MACK,"2245",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,oligantha,Myrcia oligantha,O.Berg,O. T. Aguiar,NA,M. Fascina,M51,"2011","11","26",Brasil,SP,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"61",2020-01-20 14:40:43-03,UPM,MACK,"2244",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,oligantha,Myrcia oligantha,O.Berg,O. T. Aguiar,NA,M. Fascina,M134,"2012","04","12",Brasil,SP,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"62",2020-01-20 14:40:43-03,UPM,MACK,"2055",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,oligantha,Myrcia oligantha,O.Berg,O. T. Aguiar,NA,A. Buccaran,A22,"2011","03","26",Brasil,SP,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"63",2020-01-20 14:40:43-03,UPM,MACK,"2001",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,oligantha,Myrcia oligantha,O.Berg,O. Aguiar,"2011",M. Fascina,A22,"2011","03","26",Brasil,SP,Campos do Jordão,"Colônia Umuarama, Vertente próxima a entrada ou portaria do condomínio.",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,"03","26",NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"64",2020-01-20 14:40:43-03,UPM,MACK,"1486",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,oligantha,Myrcia oligantha,O. Berg,O. Aguiar,NA,M. Fascina,"248","2011","07","07",Brasil,SP,Campos do Jordão,"Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"65",2020-01-20 14:40:43-03,UPM,MACK,"1485",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,oligantha,Myrcia oligantha,O. Berg,O. Aguiar,NA,M. Fascina,A22,"2011","03","26",Brasil,SP,Campos do Jordão,"Colônia Umuarama, trilha da samanbaia.floresta ombrófila mista",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"95",2020-11-04 10:56:24-03,ESALQ,ESA,"134231",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,aethusa,Myrcia aethusa,(O. Berg) N. Silveira,"Lima, D.F.","2016",C.P. Caliari et al.,"3053.0","2012","03","09",Brasil,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,ESA134231,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"97",2020-11-04 11:14:57-03,ESALQ,ESA,"39435",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,richardiana,Myrcia richardiana,O.Berg,NA,NA,"Árbocz, G.F. et al.","33365.0","1995","02","10",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA039435,ESA039435,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"101",2020-11-04 11:14:57-03,ESALQ,ESA,"9061",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,richardiana,Myrcia richardiana,O.Berg,"Kawasaki, M.L.",NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1991","02","07",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA009061,ESA009061,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"102",2020-11-04 11:14:57-03,ESALQ,ESA,"33069",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,richardiana,Myrcia richardiana,(O. Berg) Kiaersk.,"Mazine, F.F.",NA,"Rocha, Y.T.",NA,NA,NA,NA,Brasil,São Paulo,Araraquara,NA,-48.1699981689453,-21.7900009155273,NA,NA,NA,NA,NA,ESA033069,ESA033069,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"29178",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
