X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,typeStatus,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.590278,-24.580556,"8",2021-01-06 11:42:44-03,UFPI-MRV,HDELTA,"5810",PreservedSpecimen,Plantae,Quiinaceae,Quiina,glaziovii,Quiina glaziovii,"Bonafé, F. ; Bernardo, Selmo",NA,"2018","09","27",NA,Brasil,NA,NA,<ll>dwc_commonname:</ll> Quina,HDELTA005810,NA,NA,Engl.,"Bonafé, F.",São Paulo,Iporanga,NA,-48.590278,-24.580556,NA,NA,NA,"2018","09","27","48°35'25,00''W","24°34'50,00''S",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"30",2021-03-30 12:47:22-03,EAO,IAN,"37167",PreservedSpecimen,Plantae,Quiinaceae,Quiina,glaziovii,Quiina glaziovii,"Andrade, N de","72",NA,NA,NA,Southern America,Brasil,NA,NA,NA,IAN037167,Dicotiledônea,NA,Engl.,"Schneider, JV",São Paulo,São Paulo,Alto da Serra.,-46.6300010681152,-23.5400009155273,NA,NA,IAN037167 IAN037167_e,"2000",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"31",2021-03-30 12:47:22-03,EAO,IAN,"50658",PreservedSpecimen,Plantae,Quiinaceae,Quiina,glaziovii,Quiina glaziovii,"Handro, O",s.n.,"1938","10","24",Southern America,Brasil,NA,NA,Árvore com flores amareladas e aromáticas.,IAN050658,Dicotiledônea,NA,Engl.,"Rocha, AES",São Paulo,São Paulo,Alto da Serra.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2017","11","24",NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"43",2020-11-04 11:17:56-03,ESALQ,ESA,"29441",PreservedSpecimen,Plantae,Quiinaceae,Quiina,glaziovii,Quiina glaziovii,"Ivanauskas, N.M. et al.","996.0","1996","01","25",NA,Brasil,NA,NA,NA,ESA029441,Magnoliophyta,NA,NA,NA,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA029441,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"44",2020-11-04 11:17:56-03,ESALQ,ESA,"123814",PreservedSpecimen,Plantae,Quiinaceae,Quiina,glaziovii,Quiina glaziovii,"Souza, V.C. ; Flores, T.B.","34915.0","2013","04","30",NA,Brasil,NA,NA,"Árvore, ca. 8 m alt. Vegetativo.",ESA123814,Magnoliophyta,NA,NA,"Souza, V.C.",São Paulo,Tapiraí,Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.,-47.5,-23.9599990844727,NA,NA,ESA123814,"2013",NA,NA,NA,NA,"41034",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"45",2020-11-04 11:17:56-03,ESALQ,ESA,"107944",PreservedSpecimen,Plantae,Quiinaceae,Quiina,glaziovii,Quiina glaziovii,"Santos, M.B.","57.0","2005","03","25",NA,Brasil,NA,NA,NA,ESA107944,Magnoliophyta,NA,NA,NA,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,ESA107944,NA,NA,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"46",2020-11-04 11:17:56-03,ESALQ,ESA,"29038",PreservedSpecimen,Plantae,Quiinaceae,Quiina,glaziovii,Quiina glaziovii,"Ivanauskas, N.M.","476.0","1995","10","18",NA,Brasil,NA,NA,NA,ESA029038,Magnoliophyta,NA,NA,NA,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"47",2020-11-04 11:17:56-03,ESALQ,ESA,"29037",PreservedSpecimen,Plantae,Quiinaceae,Quiina,glaziovii,Quiina glaziovii,"Ivanauskas, N.M.","572.0","1995","11","22",NA,Brasil,NA,NA,NA,ESA029037,Magnoliophyta,NA,NA,NA,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA029037,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"48",2020-11-04 11:17:56-03,ESALQ,ESA,"51532",PreservedSpecimen,Plantae,Quiinaceae,Quiina,glaziovii,Quiina glaziovii,"Borges, A. et al.",NA,"2005","04","03",NA,Brasil,NA,NA,NA,ESA051532,Magnoliophyta,NA,NA,"Borges, A.",São Paulo,Cananéia,Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,ESA051532,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"49",2020-11-04 11:17:56-03,ESALQ,ESA,"50462",PreservedSpecimen,Plantae,Quiinaceae,Quiina,glaziovii,Quiina glaziovii,"Santos, M.B.; Pardi, M.M.; Bordini, M.C.P.; Bosquetti, L.B.; Marcelino, V.R.; Breier, T.B.; Souza, V.C.; Rodrigues, R.R.","57.0","2005","03","25",NA,Brasil,NA,NA,"Árvore.Frutos alaranjados, 10 m alt.",ESA050462,Magnoliophyta,NA,NA,NA,São Paulo,Eldorado,"Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha da Água Grande/Ressurgência. Floresta Ombrófila Densa Baixo Montana pouco degradada sobre afloramento de calcário",-48.0999984741211,-24.5200004577637,"400","400",NA,NA,NA,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
