X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,county,minimumElevationInMeters,maximumElevationInMeters,scientificNameAuthorship,identifiedBy,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,fieldNumber,class,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"50",2021-03-01 16:35:53-03,UNICAMP,UEC,"67837",S,Plantae,Magnoliopsida,NA,Moraceae,Ficus,cyclophylla,Ficus cyclophylla,"Morais, MD; et al.","29295","1993","11","14",NA,Brazil,São Paulo,Praia do Tenório,-45.0699996948242,-23.4300003051758,NA,Árvore 5m,NA,NA,Ubatuba,NA,NA,(Miq.) Miq.,"Machado, AFP","34265",auto,"2010","01",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"96",2019-11-13 11:26:26-03,USP,SPF,"97256",PreservedSpecimen,Plantae,NA,NA,Moraceae,Ficus,cyclophylla,Ficus cyclophylla,"Moraes, MD","29295","1993","11","14",NA,Brasil,São Paulo,Praia do Tenório.,-45.0699996948242,-23.4300003051758,NA,Árvore de 5 m alt.,SPF00097256,NA,Ubatuba,NA,NA,(Miq.) Miq.,"Pederneiras, LC","34265",auto,"2008","12",NA,NA,"16",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"127",2021-03-04 15:45:53-03,IF,SPSF,"34960",PreservedSpecimen,Plantae,Magnoliophyta,Rosales,Moraceae,Ficus,cyclophylla,Ficus cyclophylla,J.B.Baitello & O.T. Aguiar,"1721","1999","03","31",América do Sul,Brasil,SP,Parque Estadual da Serra do Mar,-45.3499984741211,-23.7700004577637,NA,"COLETA: XLS: SPSFNovo; Árvore 40m; GEOGRAFIA: região de Sepituba, em direção à praia do Bonetti&nf;;",NA,NA,Ilhabela,"15","15",NA,L.R.Mondonça Souza,"23719",auto,"2005","07",NA,NA,"27",NA,Magnoliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"135",2020-08-13 18:02:24-03,IBt,SP,"291370",S,Plantae,NA,NA,Moraceae,Ficus,cyclophylla,Ficus cyclophylla,"Moraes, MD","29295","1993","11","14",NA,Brasil,São Paulo,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,Ubatuba,NA,NA,(Miq.) Miq.,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"136",2020-12-23 08:49:01-03,IBt,SP,"415915",S,Plantae,NA,NA,Moraceae,Ficus,cyclophylla,Ficus cyclophylla,"Pereira, RAS","111","2005","04","03",NA,Brasil,São Paulo,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,Ubatuba,NA,NA,(Miq.) Miq.,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
