X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,coordinatePrecision,geoFlag,dayIdentified,class,typeStatus,relatedCatalogItem,fieldNumber,individualCount,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.416667,-22.75,"14",2021-02-08 11:09:51-03,UNESP-IBB,BOTU,"11168",PreservedSpecimen,Plantae,NA,NA,Poaceae,Digitaria,gerdesii,Digitaria gerdesii,(Hack.) Parodi,"Gottsberger, I.S.","Gottsberger, I.S.","16371","1971","03","16",NA,Brasil,São Paulo,Botucatu,"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.",-48.416667,-22.75,NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio",BOTU011168,NA,"1979",48°25'w,22°45's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.701828,-23.345083,"21",2019-12-12 15:31:49-03,UFABC,HUFABC,"001892",PreservedSpecimen,Plantae,Angiospermas,NA,Poaceae,Digitaria,corynotricha,Digitaria corynotricha,(Hack.) Henrard,R. Rodrigues,Keller V.C.,"117","2017","12","02",NA,Brasil,São Paulo,Franco da Rocha,"Parque Estadual do Juquery, Próximo à torre de observação do setor B",-46.701828,-23.345083,NA,NA,NA,Erva,HUFABC001892,NA,"2018","-46.701828","-23.345083","06",NA,NA,"28",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.440278,-22.880556,"64",2021-03-24 17:18:20-03,UFMA,MAR,"488",S,Plantae,NA,NA,Poaceae,Digitaria,gerdesii,Digitaria gerdesii,(Hack.) Parodi,I. S. Gottsberger,I. S. Gottsberger,"1021","1971","03","15",NA,Brasil,São Paulo,Botucatu,NA,-48.440278,-22.880556,NA,NA,NA,"cerrado vegetation, xeromorphic tree e scrub woodlandform, on gentle slope",NA,NA,"1979",48º26'25W,22º52'50S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4166667,-22.75,"65",2013-02-22 16:17:00-03,MO,MOBOT,"232514",PreservedSpecimen,Plantae,NA,NA,Poaceae,Digitaria,bonplandii,Digitaria bonplandii,Henrard,A.S. Vega,Ilse S. Gottsberger,Gottsberger 1021-80R-16371,"1971","3","16",South America,Brazil,São Paulo,NA,"Mpio. de Botucatu: 18 km N of Botucatu, (14 km E of São Manuel). Along the S. Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio.",-48.4166667,-22.75,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"106",2019-11-01 15:16:05-03,UnB,UB,"14114",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Digitaria,corynotricha,Digitaria corynotricha,(Hack.) Henrard,"Canto-Dorow, T","Gottsberger, IS",1021225489R,"1971","03","16",Southern America,Brasil,São Paulo,Botucatu,"18km north of Botucatu, (14km east of São Manuel). Along the São Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio",-48.416667,-22.75,"550","550",NA,".",NA,NA,NA,"-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"107",2019-11-01 15:16:05-03,UnB,UB,"14115",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Digitaria,corynotricha,Digitaria corynotricha,(Hack.) Henrard,"Canto-Dorow, T","Gottsberger, IS",225448R,"1971","02","25",Southern America,Brasil,São Paulo,Botucatu,"18km north of Botucatu, (14km east of São Manuel). Along the São Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio",-48.416667,-22.75,"550","550",NA,".",NA,NA,NA,"-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"109",2019-11-01 15:16:05-03,UnB,UB,"14117",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Digitaria,corynotricha,Digitaria corynotricha,(Hack.) Henrard,"Canto-Dorow, T","Gottsberger, IS",1021225425R,"1971","03","04",Southern America,Brasil,São Paulo,Botucatu,"18km north of Botucatu, (14km east of São Manuel). Along the São Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio",-48.416667,-22.75,"550","550",NA,".",NA,NA,NA,"-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"110",2019-11-01 15:16:05-03,UnB,UB,"14118",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Digitaria,corynotricha,Digitaria corynotricha,(Hack.) Henrard,"Canto-Dorow, T","Gottsberger, IS",1021225415R,"1971","03","25",Southern America,Brasil,São Paulo,Botucatu,"18km north of Botucatu, (14km east of São Manuel). Along the São Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio",-48.416667,-22.75,"550","550",NA,".",NA,NA,NA,"-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"111",2019-11-01 15:16:05-03,UnB,UB,"14119",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Digitaria,corynotricha,Digitaria corynotricha,(Hack.) Henrard,"Canto-Dorow, T","Gottsberger, IS",1021225425A,"1971","03","30",Southern America,Brasil,São Paulo,Botucatu,"18km north of Botucatu, (14km east of São Manuel). Along the São Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio",-48.416667,-22.75,"550","550",NA,".",NA,NA,NA,"-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"112",2019-11-01 15:16:05-03,UnB,UB,"14120",PreservedSpecimen,Plantae,Monocotyledonae,NA,Poaceae,Digitaria,corynotricha,Digitaria corynotricha,(Hack.) Henrard,"Canto-Dorow, T","Gottsberger, IS",1021225499R,"1971","03","18",Southern America,Brasil,São Paulo,Botucatu,"18km north of Botucatu, (14km east of São Manuel). Along the São Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio",-48.416667,-22.75,"550","550",NA,".",NA,NA,NA,"-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
