X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,dayIdentified,class,typeStatus,relatedCatalogItem,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.88,-23.1803,"3",2021-03-15 16:37:00-03,NY,NYBG,"579657",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O.Berg) Nied.,L. R. Landrum,H. de F. Leitão Filho,"13143","1981","11","07",South America,Brazil,São Paulo,Jundiaí,Nativo em mata na Serra do Japi.,-46.88,-23.1803,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415284' target='other'> <mi>dwc_moreinfo</mi></a>,NY00579657,NY00579657_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1197,-22.2803,"5",2021-03-15 16:37:00-03,NY,NYBG,"579578",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O.Berg) Nied.,L. R. Landrum,J. e. A. Simoes,"31",NA,NA,NA,South America,Brazil,São Paulo,Brotas,"Fazenda N. F. da Gloria, Brotos.",-48.1197,-22.2803,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452074' target='other'> <mi>dwc_moreinfo</mi></a>,NY00579578,NY00579578_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.25,-23.416667,"8",2021-02-08 11:09:32-03,UNESP-IBB,BOTU,"25123",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O. Berg) Nied.,NA,"Pilla, M.A.C.","241","2004","10","10",NA,Brasil,São Paulo,Natividade da Serra,NA,-45.25,-23.416667,NA,NA,BOTU025123,NA,NA,NA,45°15'w,23°25's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-24.5799999237061,"10",2020-11-24 17:10:51-03,UTFPR,DVPR,"374",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O.Berg) Nied.,"Sobral, M","Torezan, JMD","1","1989","11","04",NA,Brasil,São Paulo,Iporanga,"Bairro Betari, estrada do Córrego Seco",-48.5900001525879,-24.5799999237061,NA,"Árvore 4 m, flores vistosas, alvas, odoríferas.",DVPR000374,DVPR000374,"2009","07",NA,NA,"38740",auto,"31",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"16",2020-11-04 11:14:22-03,ESALQ,ESA,"7206",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O. Berg) Nied.,"Kawasaki, M.L.","Morellato-Fonzar, L.P.C. ; Rodrigues, R.R.","16727.0","1984","11","19",NA,Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,NA,NA,ESA007206,ESA007206,NA,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6300010681152,-24.3199996948242,"17",2020-11-04 11:14:22-03,ESALQ,ESA,"24186",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O. Berg) Nied.,"Kawasaki, M.L.","Barreto, K.D. et al.","3302.0","1994","11","30",NA,Brasil,São Paulo,Juquiá,NA,-47.6300010681152,-24.3199996948242,NA,NA,ESA024186,ESA024186,NA,NA,NA,NA,"32505",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"18",2020-11-04 11:14:22-03,ESALQ,ESA,"51030",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(DC.) Kiaersk.,"Ibraim, M.","Gomez, F.M.",NA,"2005","10","01",NA,Brasil,São Paulo,Rio Claro,NA,-47.560001373291,-22.4099998474121,NA,NA,ESA051030,ESA051030,"2010",NA,NA,NA,"21773",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"19",2020-11-04 11:14:22-03,ESALQ,ESA,"98549",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,NA,"Gissi, D.S.","Romão, G.O.","212.0","2000","09","20",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,ESA098549,ESA098549,"2011",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8400001525879,-24.5,"20",2020-11-04 11:14:22-03,ESALQ,ESA,"118684",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,NA,"Aguiar, O.T.","Miashike, R.L.; Ivanauskas, N.M.; Silva, J.B. ; Machado, S.D.","18.0","2009","12","01",NA,Brasil,São Paulo,Apiaí,Parque Estadual Turístico do Alto Ribeira - Núcleo Caboclos,-48.8400001525879,-24.5,NA,"Floresta Ombrófila Densa Montana.&nf;Árvore 6m altura, frutos imaturos verdes.; GEOGRAFIA: Trilha da Pescaria e Desmoronado.;",ESA118684,NA,"2010","01","-48,564,722","-24,415,833","37738",auto,"11",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9000015258789,-21.1800003051758,"23",2020-11-04 11:14:22-03,ESALQ,ESA,"2661",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Campomanesia,neriiflora,Campomanesia neriiflora,(O. Berg) Nied.,"Gissi, D.S.","Mendes, O.T.","4624.0","1938","10","31",NA,Brasil,São Paulo,Pindorama,NA,-48.9000015258789,-21.1800003051758,NA,NA,ESA002661,ESA002661,"2011",NA,NA,NA,"14884",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
