X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,dayIdentified,infraspecificEpithet,typeStatus,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.06,-22.9,"30",2015-07-02 14:02:46-03,JBP,HPL,"4270",S,Plantae,NA,NA,Malvaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart. & Zucc) A. Robyns,H. Lorenzi,H. Lorenzi,"1559","1994","05","30",NA,Brasil,SP,Coletada no parque da UNICAMP.,-47.06,-22.9,NA,NA,NA,NA,NA,NA,Campinas,"1994","05","23900",auto,NA,NA,NA,"30",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.059167,-22.815833,"47",2021-03-01 16:26:53-03,UNICAMP,UEC,"179017",S,Plantae,Magnoliopsida,NA,Bombacaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart. & Zucc.) A.Robyns,"Semir, J","Nasário, JPS","3","2012","04","27",NA,Brazil,São Paulo,UNICAMP,-47.059167,-22.815833,NA,NA,NA,Planta Alta,UEC023362,UEC023362,Campinas,"2012","04",NA,NA,"-47.059167","-22.815833",NA,"27",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.6399993896484,-20.6200008392334,"61",2021-03-01 16:26:53-03,UNICAMP,UEC,"66614",S,Plantae,Magnoliopsida,NA,Bombacaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart. & Zucc.) A.Robyns,"Duarte, MC","Tamashiro, JY; et al.",T.336,"1994","06","30",NA,Brazil,São Paulo,Fazenda N. S. Aparecida.,-49.6399993896484,-20.6200008392334,NA,NA,NA,"Árvore de 10m, botões florais.",UEC021226,UEC021226,Tanabi,"2006","05","33016",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.50027778,-20.28833333,"103",2020-06-22 14:18:45-03,UNESP-IBILCE,SJRP,"33818",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart.) A.Robyns,NA,"Almeida Neto, A. & Ranga, N. T.","243.0","2008","09","20",America do Sul,Brasil,São Paulo,Fazenda Boa Vista,-49.50027778,-20.28833333,NA,NA,NA,"Árvore, P-B 26, I-452. Biota",NA,NA,Palestina (P5),NA,NA,NA,NA,"-49.50027778","-20.28833333",Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.43388889,-20.00361111,"104",2020-06-22 14:18:45-03,UNESP-IBILCE,SJRP,"33817",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart.) A.Robyns,NA,"Almeida Neto, A. & Ranga, N. T.","244.0","2008","01","12",America do Sul,Brasil,São Paulo,Fazenda São João,-50.43388889,-20.00361111,NA,NA,NA,"Árvore, P-A 9, I-100. Biota",NA,NA,Turmalina (P4),NA,NA,NA,NA,"-50.43388889","-20.00361111",Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.50027778,-20.28833333,"105",2020-06-22 14:18:45-03,UNESP-IBILCE,SJRP,"33814",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart.) A.Robyns,NA,"Almeida Neto, A. & Ranga, N. T.","245.0","2008","10","16",America do Sul,Brasil,São Paulo,Fazenda Boa Vista,-49.50027778,-20.28833333,NA,NA,NA,"Árvore, P-D 62, I-1066. Biota",NA,NA,Palestina (P5),NA,NA,NA,NA,"-49.50027778","-20.28833333",Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"106",2020-08-13 16:59:55-03,UNESP-IBILCE,SJRP,"26565",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart.) A.Robyns,Dr João Semir,F. Tomasetto,NA,NA,NA,NA,América do Sul,Brasil,São Paulo,Estação Ecológica de Paulo de Faria,-49.516667,-19.916667,NA,NA,NA,"Árvore 9m decídua, flores brancas;",NA,NA,Paulo de Faria,NA,NA,NA,NA,"-49.516667","-19.916667",Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.0299987792969,-20.6900005340576,"107",2020-06-22 14:18:45-03,UNESP-IBILCE,SJRP,"29059",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart.) A.Robyns,NA,"Fernandes, A.C.",NA,"2006","07",NA,América do Sul,Brasil,São Paulo,"Área da Empresa Quiri Ruber, Sítio Estrela Dalva",-50.0299987792969,-20.6900005340576,NA,NA,NA,NA,NA,NA,Nhandeara,NA,NA,"20767",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5400009155273,-20.2600002288818,"152",2019-11-13 11:25:01-03,USP,SPF,"13367",PreservedSpecimen,Plantae,NA,NA,Malvaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart. & Zucc.) A.Robyns,"Duarte, MC","Hoehne, W",s.n.,"1950","01","17",NA,Brasil,São Paulo,NA,-50.5400009155273,-20.2600002288818,NA,NA,NA,NA,SPF00013367,NA,Jales,"2004","03","16486",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.6399993896484,-20.6200008392334,"153",2020-01-15 17:59:28-03,USP,SPF,"96821",PreservedSpecimen,Plantae,NA,NA,Malvaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart. & Zucc.) A.Robyns,"Carvalho-Sobrinho, JG","Tamashiro, JY",T336,"1994","06","30",NA,Brasil,São Paulo,NA,-49.6399993896484,-20.6200008392334,NA,NA,NA,NA,SPF00096821,NA,Tanabi,"2015","07","33016",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5400009155273,-20.2600002288818,"163",2019-10-07 09:33:32-03,UEFS,HUEFS,"176167",PreservedSpecimen,Plantae,Angiospermae,Malvales,Malvaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart.) A.Robyns,NA,"Hoehne, W.",s.n.,"1950","01","17",NA,Brasil,São Paulo,Pastos do Pontal.,-50.5400009155273,-20.2600002288818,NA,NA,NA,Árvore.,HUEFS0176167,HUEFS0176167,Jales,NA,NA,"16486",auto,NA,NA,Rosanae,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.05796,-20.45739,"188",2019-01-25 15:42:30-02,IAC,IAC,"30554",S,Plantae,NA,NA,Malvaceae-9.Bombacoideae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart. & Zucc.) Robyns,J. Semir,"L.C. Bernacci; A. Sciamarelli; J.L.A. Moreira; P.R.P. Andrade; A.M.C. Silva; R. Belinelo & J. Soares","1683","1995","05","16",NA,Brasil,São Paulo,"IAC, Estação Experimental",-50.05796,-20.45739,NA,NA,NA,NA,NA,NA,Votuporanga,"2013","11",NA,NA,"-50.05796","-20.45739",NA,"16",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5211,-20.8192,"189",2019-01-25 15:35:24-02,IAC,IAC,"50390",S,Plantae,NA,NA,Malvaceae-9.Bombacoideae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart. & Zucc.) Robyns,L.C. Bernacci,S. Martins & M. Martins,s/nº,"2008","05","17",NA,Brasil,São Paulo,área rural,-49.5211,-20.8192,NA,NA,NA,NA,NA,NA,Mirassol,"2008","05",NA,NA,"-49.5211","-20.8192",NA,"17",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.077171,-22.870251,"190",2019-01-25 15:42:30-02,IAC,IAC,"55102",S,Plantae,NA,NA,Malvaceae-9.Bombacoideae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart. & Zucc.) Robyns,J.E.A. Bertoni & A. Geremias,J.E.A. Bertoni & A. Geremias,"973","2005","06","06",NA,Brasil,São Paulo,"IAC, Fazenda Santa Elisa",-47.077171,-22.870251,NA,NA,NA,"Procedência: Juréia-SP;&nf;Q. Ipês 12-6;&nf;n° de introd. 13.524",NA,NA,Campinas,"2005","06",NA,NA,"-47.077171","-22.870251",NA,"06",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"199",2020-11-12 17:01:29-03,UEL,FUEL,"43833",PreservedSpecimen,Plantae,Tracheophyta,Malvales,Malvaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,(Mart. & Zucc.) Robyns,"Semir, J","Tomasetto, F; Rezende, AA","154","2001","06","08",NA,Brasil,São Paulo,"Estação Ecológica de Paulo de Faria, Próximo a entrada da estrada de acesso a Estação",-49.516667,-19.916667,NA,NA,NA,NA,FUEL008852,NA,Paulo de Faria,"2002","10",NA,NA,"-49.516667","-19.916667",NA,"14",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3800010681152,-20.0300006866455,"239",2021-03-04 15:44:47-03,IF,SPSF,"33822",PreservedSpecimen,Plantae,Magnoliophyta,Malvales,Bombacaceae,Pseudobombax,tomentosum,Pseudobombax tomentosum,NA,NA,F.Tomasetto & A.A. Rezende,"154","2001","06","08",América do Sul,Brasil,SP,"estacao ecologica, estrada de acesso",-49.3800010681152,-20.0300006866455,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Paulo de Faria,NA,NA,"29574",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
