X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,identifiedBy,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,geoFlag,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.5297,-23.66,"1",2021-03-15 16:37:00-03,NY,NYBG,"558670",PreservedSpecimen,Plantae,Magnoliophyta,Piperales,Piperaceae,Peperomia,adsurgens,Peperomia adsurgens,Yunck.,O. Handro,s.n.,"1939","08","22",South America,Brazil,São Paulo,Santo André,"Alto da Serra, Estacao Biologica",-46.5297,-23.66,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22783' target='other'> <mi>dwc_moreinfo</mi></a>,NY00558670,NY00558670_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"5",2019-11-21 10:14:12-03,IBt,SP,"41276",S,Plantae,NA,NA,Piperaceae,Peperomia,adsurgens,Peperomia adsurgens,Yunck.,"Handro, O",s.n.,"1939","08","22",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,SP010601,SP010601,NA,"Yuncker, TG","1961",NA,NA,NA,"27258",NA,NA,auto,NA,NA,"35",São Paulo,SP,Sudeste
-46.3166666667,-23.7833333333,"6",2019-04-11 18:29:51-03,GH,HU-HERB,GH 01981857,PreservedSpecimen,Plantae,NA,NA,Piperaceae,Peperomia,adsurgens,Peperomia adsurgens,Yuncker,Lyman B. Smith,"1885","1929","2","13",South America,Brazil,São Paulo,NA,"by trail, Estação Biologica, Alto da Serra",-46.3166666667,-23.7833333333,Sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1885",undetermined,"35",São Paulo,SP,Sudeste
