X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,class,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,typeStatus,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8199996948242,-22.25,"25",2021-03-12 01:35:38-03,UFPI,TEPB,"8381",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Leandra,involucrata,Leandra involucrata,NA,Alunos de Pós-Graduação da UNICAMP.,NA,NA,Brasil,Estação Experimental de Itirapina,NA,Arbusto Ambiente: Cerrado,NA,NA,NA,"1983","01","19",São Paulo,Itirapina,-47.8199996948242,-22.25,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.9375,-23.075,"27",2020-12-20 21:18:20-03,UFV,VIC,"10488",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Leandra,umbellata,Leandra umbellata,DC.,"Silva, A.F.; Capellari, J.r. .L.","345",NA,Brasil,Flora da Reserva Florestal da Boa Vista,NA,NA,VIC010488,VIC010488,NA,NA,NA,NA,São Paulo,São José dos Campos,-45.9375,-23.075,NA,NA,NA,NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.735,-23.835556,"30",2021-03-01 16:34:15-03,UNICAMP,UEC,"72838",S,Plantae,Magnoliopsida,NA,Melastomataceae,Leandra,involucrata,Leandra involucrata,A.DC.,"Godoy, SAP; Agostinho, V; Hoch, AM","389",NA,Brazil,"Jd. Novo Parelheiros, s#?#tio do Sr. José Guilguer Reimberg (José Toco), à direita na entrada Eng° Marsilac, após o entroncamento com a Estrada da Colônia.",NA,"Subarbusto ca 0,50m. alt. Tricomas rosa nos ramos e folhas. Flores alvas e anteras sulferino.; Borda de mata.",UEC022510,UEC022510,"Goldenberg, R","1995","02","15",São Paulo,Parelheiros,-46.735,-23.835556,NA,NA,NA,NA,"1996",NA,"04",NA,"-46.735","-23.835556",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.9375,-23.075,"31",2021-03-01 16:34:20-03,UNICAMP,UEC,"54401",S,Plantae,Magnoliopsida,NA,Melastomataceae,Leandra,umbellata,Leandra umbellata,A.DC.,"Silva, AF; Capellari Jr, L","1345",NA,Brazil,Flora da Reserva Ambiental da Boa Vista,NA,"Arvoreta de 2m; flores brancas de anteras róseo-vinosas; Mata de reserva",UEC044775,UEC044775,"Souza, MLDR; Baumgratz, JFA","1986","01","09",São Paulo,São José dos Campos,-45.9375,-23.075,NA,NA,NA,NA,"2005",NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"66",2020-06-22 14:18:48-03,UNESP-IBILCE,SJRP,"18427",PreservedSpecimen,Plantae,Tracheophyta,Myrtales,Melastomataceae,Leandra,umbellata,Leandra umbellata,DC.,"Guimarães, P. & V. Stranghetti",NA,América do Sul,Brasil,cerrado,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,Itirapina,-47.8199996948242,-22.25,NA,NA,"22843",auto,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"67",2020-06-22 14:18:48-03,UNESP-IBILCE,SJRP,"05198",PreservedSpecimen,Plantae,Tracheophyta,Myrtales,Melastomataceae,Leandra,umbellata,Leandra umbellata,DC.,"Guimarães, P. & V. Stranghetti",NA,América do Sul,Brasil,cerrado,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,Itirapina,-47.8199996948242,-22.25,NA,NA,"22843",auto,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.816667,-22.25,"77",2019-11-13 11:25:24-03,USP,SPF,"153999",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Leandra,involucrata,Leandra involucrata,DC.,"Queiroz, LP","2394",NA,Brasil,NA,NA,NA,SPF00153999,NA,"Queiroz, LP","1989","08",NA,São Paulo,Itirapina,-47.816667,-22.25,NA,NA,NA,NA,"1989",NA,NA,NA,"-47.816667","-22.25",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.816667,-22.25,"78",2019-10-07 09:34:16-03,UEFS,HUEFS,"9246",PreservedSpecimen,Plantae,Angiospermae,Myrtales,Melastomataceae,Leandra,involucrata,Leandra involucrata,DC.,"Queiroz, L.P.de","2394",NA,Brasil,Área de entorno da represado Lobo.,NA,Cerrado.,HUEFS0009246,HUEFS0009246,NA,"1989","08",NA,São Paulo,Itirapina,-47.816667,-22.25,NA,NA,NA,NA,NA,Rosanae,NA,NA,47W49',22S15',NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"88",2021-02-12 15:02:14-03,UFSCar,SPSC,"4044",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Leandra,involucrata,Leandra involucrata,DC.,D. Santos Jr.,NA,NA,Brasil,NA,NA,NA,NA,NA,D. Santos Jr.,"1994","02","07",São Paulo,Itirapina,-47.8199996948242,-22.25,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"96",2019-11-21 10:09:54-03,IBt,SP,"254834",S,Plantae,NA,NA,Melastomataceae,Leandra,umbellata,Leandra umbellata,Cogn.,"Jouy, A",B674,NA,Brasil,Horto Florestal. Mata antiga,NA,NA,NA,NA,"Souza, MLD; Baumgratz, JF","1989","01","15",São Paulo,São José dos Campos,-45.8800010681152,-23.1700000762939,"700","700","39297",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
