X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,monthIdentified,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,typeStatus,continentOcean,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"5",2020-11-04 11:01:40-03,ESALQ,ESA,"123052",PreservedSpecimen,Plantae,Magnoliophyta,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille,"Loeuille, B.","2015","Luize, B.G. ; Zipparro, V.B.","19.0","2007","07","22",Brasil,São Paulo,Ubatuba,Parque Estadual da Ilha Anchieta (PEIA).,-45.0699996948242,-23.4300003051758,NA,NA,NA,ESA123052,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"10",2020-11-04 11:01:40-03,ESALQ,ESA,"128885",PreservedSpecimen,Plantae,Magnoliophyta,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille,"Loeuille, B.","2015","Colletta, G.D.","1258.0","2013","06","19",Brasil,São Paulo,Ilhabela,"Trilha do Bonete, antes da segunda placa, tpo do morro",-45.3499984741211,-23.7700004577637,NA,NA,"Árvore, 3m, tronco fissurado, casca interna enegrescida",ESA128885,NA,NA,NA,NA,NA,"23719",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"12",2020-11-04 11:01:40-03,ESALQ,ESA,"95471",PreservedSpecimen,Plantae,Magnoliophyta,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille,"Loeuille, B.","2015","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","5793.0","2006","07","11",Brasil,São Paulo,Cunha,Subida para Pedra da Macela. Floresta de altitude degradada,-44.9599990844727,-23.0699996948242,"-44,814,444","-23,139,167","Arvoreta, ca. 2,5m alt. Flores róseas",ESA095471,NA,NA,NA,NA,NA,"38855",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.699056,-23.637972,"13",2021-03-01 16:24:09-03,UNICAMP,UEC,"116053",S,Plantae,Magnoliopsida,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille & Pirani,"Loeuille, BFP","2016","Franco, G; Baptista, VR; Ferreira, L; Cielo-Filho, R; Zidko, A; Mendonça, CG; Rodrigues","3016","2000","04","25",Brazil,São Paulo,Salesópolis,"Estrada intermediária, Parque Estadual da Serra do Mar, km 45.",-45.699056,-23.637972,"-45.699056","-23.637972","Árvore ca. 6m alt., frutos verdes, flores brancas.; Foresta Ombrófila densa com pertubação.",UEC023953,UEC023953,NA,NA,"1150","1150",NA,NA,paratypus,NA,NA,"35",São Paulo,SP,Sudeste
-45.699056,-23.637972,"14",2021-03-01 16:24:09-03,UNICAMP,UEC,"116395",S,Plantae,Magnoliopsida,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille & Pirani,"Loeuille, BFP","2016","Franco, G; Baptista, VR; Ferreira, L; Cielo-Filho, R; Zidko, A; Mendonça, CG; Rodrigues","3006","2000","04","25",Brazil,São Paulo,Salesópolis,"Estrada intermediária, Parque Estadual da Serra do Mar, km 45",-45.699056,-23.637972,"-45.699056","-23.637972","Árvore ca. 2,5m de alt, frutos imaturos verdes.; Foresta Ombrófila densa com pertubação.",UEC023955,UEC023955,NA,NA,"1150","1150",NA,NA,paratypus,NA,NA,"35",São Paulo,SP,Sudeste
-45.6725,-23.645556,"15",2019-08-20 10:05:36-03,UNICAMP,UEC,"116484",S,Plantae,Magnoliopsida,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille & Pirani,"Loeuille, BFP","2016","Souza, JP; Oliveira, RC; Souza, VC; Salino, A; Paranaguá, PA; Scarpa, FM","3477","2000","04","25",Brazil,São Paulo,Caraguatatuba,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, estrada intermediária, ca km 41.&nf;Campo de altitude com dominância de Eremanthus.",-45.6725,-23.645556,"-45.6725","-23.645556","Arbusto, ca. 1,5-2,0 m de altura, muito freqüente. Botões verdes.",UEC069305,UEC069305,NA,NA,NA,NA,NA,NA,paratypus,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"17",2021-03-01 16:24:09-03,UNICAMP,UEC,"33751",S,Plantae,Magnoliopsida,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille & Pirani,"Loeuille, BFP","2016","Sarti, SJ; Santos Filho, D","14996","1983","08","16",Brazil,São Paulo,Ubatuba,Caraguatatuba,-45.0699996948242,-23.4300003051758,NA,NA,"Arbusto até2,5mtr, capítulo com flores roxas.; Em restinga",UEC023956,UEC023956,NA,NA,NA,NA,"34265",auto,paratypus,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"18",2021-03-01 16:24:09-03,UNICAMP,UEC,"62985",S,Plantae,Magnoliopsida,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille & Pirani,"Loeuille, BFP","2016","Leitão Filho, HF; Leitão Neto, HF; Leitão, HB","28740","1993","07","20",Brazil,São Paulo,Ubatuba,Estrada da praia do Tenório ao Fasol.,-45.0699996948242,-23.4300003051758,NA,NA,"Árvore até 3m de altura, capítulos roxos.; Mata de encosta",UEC023958,UEC023958,NA,NA,NA,NA,"34265",auto,paratypus,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"19",2019-08-20 10:05:36-03,UNICAMP,UEC,"147351",S,Plantae,Magnoliopsida,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille & Pirani,"Loeuille, BFP","2016","Bertoncello, R","905","2007","05","18",Brazil,São Paulo,Ubatuba,"Parque Estadual Serra do Mar, Morro do Cuscuzeiro.",-45.0699996948242,-23.4300003051758,NA,NA,NA,UEC060876,UEC060876,NA,NA,"1270","1270","34265",auto,paratypus,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"20",2019-08-20 10:05:36-03,UNICAMP,UEC,"150283",S,Plantae,Magnoliopsida,Asteraceae,Eremanthus,praetermissus,Eremanthus praetermissus,Loeuille & Pirani,"Loeuille, BFP","2016","Bertoncello, R","905","2007","05","18",Brazil,São Paulo,Ubatuba,"Parque Estadual Serra do Mar, Morro do Cuscuzeiro.",-45.0699996948242,-23.4300003051758,NA,NA,NA,UEC037763,UEC037763,NA,NA,"1270","1270","34265",auto,paratypus,NA,NA,"35",São Paulo,SP,Sudeste
