X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,class,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,eventTime,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.15508,-23.34317,"1",2021-03-15 16:37:00-03,NY,NYBG,"1144980",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Cryptocarya,botelhensis,Cryptocarya botelhensis,P.L.R.Moraes,P. L. Rodrigues de Moraes,paratype,P. L. Rodrigues de Moraes,"2484","2001","08","09",South America,Brazil,São Paulo,Sao Luís do Paraitinga,"Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, Trilha Salto Grande, margem Rio Paraibuna",-45.15508,-23.34317,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301742' target='other'> <mi>dwc_moreinfo</mi></a>,NY01144980,NY01144980_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.96175,-24.071,"2",2021-03-15 16:37:00-03,NY,NYBG,"1144965",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Cryptocarya,botelhensis,Cryptocarya botelhensis,P.L.R.Moraes,P. L. Rodrigues de Moraes,paratype,P. L. Rodrigues de Moraes,"2316","2000","12","19",South America,Brazil,São Paulo,Sao Miguel Arcanjo,Parque Estadual Carolos Botelho. Árvore no. 368.,-47.96175,-24.071,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301712' target='other'> <mi>dwc_moreinfo</mi></a>,NY01144965,NY01144965_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.15508,-23.34317,"3",2021-03-15 16:37:00-03,NY,NYBG,"1015985",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Cryptocarya,botelhensis,Cryptocarya botelhensis,P.L.R.Moraes,P. L. Rodrigues de Moraes,paratype,P. L. Rodrigues de Moraes,"2483","2001","08","09",South America,Brazil,São Paulo,Sao Luís do Paraitinga,"Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, Trilha Salto Grande.",-45.15508,-23.34317,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115916' target='other'> <mi>dwc_moreinfo</mi></a>,NY01015985,NY01015985_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.99156,-24.13631,"4",2021-03-15 16:37:00-03,NY,NYBG,"1144973",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Cryptocarya,botelhensis,Cryptocarya botelhensis,P.L.R.Moraes,P. L. Rodrigues de Moraes,paratype,P. L. Rodrigues de Moraes,"2408","2001","03","25",South America,Brazil,São Paulo,NA,"Parque Estadual Carlos Botelho, divisa de São Miguel Arcano e Sete Barras.",-47.99156,-24.13631,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301729' target='other'> <mi>dwc_moreinfo</mi></a>,NY01144973,NY01144973_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9653,-24.06506,"5",2021-03-15 16:37:00-03,NY,NYBG,"1144964",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Cryptocarya,botelhensis,Cryptocarya botelhensis,P.L.R.Moraes,P. L. Rodrigues de Moraes,paratype,P. L. Rodrigues de Moraes,"2311","2000","12","19",South America,Brazil,São Paulo,Sao Miguel Arcanjo,Parque Estadual Carolos Botelho. Árvore no. 364.,-47.9653,-24.06506,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301709' target='other'> <mi>dwc_moreinfo</mi></a>,NY01144964,NY01144964_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.96283,-24.06272,"6",2021-03-15 16:37:00-03,NY,NYBG,"990641",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Cryptocarya,botelhensis,Cryptocarya botelhensis,P.L.R.Moraes,NA,isotype,P. L. Rodrigues de Moraes,"2323","2001","01","09",South America,Brazil,NA,NA,"Parque Estadual Carlos Botelho, Sao Miguel Arcanjo",-47.96283,-24.06272,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091590' target='other'> <mi>dwc_moreinfo</mi></a>,NY00990641,NY00990641_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.15508,-23.34317,"7",2021-03-15 16:37:00-03,NY,NYBG,"1144979",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Cryptocarya,botelhensis,Cryptocarya botelhensis,P.L.R.Moraes,P. L. Rodrigues de Moraes,paratype,P. L. Rodrigues de Moraes,"2482","2001","08","09",South America,Brazil,São Paulo,Sao Luís do Paraitinga,"Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, Trilha Ponte de Pedra.",-45.15508,-23.34317,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301741' target='other'> <mi>dwc_moreinfo</mi></a>,NY01144979,NY01144979_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.965833,-24.070578,"8",2020-02-08 09:35:19-03,NBC,NL-BOTANY,L.3883802,PreservedSpecimen,Plantae,NA,Laurales,Lauraceae,Cryptocarya,botelhensis,Cryptocarya botelhensis,P.L.R.Moraes,NA,NA,Moraes PLR de,NA,"2001","01","10",Southern America,Brazil,NA,NA,"Parque Estadual Carlos Botelho, Sao Miguel Arcanjo.",-47.965833,-24.070578,NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3883802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-L3883802,NL-L3883802,Magnoliopsidae,"-47.965833","-24.070578",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.965278,-24.065056,"9",2020-02-08 09:35:19-03,NBC,NL-BOTANY,L.3883803,PreservedSpecimen,Plantae,NA,Laurales,Lauraceae,Cryptocarya,botelhensis,Cryptocarya botelhensis,P.L.R.Moraes,NA,NA,Moraes PLR de,NA,"2001","01","09",Southern America,Brazil,NA,NA,"Parque Estadual Carlos Botelho, Sao Miguel Arcanjo.",-47.965278,-24.065056,NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3883803 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-L3883803,NL-L3883803,Magnoliopsidae,"-47.965278","-24.065056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.963,-24.066083,"10",2020-02-08 09:35:19-03,NBC,NL-BOTANY,L.3883804,PreservedSpecimen,Plantae,NA,Laurales,Lauraceae,Cryptocarya,botelhensis,Cryptocarya botelhensis,P.L.R.Moraes,NA,NA,Moraes PLR de,NA,"2001","01","09",Southern America,Brazil,NA,NA,"Parque Estadual Carlos Botelho, Sao Miguel Arcanjo.",-47.963,-24.066083,NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3883804 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-L3883804,NL-L3883804,Magnoliopsidae,"-47.963","-24.066083",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
