X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,dayIdentified,order,class,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"35",2019-11-01 15:12:49-03,UnB,UB,NA,PreservedSpecimen,Plantae,Monocotyledonae,Araceae,Asterostigma,tweedianum,Asterostigma tweedianum,Schott,"Gonçalves, EG","2002","07","Gonçalves, EG","473","2000","08","18",Southern America,Brasil,São Paulo,São Paulo,Cultivado na estufa do Departamento de Botânica da Universidade de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Planta ainda áfila, com duas inflorescências. Espata verde claro por fora, branco esverdeado por dentro, margens róseas. Espádice com flores masculinas vermelhas na base, estaminódios também vermelhos, estigma planar",UB0000901,UB0000901,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.726944,-23.639444,"39",2021-03-04 15:41:55-03,IF,SPSF,"52502",PreservedSpecimen,Plantae,Magnoliophyta,Araceae,Asterostigma,tweedianum,Asterostigma tweedianum,Schott,M.Nadruz,"2017","08",A.Maruyama & L.Cicco,"900","2017","08","25",América do Sul,Brasil,SP,São Paulo,NA,-46.726944,-23.639444,NA,NA,"776","776","COLETA: Erva com aprox. 40cm de altura. Flores brancas.; GEOGRAFIA: Floresta próximo ao Parque Burle Marx. Interior. Área institucional.;",NA,NA,NA,NA,"26",Arales,Liliopsida,"35",São Paulo,SP,Sudeste
