X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,locality,phylum,order,continentOcean,preparationType,infraspecificEpithet,coordinatePrecision,geoFlag,typeStatus,class,fieldNumber,individualCount,minimumDepthInMeters,maximumDepthInMeters,relatedCatalogItem,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.61657,-22.73318,"17",2021-03-15 16:37:00-03,NY,NYBG,"02098961",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,M. Reginato,NA,NA,NA,F. Almeda,"9846","2009","03","16",Brazil,São Paulo,São José do Barreiro,-44.61657,-22.73318,NA,NA,"1439","1509",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500302' target='other'> <mi>dwc_moreinfo</mi></a>,NY02098961,NY02098961_01,Road from São Jose do Barreiro (SP-221) to the entrance of Parque Nacional Serra da Bocaina between Km 24 and Km 27.,Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.60129,-22.770186,"22",2021-03-15 16:37:00-03,NY,NYBG,"520860",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,M. Reginato,NA,NA,NA,M. Sakane,"468","1976","02","09",Brazil,São Paulo,Campos do Jordao,-45.60129,-22.770186,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552865' target='other'> <mi>dwc_moreinfo</mi></a>,NY00520860,NY00520860_01,"Vila Matilde, áreas do Sanatório Sao Francisco Xavier",Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8497,-22.66,"31",2021-03-15 16:37:00-03,NY,NYBG,"478273",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,J. J. Wurdack,NA,NA,NA,F. Segadas-Vianna,"2525","1951","03","26",Brazil,São Paulo,Silveiras,-44.8497,-22.66,NA,NA,"2100","2100",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399408' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478273,NY00478273_01,"Serra da Bocaina, Boa Vista Hill",Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.60129,-22.770186,"39",2021-03-15 16:37:00-03,NY,NYBG,"887326",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,S. A. C. Chiea,NA,NA,NA,M. Sakane,"468","1976","02","09",Brazil,São Paulo,Campos do Jordão,-45.60129,-22.770186,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092240' target='other'> <mi>dwc_moreinfo</mi></a>,NY00887326,NY00887326_01,"Vila Matilde, areas do Sanatorio São Francisco Xavier.",Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.905122,-23.318434,"40",2021-03-15 16:37:00-03,NY,NYBG,"520837",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,M. Reginato,NA,NA,NA,P. E. Gibbs,"4627","1977","03","29",Brazil,São Paulo,Ubatuba,-44.905122,-23.318434,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552850' target='other'> <mi>dwc_moreinfo</mi></a>,NY00520837,NY00520837_01,Rodovia Parati Ubatuba,Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.455385,-22.725628,"43",2021-03-15 16:37:00-03,NY,NYBG,"520871",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,M. Reginato,NA,NA,NA,P. H. Davis,"3032","1976","09","20",Brazil,São Paulo,Campos do Jordao,-45.455385,-22.725628,NA,NA,"1900","1900",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552872' target='other'> <mi>dwc_moreinfo</mi></a>,NY00520871,NY00520871_01,"Reserva do Instituto Florestal, Sao José dos Alpes",Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.622423,-22.796043,"59",2021-03-15 16:37:00-03,NY,NYBG,"478274",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,J. J. Wurdack,NA,NA,NA,F. Segadas-Vianna,"2732","1951","03",NA,Brazil,São Paulo,Sao José do Barreiro,-44.622423,-22.796043,NA,NA,"1600","1600",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399409' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478274,NY00478274_01,"Barreiro Co., Serra da Bocaina, Lageado Farm",Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.2253,-22.5672,"62",2021-03-15 16:37:00-03,NY,NYBG,"02098817",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,M. K. Caddah,NA,NA,NA,M. K. Caddah,"651","2009","08","05",Brazil,São Paulo,Piquete,-45.2253,-22.5672,NA,NA,"1540","1540",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305600' target='other'> <mi>dwc_moreinfo</mi></a>,NY02098817,NY02098817_01,"Serra da Mantiqueira, Pico do Ataque",Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"79",2021-03-15 16:37:00-03,NY,NYBG,"02499176",PreservedSpecimen,Plantae,Melastomataceae,Leandra,carassana,Leandra carassana,(DC.) Cogn.,M. Reginato,NA,NA,NA,M. Reginato,"1323","2012","02","14",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085134' target='other'> <mi>dwc_moreinfo</mi></a>,NY02499176,NY02499176_01,"P.E. da Serra do Mar, Núcleo Curucutu, trilha do campo",Magnoliophyta,Myrtales,South America,sheet,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.540301,-22.687374,"91",2021-03-15 16:37:00-03,NY,NYBG,"478340",PreservedSpecimen,Plantae,Melastomataceae,Leandra,dispar,Leandra dispar,(Gardner) Cogn.,A. C. Brade,NA,NA,NA,P. C. Porto,"3169","1937","02","05",Brazil,São Paulo,Campos do Jordao,-45.540301,-22.687374,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332166' target='other'> <mi>dwc_moreinfo</mi></a>,NY00478340,NY00478340_01,Campos do Jordao,Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
