X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,continentOcean,country,locality,occurrenceRemarks,barcode,imagecode,phylum,identifiedBy,yearIdentified,monthIdentified,dayIdentified,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,recordNumber,typeStatus,fieldNumber,preparationType,minimumElevationInMeters,individualCount,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.7400016784668,-22.1900005340576,"45",2019-11-21 09:58:44-03,IBt,SP,"15765",S,Plantae,NA,NA,Apocynaceae,Macroscepis,aurea,Macroscepis aurea,E.Fourn.,"Campos Novaes, J",NA,Brasil,NA,nº 744 do coletor,SP022524,SP022524,NA,"Hoehne, FC",NA,NA,NA,"1895","11","20",São Paulo,Espírito Santo do Pinhal,-46.7400016784668,-22.1900005340576,"18890",auto,CGG3301,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"46",2019-11-21 09:58:44-03,IBt,SP,"8865",S,Plantae,NA,NA,Apocynaceae,Macroscepis,aurea,Macroscepis aurea,E.Fourn.,"Edwall, G",NA,Brasil,NA,NA,SP022525,SP022525,NA,"Hoehne, FC",NA,NA,NA,"1905","07",NA,São Paulo,São José do Barreiro,-44.5699996948242,-22.6399993896484,"30784",auto,ERF78,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
