X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,continentOcean,country,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,stateProvince,recordNumber,year,month,day,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,phylum,order,scientificNameAuthorship,identifiedBy,imagecode,county,infraspecificEpithet,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,typeStatus,relatedCatalogItem,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.6300010681152,-22.8899993896484,"400",2020-09-12 05:00:02-03,US,US,"2369408",PreservedSpecimen,Plantae,Amaranthaceae,Gomphrena,elegans,Gomphrena elegans,I. Válio,South America - Neotropics,Brazil,NA,NA,NA,NA,US01340678,São Paulo,"34","1959","9","5",-49.6300010681152,-22.8899993896484,NA,NA,NA,Caryophyllales,Mart.,NA,US01340678_01,Santa Cruz do Rio Pardo,NA,NA,NA,"43562",auto,NA,NA,NA,Dicotyledonae,NA,NA,"1",NA,NA,"35",São Paulo,SP,Sudeste
-49.6300010681152,-22.8899993896484,"592",2019-11-21 09:58:02-03,IBt,SP,"59993",S,Plantae,Amaranthaceae,Gomphrena,elegans,Gomphrena elegans,"Válio, IM",NA,Brasil,NA,NA,NA,NA,NA,São Paulo,"34","1959","09","05",-49.6300010681152,-22.8899993896484,NA,NA,NA,NA,Mart.,"Siqueira, JC",NA,Santa Cruz do Rio Pardo,NA,NA,NA,"43562",auto,"2002",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
