X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"2",2021-03-31 13:41:09-03,MN,R,"13836",PreservedSpecimen,Plantae,NA,NA,Orchidaceae,Microstylis,jaraguae,Microstylis jaraguae,Hoehne & Schltr.,"Hoehne, F.C.","Gehrt, A.","5517","1921","04","29",NA,Brasil,São Paulo,Jaraguá,NA,Seção de Botânica do Museu Paulista,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"14",2019-11-21 10:13:34-03,IBt,SP,"5517",S,Plantae,NA,NA,Orchidaceae,Microstylis,jaraguae,Microstylis jaraguae,Hoehne & Schltr.,"Barros, F","Gehrt, A",s.n.,"1921","04","29",NA,Brasil,São Paulo,Jaraguá. Mata da base do morro,NA,Flor verde. Florescendo ao mesmo tempo que frutifica,SP001049,SP001049,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"2004",NA,NA,NA,NA,NA,NA,Lectotype,NA,NA,"35",São Paulo,SP,Sudeste
