X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,geoFlag,recordNumber,continentOcean,preparationType,previousCatalogNumber,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,typeStatus,verbatimLongitude,verbatimLatitude,class,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.950957,-22.231169,"44",2016-09-28 15:45:00-03,NY,NYBG,"411784",PreservedSpecimen,Plantae,Magnoliophyta,Lamiales,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,NA,NA,NA,NA,NA,J. F. de Toledo,"1940","09","25",Brazil,São Paulo,Brotas,"Sao Paulo, Campo Alegre. Beira da Estrada de Ferro.",-47.950957,-22.231169,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172756' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,South America,sheet,NA,NY00411784,NY00411784_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.950957,-22.231169,"50",2016-09-28 15:45:00-03,NY,NYBG,"411783",PreservedSpecimen,Plantae,Magnoliophyta,Lamiales,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,NA,NA,NA,NA,NA,J. F. de Toledo,"1940","09","25",Brazil,São Paulo,Brotas,"Sao Paulo, Campo Alegre. Beira da Estrada de Ferro.",-47.950957,-22.231169,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172755' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,South America,sheet,NA,NY00411783,NY00411783_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"54",2021-03-15 16:37:00-03,NY,NYBG,"402993",PreservedSpecimen,Plantae,Magnoliophyta,Lamiales,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellfeld ex de Souza,J. J. Wurdack,NA,NA,NA,G. Eiten,"1960","09","22",Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu. 10 km NNE of Padua Sales. (About 27 km NW of city of Moji-Mirim)",-47.142,-22.242,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745331' target='other'> <mi>dwc_moreinfo</mi></a>,NA,"2385",South America,sheet,NA,NY00402993,NY00402993_01,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4325,-22.842222,"67",2021-02-08 11:07:37-03,UNESP-IBB,BOTU,"24334",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellfeld ex De Souza,"Campos, C.J.",NA,NA,NA,"Maroni, B.C.","2004","08","07",Brasil,São Paulo,Botucatu,Rio Bonito,-48.4325,-22.842222,NA,"Cerrado. Planta rasteira, frutos verdes.; Coleção: Biota - Cerrado Pratânia",NA,"30",NA,NA,NA,BOTU024334,NA,NA,NA,NA,NA,48°25'57w,22°50'32s,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.284722,-22.8,"70",2021-02-08 11:07:37-03,UNESP-IBB,BOTU,"9652",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellfeld ex De Souza,NA,NA,NA,NA,"Bicudo, L.R.H.","1986","09","05",Brasil,São Paulo,Botucatu,"À margem da rodovia municipal (estrada do Roberto), que liga Vitoriana ao Rio Bonito, Campo e Naútica, a mais ou menos 5 km de vitoriana, Fazenda Golg Farm",-48.284722,-22.8,NA,NA,NA,"1412",NA,NA,NA,BOTU009652,NA,NA,NA,NA,NA,48°17'5w,22°48's,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.738611,-22.9,"72",2021-02-08 11:07:37-03,UNESP-IBB,BOTU,"13814",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellfeld ex De Souza,"Bicudo, L.R.H.","1985",NA,NA,"Bicudo, L.R.H.","1985","12","12",Brasil,São Paulo,Botucatu,"À margem da Rodovia João Melão, que liga São Manuel a Avaré, no km 296",-48.738611,-22.9,NA,NA,NA,"189",NA,NA,NA,BOTU013814,NA,NA,NA,NA,NA,48°44'19w,22°54's,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.284722,-22.8,"75",2021-02-08 11:07:37-03,UNESP-IBB,BOTU,"13813",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellfeld ex De Souza,"Castro, S.M.M.","2009","03","21","Bicudo, L.R.H.","1986","04","29",Brasil,São Paulo,Botucatu,"À margem da Rodovia Municipal (Estrada do Roberto) que liga Vitoriana ao Rio Bonito Campo e Naútica, mais ou menos 5 km de Vitoriana, Fazenda Gold Farm",-48.284722,-22.8,NA,NA,NA,"1013",NA,NA,NA,BOTU013813,NA,NA,NA,NA,NA,48°17'05w,22°48's,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.738611,-22.9,"76",2021-02-08 11:07:37-03,UNESP-IBB,BOTU,"13811",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellfeld ex De Souza,NA,NA,NA,NA,"Bicudo, L.R.H.","1986","02","13",Brasil,São Paulo,Botucatu,"A margem da rodovia João Melão, que liga S. Manuel à Avaré, no km 296",-48.738611,-22.9,NA,NA,NA,"522",NA,NA,NA,BOTU013811,NA,NA,NA,NA,NA,48°44'19w,22°54's,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.738611,-22.9,"79",2021-02-08 11:07:37-03,UNESP-IBB,BOTU,"13815",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellfeld ex De Souza,NA,NA,NA,NA,"Bicudo, L.R.H.","1986","03","11",Brasil,São Paulo,Botucatu,"À margem da Rodovia João Melão, que liga São Manuel a Avaré, no km 296",-48.738611,-22.9,NA,NA,NA,"724",NA,NA,NA,BOTU013815,NA,NA,NA,NA,NA,48°44'19w,22°54's,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"145",2020-11-04 11:03:02-03,ESALQ,ESA,"17983",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Anemopaegma,arvense,Anemopaegma arvense,(Vell.) Stellfeld ex de Souza,"Silva-Castro, M.M.","2011","05","18","Tamashiro, J.Y. et al.","1994","09","27",Brasil,São Paulo,Águas de Santa Bárbara,NA,-49.238899230957,-22.8805999755859,"18363",NA,auto,"665.0",NA,NA,NA,ESA017983,ESA017983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
