X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,order,infraspecificEpithet,recordNumber,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,coordinatePrecision,geoFlag,class,relationshipType,relatedCatalogItem,individualCount,fieldNumber,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.743278,-22.813944,"25",2021-02-08 11:09:51-03,UNESP-IBB,BOTU,"23741",PreservedSpecimen,Plantae,Poaceae,Eragrostis,neesii,Eragrostis neesii,Trin.,NA,NA,NA,NA,"Campos, C.J.","2003","01","08",Brasil,São Paulo,Pratânia,Reserva Particular Palmeira da Serra,-48.743278,-22.813944,"48°44'35,8w","22°48'50,2s","Cerrado.; Coleção: Biota - Cerrado Pratânia",BOTU023741,NA,NA,NA,NA,"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"27",2021-02-08 11:09:51-03,UNESP-IBB,BOTU,"11152",PreservedSpecimen,Plantae,Poaceae,Eragrostis,neesii,Eragrostis neesii,Trin.,"Gottsberger, I.S.","1979",NA,NA,"Gottsberger, I.S.","1971","02","16",Brasil,São Paulo,Botucatu,"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.",-48.416667,-22.75,48°25'w,22°45's,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio",BOTU011152,NA,NA,NA,NA,"16271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"72",2020-11-04 12:18:37-03,ESALQ,ESA,"25369",PreservedSpecimen,Plantae,Poaceae,Eragrostis,neesii,Eragrostis neesii,Trim.,"Boechat, S.C.",NA,NA,NA,"Barreto, K.D. et al.","1994","08","16",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,ESA025369,ESA025369,Magnoliophyta,NA,NA,"2896.0",NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"127",2019-08-20 10:01:18-03,UNICAMP,UEC,NA,S,Plantae,Poaceae,Eragrostis,neesii,Eragrostis neesii,Trin.,NA,NA,NA,NA,"Longhi-Wagner, HM; Boechat, SC","1996","01","24",Brazil,São Paulo,Itararé,I.A.C.,-49.3400001525879,-24.1100006103516,NA,NA,NA,UEC048116,NA,Liliopsida,NA,NA,"3155",NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"128",2019-08-20 10:01:18-03,UNICAMP,UEC,"163333",S,Plantae,Poaceae,Eragrostis,neesii,Eragrostis neesii,Trin.,NA,NA,NA,NA,"Longhi-Wagner, HM; Boechat, SC","1996","01","24",Brazil,São Paulo,Itararé,I.A.C.,-49.3400001525879,-24.1100006103516,NA,NA,NA,UEC068742,UEC068742,Liliopsida,NA,NA,"3155",NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.440278,-22.880556,"213",2021-03-24 17:18:20-03,UFMA,MAR,"481",S,Plantae,Poaceae,Eragrostis,neesii,Eragrostis neesii,Trin.,I. S. Gottsberger,"1979",NA,NA,I. S. Gottsberger,"1971","03","02",Brasil,São Paulo,Botucatu,NA,-48.440278,-22.880556,48º26'25W,22º52'50S,"cerrado vegetation, xeromorphic tree e scrub woodlandform, on gentle slope",NA,NA,NA,NA,NA,"968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"330",2019-11-13 11:28:47-03,USP,SPF,"117784",PreservedSpecimen,Plantae,Poaceae,Eragrostis,neesii,Eragrostis neesii,Trin.,Anônimo,NA,NA,NA,"Longhi-Wagner, HM","1996","01","24",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,SPF00117784,SPF00117784,NA,NA,NA,"3155",NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"331",2019-11-13 11:28:47-03,USP,SPF,"150583",PreservedSpecimen,Plantae,Poaceae,Eragrostis,neesii,Eragrostis neesii,Trin.,"Longhi-Wagner, HM","2002","01",NA,"Garcia, RJF","2002","01","19",Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Mirante.",-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00150583,SPF00150583,NA,NA,NA,"2094",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"344",2019-11-01 15:16:13-03,UnB,UB,NA,PreservedSpecimen,Plantae,Poaceae,Eragrostis,neesii,Eragrostis neesii,Trin.,"Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971","02","03",Brasil,São Paulo,Botucatu,"18km north of Botucatu, (14km east of São Manuel)",-48.416667,-22.75,"-48.416667","-22.75",Cerrado,UB0017897,UB0017897,Monocotyledonae,NA,NA,2256968-7R,Southern America,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"345",2019-11-01 15:16:13-03,UnB,UB,NA,PreservedSpecimen,Plantae,Poaceae,Eragrostis,neesii,Eragrostis neesii,Trin.,"Gottsberger, IS","1979",NA,NA,"Gottsberger, IS","1971","02","18",Brasil,São Paulo,Botucatu,"18km north of Botucatu, (14km east of São Manuel)",-48.416667,-22.75,"-48.416667","-22.75",Cerrado,UB0017913,UB0017913,Monocotyledonae,NA,NA,2256968-32,Southern America,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
