X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,class,order,barcode,imagecode,typeStatus,fieldNumber,preparationType,coordinatePrecision,geoFlag,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-50.2200012207031,-20.6399993896484,"8",2019-11-13 11:18:10-03,USP,SPF,"115161",PreservedSpecimen,Plantae,NA,Convolvulaceae,Evolvulus,stellariifolius,Evolvulus stellariifolius,Ooststr.,"Simão-Bianchini, R","2001","09",NA,"Bernacci, LC","1786","1995","05","17",NA,Brasil,São Paulo,Magda,NA,-50.2200012207031,-20.6399993896484,NA,NA,NA,NA,NA,NA,NA,SPF00115161,SPF00115161,NA,NA,NA,"20042",auto,"35",São Paulo,SP,Sudeste
-50.2200012207031,-20.6399993896484,"16",2020-08-13 18:01:49-03,IBt,SP,"297426",S,Plantae,NA,Convolvulaceae,Evolvulus,stellariifolius,Evolvulus stellariifolius,Ooststr.,"Simão Bianchini, R","2006","10","26","Bernacci, LC","1786","1995","05","17",NA,Brasil,São Paulo,Magda,NA,-50.2200012207031,-20.6399993896484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20042",auto,"35",São Paulo,SP,Sudeste
