X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,verbatimLongitude,verbatimLatitude,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.3199996948242,-22.6800003051758,"9",2019-08-20 10:02:14-03,UNICAMP,UEC,"85556",S,Plantae,Magnoliopsida,NA,Acanthaceae,Staurogyne,itatiaiae,Staurogyne itatiaiae,NA,"Braz, DM","Catharino, ELM; Shirasuna, RT; Esteves, GL; Rodrigues, EA","2024","1994","09","27",NA,Brazil,São Paulo,Bananal,"Serra da Bocaina, Estação Ecológica de Bananal.",-44.3199996948242,-22.6800003051758,NA,NA,NA,"flor, Mata secundária. Subarbusto ereto; brácteas e corolas róseas.",UEC097139,UEC097139,"2003","08","13","26795",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"21",2019-11-13 11:14:04-03,USP,SPF,"95927",PreservedSpecimen,Plantae,NA,NA,Acanthaceae,Staurogyne,itatiaiae,Staurogyne itatiaiae,(Wawra) Leonard,"Braz, DM","Catharino, ELM","2024","1994","09","27",NA,Brasil,São Paulo,Bananal,Estação Ecológica de Bananal,-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,SPF00095927,SPF00095927,"2004","10",NA,"26795",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"22",2019-11-13 11:14:04-03,USP,SPF,"110242",PreservedSpecimen,Plantae,NA,NA,Acanthaceae,Staurogyne,itatiaiae,Staurogyne itatiaiae,(Wawra) Leonard,"Braz, DM","Proença, SL","48","1995","05","10",NA,Brasil,São Paulo,Bananal,Serra da Bocaina,-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,SPF00110242,SPF00110242,"2004","10",NA,"26795",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.366111,-22.806389,"24",2021-03-04 15:46:54-03,IF,SPSF,"42205",PreservedSpecimen,Plantae,Magnoliophyta,Tubiflorae,Acanthaceae,Staurogyne,itatiaiae,Staurogyne itatiaiae,(Wawra) Leonard,C.Kameyama,R.T. Polisel & N.M.Ivanauskas & R.P.S.Lattore & E.Rocha,"533","2008","03","28",América do Sul,Brasil,SP,Bananal,Estação Ecológica,-44.366111,-22.806389,"1115","1115",NA,"COLETA: Subarbusto 50cm; inflorescencia rosa.; GEOGRAFIA: Ao longo da trilha para a Pedra Vermelha.&nf;Floresta Ombrófila Mista.;",NA,NA,"2010","05","06",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.366111,-22.806389,"25",2021-03-04 15:46:54-03,IF,SPSF,"42314",PreservedSpecimen,Plantae,Magnoliophyta,Tubiflorae,Acanthaceae,Staurogyne,itatiaiae,Staurogyne itatiaiae,(Wawra) Leonard,C.Kameyama,R.T. Polisel & N.M.Ivanauskas & M.C.Assis,"719","2008","05","30",América do Sul,Brasil,SP,Bananal,Estação Ecológica de Bananal,-44.366111,-22.806389,"1115","1115",NA,"COLETA: Subarbusto de 35 cm. Inflorescência rosa.; GEOGRAFIA: Ao longo da trilha da Pedra Vermelha. Floresta Ombrófila Mista.;",NA,NA,"2010","05","06",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.689998626709,-22.5799999237061,"26",2020-08-27 12:19:16-03,IBt,SP,"309205",S,Plantae,NA,NA,Acanthaceae,Staurogyne,itatiaiae,Staurogyne itatiaiae,(Wawra) Leonard,NA,"Rapini, A","282","1997","05","04",NA,Brasil,São Paulo,Areias,Serra da Bocaina,-44.689998626709,-22.5799999237061,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28205",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"27",2020-06-04 11:02:53-03,IBt,SP,"275755",S,Plantae,NA,NA,Acanthaceae,Staurogyne,itatiaiae,Staurogyne itatiaiae,(Wawra) Leonard,NA,"Catharino, ELM","2024","1994","09","27",NA,Brasil,São Paulo,Bananal,Estação Ecológica de Bananal,-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26795",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"28",2021-01-07 09:33:27-03,IBt,SP,"454268",S,Plantae,NA,NA,Acanthaceae,Staurogyne,itatiaiae,Staurogyne itatiaiae,(Wawra) Leonard,NA,"Polisel, RT","533","2008","03","28",NA,Brasil,São Paulo,Bananal,Estação Ecológica de Bananal,-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26795",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"29",2021-01-07 09:33:27-03,IBt,SP,"454269",S,Plantae,NA,NA,Acanthaceae,Staurogyne,itatiaiae,Staurogyne itatiaiae,(Wawra) Leonard,NA,"Polisel, RT","719","2008","05","30",NA,Brasil,São Paulo,Bananal,Estação Ecológica de Bananal,-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26795",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"30",2020-07-02 08:39:45-03,IBt,SP,"277843",S,Plantae,NA,NA,Acanthaceae,Staurogyne,itatiaiae,Staurogyne itatiaiae,(Wawra) Leonard,NA,"Proença, SL","48","1995","05","10",NA,Brasil,São Paulo,Bananal,Serra da Bocaina,-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26795",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
