X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,occurrenceRemarks,geoFlag,phylum,order,continentOcean,preparationType,class,relatedCatalogItem,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"20",2016-09-29 09:52:00-03,NY,NYBG,"590641",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,trinervis,Strychnos trinervis,NA,B. A. Krukoff,W. A. Ducke,"2330","1953","12","22",Brazil,São Paulo,São Paulo,Serra da Cantareira,-46.63,-23.5403,NA,NA,NA,NA,NY00590641,NY00590641_01,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258713' target='other'> <mi>dwc_moreinfo</mi></a>,NA,Magnoliophyta,Gentianales,South America,sheet,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"66",2020-11-04 11:12:18-03,ESALQ,ESA,"6031",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,trinervis,Strychnos trinervis,(Vell.) Mart.,"Rodrigues, R.R.","Moraes, P.L.R.","60.0","1990","05","03",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA006031,ESA006031_1 ESA006031_2,NA,NA,NA,"27904",NA,auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"67",2020-11-04 11:12:18-03,ESALQ,ESA,"3689",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,trinervis,Strychnos trinervis,(Vell.) Mart.,Duke,"Coelho, J.P.",NA,"1947","12","23",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA003689,ESA003689,NA,NA,NA,"53584",NA,auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"68",2020-11-04 11:12:18-03,ESALQ,ESA,"125530",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,trinervis,Strychnos trinervis,NA,"Liboni, A.P.","Flores, T.B.","1930.0","2013","04","02",Brasil,São Paulo,Tapirai,Reserva da Votorantim. Estrada entre a portaria e o alojamento. 6-8 Km da portaria.,-47.5,-23.9599990844727,NA,NA,NA,NA,ESA125530,NA,"2013","04","24","41034","Liana, frutos imaturos verdes.",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"69",2020-11-04 11:12:18-03,ESALQ,ESA,"124197",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,trinervis,Strychnos trinervis,NA,"Liboni, A.P.","Flores, T.B. ; Souza, V.C.","1930.0","2013","04","02",Brasil,São Paulo,Tapiraí,Reserva Particular da Votorantim (CBA). Estrada entre a portaria e o alojamento. 6-8 Km da portaria.,-47.5,-23.9599990844727,NA,NA,NA,NA,ESA124197,ESA124197,"2013","04","24","41034","Liana, frutos imaturos verdes.",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"71",2020-11-04 11:12:18-03,ESALQ,ESA,"93546",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,trinervis,Strychnos trinervis,(Vell.) Mart.,"Oriani, A. & Carvalho, M.L.S.","Oriani, A. et al.","579.0","2005","03","25",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,ESA093546,ESA093546,NA,NA,NA,"38804",NA,auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.392083,-24.646389,"86",2021-03-01 16:32:59-03,UNICAMP,UEC,"079600",S,Plantae,Loganiaceae,Strychnos,trinervis,Strychnos trinervis,(Vell.) Mart.,NA,"Fernandes, GD; et al.","32711","1995","02","09",Brazil,São Paulo,Eldorado,Caverna do Diabo.,-48.392083,-24.646389,"-48.392083","-24.646389",NA,NA,UEC079834,UEC079834,NA,NA,NA,NA,"Mata Atlântica de Encosta, Árvore 4m, frutos imaturos verdes-claros.",NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.392083,-24.646389,"87",2021-03-01 16:32:59-03,UNICAMP,UEC,"073286",S,Plantae,Loganiaceae,Strychnos,trinervis,Strychnos trinervis,(Vell.) Mart.,NA,"Fernandes, GD; et al.","32711","1995","02","09",Brazil,São Paulo,Eldorado,Caverna do Diabo.,-48.392083,-24.646389,"-48.392083","-24.646389",NA,NA,UEC079833,UEC079833,NA,NA,NA,NA,"Mata Atlântica de Encosta, Árvore 4m, frutos imaturos verdes-claros.",NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"90",2019-08-20 10:16:59-03,UNICAMP,UEC,"090952",S,Plantae,Loganiaceae,Strychnos,trinervis,Strychnos trinervis,(Vell.) Mart.,NA,"Hanazaki, N","33762","1994","07","02",Brazil,São Paulo,Ubatuba,Ponta do Almada.,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,UEC079831,UEC079831,NA,NA,NA,"34265",NA,auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"210",2019-11-13 11:23:45-03,USP,SPF,"49595",PreservedSpecimen,Plantae,Loganiaceae,Strychnos,trinervis,Strychnos trinervis,(Vell.) Mart.,Anônimo,"Coelho, JP",s.n.,"1947","12","23",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00049595,NA,NA,NA,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
