X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,year,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,identifiedBy,month,day,stateProvince,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,class,relatedCatalogItem,eventTime,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.06,-22.31,"4",2016-09-28 13:50:00-03,NY,NYBG,"565794",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Combretaceae,Terminalia,triflora,Terminalia triflora,NA,H. de F. Leitão Filho,"12933","1981",South America,Brazil,"Nativo em mata, ás margens do Rio Batalha",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=73526' target='other'> <mi>dwc_moreinfo</mi></a>,NY00565794,NY00565794_01,NA,C. A. Stace,"09","09",São Paulo,Baurú,-49.06,-22.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8497,-23.3503,"7",2016-09-29 20:30:00-03,NY,NYBG,"565775",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Combretaceae,Terminalia,triflora,Terminalia triflora,NA,M. Kuhlmann,"4234","1957",South America,Brazil,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=904053' target='other'> <mi>dwc_moreinfo</mi></a>,NY00565775,NY00565775_01,NA,"A. A. Alwan; C. A. Stace","10","18",São Paulo,Tatuí,-47.8497,-23.3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8497,-23.3503,"12",2016-09-29 20:30:00-03,NY,NYBG,"821728",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Combretaceae,Terminalia,triflora,Terminalia triflora,NA,M. Kuhlmann,"4234","1957",South America,Brazil,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=904055' target='other'> <mi>dwc_moreinfo</mi></a>,NY00821728,NY00821728_01,NA,"A. A. Alwan; C. A. Stace","10","18",São Paulo,Tatuí,-47.8497,-23.3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6199989318848,-22.2199993133545,"13",2021-03-15 16:37:00-03,NY,NYBG,"02680556",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Combretaceae,Terminalia,triflora,Terminalia triflora,NA,L. Biral,"1104","2014",South America,Brazil,"Sítio São Sebastião. Fragmento de floresta estacional semidecidual, em meio à pasto",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2948899' target='other'> <mi>dwc_moreinfo</mi></a>,NY02680556,NY02680556_01,(Griseb.) Lillo,NA,"11","10",São Paulo,Corumbataí,-47.6199989318848,-22.2199993133545,NA,NA,"14989",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-21.6000003814697,"53",2020-11-04 11:04:59-03,ESALQ,ESA,"30662",PreservedSpecimen,Plantae,Magnoliophyta,NA,Combretaceae,Terminalia,triflora,Terminalia triflora,NA,"Rozza, A.F.","167.0","1995",NA,Brasil,NA,NA,NA,ESA030662,ESA030662,(Griseb.) Lillo,"Rozza, A.F.","11","17",São Paulo,Matão,-48.3600006103516,-21.6000003814697,NA,NA,"26922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"54",2020-11-04 11:04:59-03,ESALQ,ESA,"33271",PreservedSpecimen,Plantae,Magnoliophyta,NA,Combretaceae,Terminalia,triflora,Terminalia triflora,NA,"Gandolfi, S. et al.",NA,"1995",NA,Brasil,NA,NA,NA,ESA033271,ESA033271,(Griseb.) Lillo,"Marquete, N. & Teixeira, J.","06","28",São Paulo,Campinas,-47.060001373291,-22.8999996185303,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"55",2020-11-04 11:04:59-03,ESALQ,ESA,"6625",PreservedSpecimen,Plantae,Magnoliophyta,NA,Combretaceae,Terminalia,triflora,Terminalia triflora,NA,"Rodrigues, R.R. ; Zandoval, J.A.","1274.0",NA,NA,Brasil,NA,NA,NA,ESA006625,ESA006625,(Griseb.) Lillo,"Teixeira, J. & Marquete, N.",NA,NA,São Paulo,Ipeúna,-47.7099990844727,-22.4300003051758,NA,NA,"12906",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-21.6000003814697,"56",2020-11-04 11:04:59-03,ESALQ,ESA,"30664",PreservedSpecimen,Plantae,Magnoliophyta,NA,Combretaceae,Terminalia,triflora,Terminalia triflora,NA,"Rozza, A.F.","28.0","1995",NA,Brasil,NA,NA,NA,ESA030664,ESA030664,(Griseb.) Lillo,"Rozza, A.F.","05","25",São Paulo,Matão,-48.3600006103516,-21.6000003814697,NA,NA,"26922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"57",2020-11-04 11:04:59-03,ESALQ,ESA,"10423",PreservedSpecimen,Plantae,Magnoliophyta,NA,Combretaceae,Terminalia,triflora,Terminalia triflora,NA,"Barreto, K.D. et al.","67.0","1993",NA,Brasil,NA,NA,NA,ESA010423,NA,NA,NA,"03","10",São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"58",2020-11-04 11:04:59-03,ESALQ,ESA,"33732",PreservedSpecimen,Plantae,Magnoliophyta,NA,Combretaceae,Terminalia,triflora,Terminalia triflora,NA,"Rodrigues, R.R. et al.","120.0","1995",NA,Brasil,NA,NA,NA,ESA033732,ESA033732,NA,"Rodrigues, R.R.","01","01",São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
