X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,phylum,order,continentOcean,preparationType,occurrenceRemarks,coordinatePrecision,geoFlag,relationshipType,relatedCatalogItem,class,individualCount,typeStatus,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.6399993896484,-22.7199993133545,"10",2020-11-04 11:00:30-03,ESALQ,ESA,"49725",PreservedSpecimen,Plantae,Arecaceae,Butia,eriospatha,Butia eriospatha,(Mart.) Becc.,"Gondim Jr., M.G.C.",NA,NA,NA,"Gondim Jr., M.G.C.","5.0","1998","03","20",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA049725,ESA049725_1 ESA049725_2 ESA049725_3 ESA049725_4,Magnoliophyta,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"13",2015-07-02 14:00:36-03,JBP,HPL,"13194",S,Plantae,Arecaceae,Butia,eriospatha,Butia eriospatha,NA,NA,NA,NA,NA,A. Campos-Rocha,"1431","2014","02","22",Brasil,SP,Nova Odessa,Coletado em cultivo no JBP.,-47.29,-22.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8440",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"87",2021-03-04 15:41:56-03,IF,SPSF,"04278",PreservedSpecimen,Plantae,Arecaceae,Butia,eriospatha,Butia eriospatha,NA,NA,NA,NA,NA,D.Bento Pickel,NA,"1952","12","31",Brasil,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,Magnoliophyta,Arecales,América do Sul,NA,"COLETA: XLS: SPSFAntigo;","53584",auto,NA,NA,Liliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"99",2019-11-21 09:59:27-03,IBt,SP,"48639",S,Plantae,Arecaceae,Butia,eriospatha,Butia eriospatha,(Mart. ex Drude) Becc.,"Noblick, LR","1992","05","26","Lima, AS",s.n.,"1942","04","10",Brasil,São Paulo,Campinas,"Av. Brasil, 222",-47.060001373291,-22.8999996185303,NA,NA,NA,NA,SP056056,SP056056 SP056056_01 SP056056_02,NA,NA,NA,NA,"Estipe, 6 mts.","23900",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"100",2019-11-21 09:59:27-03,IBt,SP,"12263",S,Plantae,Arecaceae,Butia,eriospatha,Butia eriospatha,(Mart. ex Drude) Becc.,"Mamede, MCH","2008","10",NA,"Luederwaldt, H",s.n.,"1907","11",NA,Brasil,São Paulo,São Paulo,"Horto Botânico, Ypiranga",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP056055,SP056055,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"101",2019-11-21 09:59:27-03,IBt,SP,"110170",S,Plantae,Arecaceae,Butia,eriospatha,Butia eriospatha,(Mart. ex Drude) Becc.,"Noblick, LR","1985","01","31","Sendulsky, T","844","1969","12","13",Brasil,São Paulo,São Paulo,"Jardim Botânico, Parque do Estado",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP055824,SP055824 SP055824_01 SP055824_02 SP055824_03 SP055824_04 SP055824_05 SP055824_06 SP055824_07 SP055824_08 SP055824_09 SP055824_10,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
