X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,typeStatus,individualCount,relatedCatalogItem,previousCatalogNumber,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.4097,-23.71,"1",2021-03-15 16:37:00-03,NY,NYBG,"418317",PreservedSpecimen,Plantae,Magnoliophyta,Asparagales,Orchidaceae,Epidendrum,moirianum,Epidendrum moirianum,A.D.Hawkes,E. A. Christenson,F. C. Hoehne,"3903","1920","04","21",South America,Brazil,São Paulo,Ribeirao Pires,"Alto da Serra, Estaçao Biológica, Sao Paulo",-46.4097,-23.71,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452327' target='other'> <mi>dwc_moreinfo</mi></a>,NY00418317,NY00418317_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"5",2020-11-04 12:17:30-03,ESALQ,ESA,"84890",PreservedSpecimen,Plantae,Magnoliophyta,NA,Orchidaceae,Epidendrum,parahybunense,Epidendrum parahybunense,Barb. Rodr.,"Forster, W.","Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","123.0","2003","04","15",NA,Brasil,São Paulo,Ribeirão Grande,BLOQUEADO,-48.3600006103516,-24.0900001525879,NA,"Epífita. Flores verdes, labelo verde com ápice da coluna lilás claro",ESA084890,ESA084890,"2003","01","01",NA,NA,NA,"25028",auto,"810","810",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.133333,-23.316667,"9",2021-03-01 16:20:10-03,UNICAMP,UEC,"206759",S,Plantae,Liliopsida,NA,Orchidaceae,Epidendrum,parahybunense,Epidendrum parahybunense,Barb.Rodr.,"Forster, W","Nunes, CEP",2012/38,"2012","12","20",NA,Brazil,São Paulo,São Luiz do Paraitinga,"Trilha do Ipiranga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar",-45.133333,-23.316667,NA,"Erva epífita.; Áreas úmidas em beira de estrada e borda de mata em área de Floresta Ombrófila Densa Sub-Montana.",UEC098834,UEC098834,"2018","06",NA,"-45.133333","-23.316667",NA,NA,NA,"80","1200",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.077222,-24.335278,"10",2019-08-20 10:00:42-03,UNICAMP,UEC,"140051",S,Plantae,Liliopsida,NA,Orchidaceae,Epidendrum,parahybunense,Epidendrum parahybunense,Barb.Rodr.,"Pessoa, E","Gonçalves, RS","10",NA,NA,NA,NA,Brazil,São Paulo,Apiaí,Sítio São Lucas,-49.077222,-24.335278,NA,Data de floração: 08/III/05.,UEC037760,UEC037760,"2013","08","22","-49.077222","-24.335278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"58",2019-11-21 10:13:10-03,IBt,SP,"17203",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Buono, FA","Kuhlmann, M",s.n.,"1926","04","01",NA,Brasil,São Paulo,Cubatão,Raiz da Serra,-46.4199981689453,-23.8899993896484,NA,NA,NA,NA,"1995","05","08",NA,NA,NA,"15123",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"59",2019-11-21 10:13:10-03,IBt,SP,"248396",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,NA,"Catharino, ELM; et al.","1570","1991","03","19",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Trilha proxima a Cachoeira do salto, mata de planície",-47.5499992370605,-24.7000007629395,NA,"Epífita, tépalas esverdeadas",NA,NA,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"60",2019-11-21 10:13:10-03,IBt,SP,"27735",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Barros, F","Eiffe, R",CGGs.n.,"1902","02",NA,NA,Brasil,São Paulo,Santo André,Campo Grande.,-46.5299987792969,-23.6599998474121,NA,NA,SP009557,SP009557,"1992","04","09",NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"61",2019-11-21 10:13:10-03,IBt,SP,"845",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Barros, F","Hoehne, FC",s.n.,"1907","11","03",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,Flor alvo esverdeadas,NA,NA,"1992","04","09",NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"62",2019-11-21 10:13:10-03,IBt,SP,"667",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Barros, F","Hoehne, FC",s.n.,"1919","04",NA,NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Epífita, flores verde claras",NA,NA,"1992","04","09",NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"63",2019-11-21 10:13:10-03,IBt,SP,"65110",S,Plantae,NA,NA,Orchidaceae,Epidendrum,ecostatum,Epidendrum ecostatum,Pabst,"Barros, F","Handro, O","1040","1962","11",NA,NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Epífita, flores verde claro",NA,NA,"1992","04","09",NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
