X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,monthIdentified,dayIdentified,class,coordinatePrecision,geoFlag,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.866667,-23.633333,"3",2020-12-11 11:39:10-03,UFMG,BHCB,"92981",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Eugenia,hermesiana,Eugenia hermesiana,N.F.Mattos,NA,"Custodio-Filho, A","1874","1983","11","14",Southern America,Brasil,São Paulo,Estação Biológica de Boaraceia.,NA,"Arbusto 3m, flores brancas.",BHCB006600,BHCB006600,NA,Biritiba Mirim,-45.866667,-23.633333,"-45.866667","-23.633333","89","950",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.0386,-23.5725,"5",2020-11-23 11:39:08-03,IAC,IAC,"45962",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Eugenia,hermesiana,Eugenia hermesiana,Mattos,A. Custódio Filho,A. Custódio Filho,"1916","1983","11","24",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,"23o 38#?#- 23o 49#?#S, 45o 52#?#- 45o 53#?#W",NA,NA,"1983",Biritiba-Mirim,-46.0386,-23.5725,"-46.0386","-23.5725",NA,NA,"11","24",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"6",2021-03-04 15:45:22-03,IF,SPSF,"10118",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Eugenia,hermesiana,Eugenia hermesiana,Mattos,O.T. Aguiar,A.Custodio Filho,"1874","1983","11","14",América do Sul,Brasil,SP,Estação Biológica de Boracéia,NA,"COLETA: Arbusto 3m; flores brancas.;",NA,NA,"2016",Biritiba Mirim,-45.866667,-23.633333,NA,NA,"890","950","06","15",Magnoliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"7",2020-08-26 10:49:55-03,MCN-FZBRS,HAS,"83495",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,cf. hermesiana,Eugenia cf. hermesiana,Mattos,"Mattos, J.","Mattos, J.",s.n.,"1964","04",NA,NA,Brasil,São Paulo,Estação Biológica de Boraceia,NA,Numa matinha baixa,HAS0083495,NA,"1988",Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,NA,NA,NA,"18032",auto,"35",São Paulo,SP,Sudeste
-45.879314,-23.639858,"8",2019-11-21 10:11:27-03,IBt,SP,"195666",S,Plantae,NA,NA,Myrtaceae,Eugenia,hermesiana,Eugenia hermesiana,Mattos,"Kawasaki, ML","Custodio Filho, A","1845","1983","11","14",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,"Arbusto 3m alt., flores brancas.",SP007169,SP007169,NA,Biritiba-Mirim,-45.879314,-23.639858,"-45.879314","-23.639858","890","950",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.879314,-23.639858,"9",2019-11-21 10:11:27-03,IBt,SP,"195664",S,Plantae,NA,NA,Myrtaceae,Eugenia,hermesiana,Eugenia hermesiana,Mattos,"Kawasaki, ML","Custodio Filho, A","1843","1983","11","14",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,"Arbusto 3m alt., flores brancas.",SP007170,SP007170,NA,Biritiba-Mirim,-45.879314,-23.639858,"-45.879314","-23.639858","890","950",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.879314,-23.639858,"10",2019-11-21 10:11:27-03,IBt,SP,"195714",S,Plantae,NA,NA,Myrtaceae,Eugenia,hermesiana,Eugenia hermesiana,Mattos,"Kawasaki, ML","Custodio Filho, A","1874","1983","11","14",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,"Arbusto 3m alt., flores brancas.",SP007168,SP007168,NA,Biritiba-Mirim,-45.879314,-23.639858,"-45.879314","-23.639858","890","950",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.879314,-23.639858,"11",2019-11-21 10:11:27-03,IBt,SP,"195462",S,Plantae,NA,NA,Myrtaceae,Eugenia,hermesiana,Eugenia hermesiana,Mattos,"Kawasaki, ML","Custodio Filho, A","1916","1983","11","24",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,"Arbusto 2m alt., flores brancas.",SP007171,SP007171,NA,Biritiba-Mirim,-45.879314,-23.639858,"-45.879314","-23.639858","890","950",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.879314,-23.639831,"12",2019-11-21 10:11:27-03,IBt,SP,"195665",S,Plantae,NA,NA,Myrtaceae,Eugenia,hermesiana,Eugenia hermesiana,Mattos,"Kawasaki, ML","Custodio Filho, A","1844","1983","11","14",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,"Arbusto 2,5m alt., flores creme.",SP007172,SP007172,"1993",Biritiba-Mirim,-45.879314,-23.639831,"-45.879314","-23.639831","890","950",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"13",2019-11-21 10:11:27-03,IBt,SP,"76718",S,Plantae,NA,NA,Myrtaceae,Eugenia,hermesiana,Eugenia hermesiana,Mattos,"Sobral, M","Kuhlmann, M","5037","1963","10","16",NA,Brasil,São Paulo,"Cabeceira do rio Guaratuba, área da DAE Serra do Mar.",NA,NA,SP007174,SP007174,"1993",Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,NA,NA,NA,"18032",auto,"35",São Paulo,SP,Sudeste
