X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,preparationType,occurrenceRemarks,barcode,imagecode,geoFlag,identifiedBy,locality,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,class,typeStatus,relatedCatalogItem,eventTime,infraspecificEpithet,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.401389,-23.616667,"21",2019-12-12 15:31:46-03,UFABC,HUFABC,"001246",PreservedSpecimen,Plantae,Angiospermas,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,DC.,"Pascalicchio, FF","74","2018","04","18",NA,Brasil,São Paulo,São Paulo,-46.401389,-23.616667,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; arvoreta 3 m alt., casca lisa, botões verdes.",HUFABC001246,NA,NA,M.F.Santos,Parque Natural Municipal Cabeceiras do Aricanduva,NA,NA,"2018","05","-46.401389","-23.616667",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.81825,-24.0475,"101",2021-03-01 16:36:35-03,UNICAMP,UEC,"121523",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,bullata,Myrcia bullata,O.Berg,"Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; et al.","179","2001","04","16",NA,Brazil,São Paulo,Itanhaém,-46.81825,-24.0475,NA,NA,"Arvoreta, ca. 3m alt. Frutos imaturos verdes.; Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio.",UEC105238,UEC105238,NA,"Souza, MC","Parque Estadual da Serra do Mar, Núcleo Cucucutu.","30","100","2009","01","-46.81825","-24.0475",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.771389,-23.544167,"102",2021-03-01 16:36:35-03,UNICAMP,UEC,"185301",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Silva, SMP; Matos, VA; Ferreira, MI; Cruz, GC; Lima Júnior, EO; Silva, AM","181","2006","07","18",NA,Brazil,São Paulo,Pindamonhangaba,-45.771389,-23.544167,NA,NA,Arvoreta pequeno porte.,UEC011040,UEC011040,NA,"Sobral, MEG","Brasil, São Paulo, Município de Pindamonhangaba; Fazenda São Sebastião do Ribeirão Grande.","557","557","2007","06","-45.771389","-23.544167",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.323611,-23.367778,"103",2021-03-01 16:36:35-03,UNICAMP,UEC,"185300",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Ferreira, MI; Yamaki, HO; Silva, MJ; Souza, JSB; Leandro, DS; Diniz Filho, VJ","051","2006","10","12",NA,Brazil,São Paulo,Guaratinguetá,-45.323611,-23.367778,NA,NA,"Árvore 2m alt.; Flores brancas; Frutos ovais vermelhos.",UEC011039,UEC011039,NA,"Sobral, MEG","Brasil; São Paulo; Município de Guaratinguetá; Fazenda Esperança.","539","539","2007","06","-45.323611","-23.367778",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.9375,-23.075,"104",2021-03-01 16:36:35-03,UNICAMP,UEC,"53245",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Silva, AF; Capellari Jr, L","1534","1986","12","12",NA,Brazil,São Paulo,São José dos Campos,-45.9375,-23.075,NA,NA,"Árvore de até 12m, frutos imaturos de verde a laranja-amarelo, casca carmim, lenho creme escuro, suber liso, folha de verde mais escuro e brilhante na face superior, planta com cheiro de cedrinho.",UEC115104,UEC115104,NA,NA,Flora da Reserva Florestal da Boa Vista.,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.9375,-23.075,"105",2021-03-01 16:36:35-03,UNICAMP,UEC,"53246",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Silva, AF; Capellari Jr, L","1532","1986","12","12",NA,Brazil,São Paulo,São José dos Campos,-45.9375,-23.075,NA,NA,"Árvore de até 15m, folhas verde mais escuro e brilhantes na face superior, casca marfim, lenho marfim de rápida oxidação, súber liso, planta com cheiro de cedrinha.",UEC115102,UEC115102,NA,NA,Flora da Reserva Florestal da Boa Vista.,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.9375,-23.075,"106",2021-03-01 16:36:35-03,UNICAMP,UEC,"54369",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Silva, AF; Capellari Jr, L","1499","1986","11","19",NA,Brazil,São Paulo,São José dos Campos,-45.9375,-23.075,NA,NA,"Árvore de até 7m, casca castanho-claro, lenho creme com rápida oxidação, súber áspero com fissuras superficiais, flores aromáticas branco-amareladas, folhas de bordas recurvados.",UEC115100,UEC115100,NA,NA,Flora da Reserva Florestal da Boa Vista.,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"108",2021-03-01 16:36:35-03,UNICAMP,UEC,"69750",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Koch, I; et al.","26449","1992","06","11",NA,Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",NA,"Arbusto de 2m, flores brancas.; Mata.",UEC115103,UEC115103,auto,"Sobral, M",Estrada antiga de Campos do Jordão a Sto. Antônio dos Pinhais.,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.6599998474121,-22.8199996948242,"109",2021-03-01 16:36:35-03,UNICAMP,UEC,"77688",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,A.DC.,"Sartori, A; et al.",s.n.,"1992","06","11",NA,Brazil,São Paulo,Santo Antônio do Pinhal,-45.6599998474121,-22.8199996948242,"10885",NA,"Arbusto, flores brancas.",UEC060759,UEC060759,auto,"Bünger, MO",NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.288611,-23.7675,"260",2020-09-02 16:33:57-03,Cenargen,CEN,"90637",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,eriopus,Myrcia eriopus,DC.,Jair Eustáquio Quintino de Faria Jr.,"3029","2012","11","21",NA,Brasil,SP,SANTO ANDRE,-46.288611,-23.7675,NA,Exsicatas,"Caule rugoso, botões florais verdes (Coletado material em sílica gel). Doação Universidade de Brasília. Brasil. São Paulo.",CEN00090637,CEN00090637,NA,J. E. Q. Faria Júnior,"Paranapiacaba, Estrada do Taquaruçu, entrada da trilha da Água Fria, Parque Municipal Nascentes de Paranapiacaba.","866","866","2012","11","-46.288611","-23.7675",NA,NA,NA,NA,NA,NA,NA,"1","35",São Paulo,SP,Sudeste
