X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,minimumElevationInMeters,maximumElevationInMeters,county,yearIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,monthIdentified,dayIdentified,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.5046997070312,-24.7563991546631,"34",2021-03-16 17:51:07-03,UCS,HUCS,"36235",PreservedSpecimen,Plantae,Angiospermae,Asterales,Asteraceae,Senecio,langei,Senecio langei,Malme,"Hatschbach, G.","Ribas, O.S.","4711","2002","04","08",NA,Brasil,São Paulo,Rio Vermelho,-48.5046997070312,-24.7563991546631,NA,"Herbario MBM; Margem da rodovia",NA,NA,NA,NA,NA,Barra do Turvo,"2002","38172",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"49",2020-12-21 16:17:11-03,MBM,MBM,"268120",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Senecio,langei,Senecio langei,Malme,"Hatschbach, G.","Ribas, O.S.; Vaz, J.; Vaz, J.","4711","2002","04","08",Southern America,Brazil,São Paulo,Rio Vermelho,-48.5046997070312,-24.7563991546631,NA,NA,MBM268120,MBM268120,NA,NA,NA,Barra do Turvo,NA,"38172",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
