X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,class,yearIdentified,monthIdentified,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"3",2020-11-04 11:01:28-03,ESALQ,ESA,"9621",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Disynaphia,ericoides,Disynaphia ericoides,NA,"Fernandes, A.C.","Souza, V.C. et al.","2447.0","1993","02","19",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA009621,ESA009621,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"4",2020-11-04 11:01:28-03,ESALQ,ESA,"50127",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Disynaphia,ericoides,Disynaphia ericoides,NA,"Fernandes, A.C.","Scaramuzza, C.A.M. et al.","1118.0","1993","05","21",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA050127,ESA050127,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"5",2020-11-04 11:01:28-03,ESALQ,ESA,"8705",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Disynaphia,ericoides,Disynaphia ericoides,NA,"Fernandes, A.C.","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1989","04","08",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA008705,ESA008705,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
