X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,barcode,imagecode,geoFlag,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,locality,occurrenceRemarks,class,order,individualCount,continentOcean,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,dayIdentified,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.138599395752,-23.8544006347656,"1",2020-11-04 11:04:13-03,ESALQ,ESA,"104744",PreservedSpecimen,Plantae,Magnoliophyta,Calophyllaceae,Kielmeyera,decipiens,Kielmeyera decipiens,"Lima, R.A.F.","690.0","2008","03","10",Brasil,São Paulo,Bertioga,-46.138599395752,-23.8544006347656,"37616",ESA104744,ESA104744,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"2",2020-11-04 11:04:13-03,ESALQ,ESA,"31211",PreservedSpecimen,Plantae,Magnoliophyta,Calophyllaceae,Kielmeyera,decipiens,Kielmeyera decipiens,"Leitão Filho, H.F. et al.","34613.0","1996","02","02",Brasil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",ESA031211,ESA031211,auto,Saddi,"Bittrich, V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"3",2019-08-20 10:09:01-03,UNICAMP,UEC,"65308",S,Plantae,Magnoliopsida,Calophyllaceae,Kielmeyera,decipiens,Kielmeyera decipiens,"Árbocz, GF","265","1994","04","08",Brazil,São Paulo,Bauru,-49.060001373291,-22.3099994659424,"29186",UEC019825,UEC019825,auto,Saddi,"Bittrich, V","1994","06",Arboreto do Horto Florestal.,"Flores, Árvore de ????, flores vistosas com estames amarelos bem visíveis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"4",2019-08-20 10:09:01-03,UNICAMP,UEC,"54243",S,Plantae,Magnoliopsida,Calophyllaceae,Kielmeyera,decipiens,Kielmeyera decipiens,"Assis, MA","22434","1989","11","27",Brazil,São Paulo,Bertioga,-46.138599395752,-23.8544006347656,"37616",UEC019823,UEC019823,auto,Saddi,"Bittrich, V","1997","06","Estrada Rio-Santos., Restinga arbórea.",Flores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"5",2021-03-01 16:27:28-03,UNICAMP,UEC,"112842",S,Plantae,Magnoliopsida,Calophyllaceae,Kielmeyera,decipiens,Kielmeyera decipiens,"Gottsberger, G; Gottsberger, IS",11-11279,"1979","02","11",Brazil,São Paulo,Bertioga,-46.138599395752,-23.8544006347656,"37616",UEC032163,UEC032163,auto,Saddi,"Bittrich, V","2000","07","Praia de Guaratuba, about 20 km NE of Bertioga, mouth of the small river Itaguassu.","Tree 6-7m tall, petals white, odor pleasant sweetish.; Upstream, restinga forest mixed with mangrove vegetation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"6",2019-08-20 10:09:01-03,UNICAMP,UEC,"93593",S,Plantae,Magnoliopsida,Calophyllaceae,Kielmeyera,decipiens,Kielmeyera decipiens,"Furlan, A","868","1989","07","16",Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",UEC050984,UEC050984,auto,Saddi,"Bittrich, V","1997","10","Picinguaba, Trilha das 3 lagoas.","Frutos, Arvoreta 6m alt., frutos verdes grandes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"7",2019-08-20 10:09:01-03,UNICAMP,UEC,"67940",S,Plantae,Magnoliopsida,Calophyllaceae,Kielmeyera,decipiens,Kielmeyera decipiens,"Franco, ALM","29355","1993","11","13",Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",UEC019822,UEC019822,auto,Saddi,"Bittrich, V","1997","06","Picinguaba, Trilha das Três Lagoas.","Frutos, Árvore 9m, frutos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"8",2019-08-20 10:09:01-03,UNICAMP,UEC,"93591",S,Plantae,Magnoliopsida,Calophyllaceae,Kielmeyera,decipiens,Kielmeyera decipiens,"Furlan, A","671","1989","03","11",Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",UEC019820,UEC019820,auto,Saddi,"Bittrich, V","1997","10","Picinguaba, Trilha das Três Lagoas.","Flores, Árvore de até 10m DAP= 15cm. Pétalas brancas. Estames amarelos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"9",2019-08-20 10:09:01-03,UNICAMP,UEC,"93592",S,Plantae,Magnoliopsida,Calophyllaceae,Kielmeyera,decipiens,Kielmeyera decipiens,"Romero, R","123","1990","07","29",Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",UEC019821,UEC019821,auto,Saddi,"Bittrich, V","1997","10","Picinguaba, Trilha do Picadão da Barra.","Frutos, Árvore 6m alt., frutos verdes e secos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"10",2019-08-20 10:09:01-03,UNICAMP,UEC,"38569",S,Plantae,Magnoliopsida,Calophyllaceae,Kielmeyera,decipiens,Kielmeyera decipiens,"Yamamoto, K; Semir, J; Taroda, N","17657","1985","06","16",Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",UEC019824,UEC019824,auto,Saddi,"Bittrich, V","1997","06","Praia Dura, borda mata.","Frutos, Árvore até 6m, flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
