X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,typeStatus,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,day,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,class,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.9599990844727,-23.0699996948242,"23",2019-11-13 11:22:48-03,USP,SPF,"122079",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Mimosa,myuros,Mimosa myuros,Barneby,"Savassi-Coutinho, AP",NA,"Souza, JP","925","1996","12",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,SPF00122079,NA,"15",Cunha,-44.9599990844727,-23.0699996948242,"38855",auto,"2010","09",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"28",2021-03-04 15:43:20-03,IF,SPSF,"21537",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Mimosa,myuros,Mimosa myuros,Barneby,A.P.Savassi-Coutinho,NA,J.P.Souza & V.C.Souza & R.R.Rodrigues & J.Y.Tamashiro & N.M.Ivanauskas,"925","1996","12",América do Sul,Brasil,SP,P.E.Serra do Mar - Núcleo Cunha,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Floresta Ombrófila Densa&nf;Arbusto 3,5m altura; frutos verdes.; GEOGRAFIA: Cachoeira do Barracão.;",NA,NA,"15",Cunha,-44.9599990844727,-23.0699996948242,"38855",auto,"2010","09","25",NA,NA,NA,Magnoliopsida,"35",São Paulo,SP,Sudeste
