X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,typeStatus,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,coordinatePrecision,geoFlag,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-50.4300003051758,-21.2000007629395,"21",2019-08-20 10:01:34-03,UNICAMP,UEC,"34785",S,Plantae,Liliopsida,NA,Poaceae,Paspalum,macranthecium,Paspalum macranthecium,Parodi,"Valls, JFM","Pereira, CA","15763","1984","01","12",NA,Brazil,São Paulo,Araçatuba,Introduzida em pastagem com sementes de Brachyaria,-50.4300003051758,-21.2000007629395,NA,NA,NA,"Herbáceo, cespitoso.",UEC088580,UEC088580,"1990",NA,"07","25",NA,NA,NA,"59490",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-21.4699993133545,"25",2020-10-01 14:27:02-03,JBB,HEPH,"15931",S,Plantae,Monocotyledon,Poales,Poaceae,Paspalum,macranthecium,Paspalum macranthecium,Parodi,"Oliveira, RC","Kuhlmann, MP","4117","1957","05","22",Southern America,Brasil,São Paulo,São Simão,Estação Bento Quirino,-47.5499992370605,-21.4699993133545,NA,NA,NA,NA,NA,NA,"1957",NA,NA,NA,NA,NA,NA,"27881",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"73",2019-11-21 10:16:28-03,IBt,SP,"99927",S,Plantae,NA,NA,Poaceae,Paspalum,macranthecium,Paspalum macranthecium,Parodi,"Oliveira, RC","Sendulsky, T","173","1965","03","24",NA,Brasil,São Paulo,Itirapina,NA,-47.8199996948242,-22.25,NA,NA,NA,NA,NA,NA,"2001",NA,"04",NA,NA,NA,NA,"22843",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-21.4699993133545,"74",2019-11-21 10:16:28-03,IBt,SP,"105900",S,Plantae,NA,NA,Poaceae,Paspalum,macranthecium,Paspalum macranthecium,Parodi,"Valls, JFM; Oliveira, RC","Kuhlmann, M","4112","1957","05","22",NA,Brasil,São Paulo,São Simão,Estação Bento Quirino.,-47.5499992370605,-21.4699993133545,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,"27881",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-21.4699993133545,"75",2019-11-21 10:16:28-03,IBt,SP,"105958",S,Plantae,NA,NA,Poaceae,Paspalum,macranthecium,Paspalum macranthecium,Parodi,"Valls, JFM; Oliveira, RC","Kuhlmann, M","4113","1957","05","22",NA,Brasil,São Paulo,São Simão,Estação Bento Quirino.,-47.5499992370605,-21.4699993133545,NA,NA,NA,NA,SP036921,SP036921,"1999",NA,NA,NA,NA,NA,NA,"27881",auto,NA,NA,"35",São Paulo,SP,Sudeste
