X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6275,-23.545,"23",2019-07-24 16:19:01-03,CCE,CATAVENTO,"27",LivingSpecimen,Plantae,NA,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vellozo,"Santilli, C.",NA,NA,"2018","08","28",América do Sul,Brasil,São Paulo,São Paulo,"Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás",-46.6275,-23.545,NA,<ll>dwc_commonname:</ll> andá-assu,CATAVENTO0027,CATAVENTO0027_v01 CATAVENTO0027_v02 CATAVENTO0027_v03 CATAVENTO0027_v04 CATAVENTO0027_v05 CATAVENTO0027_v06 CATAVENTO0027_v07 CATAVENTO0027_v08 CATAVENTO0027_v09 CATAVENTO0027_v10 CATAVENTO0027_v11 CATAVENTO0027_v12 CATAVENTO0027_v13,NA,NA,"730","730","-46.6275","-23.5450","2018","08","29",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"37",2020-11-04 11:07:43-03,ESALQ,ESA,"70774",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,NA,"Zacarias, M.S.","54.0","1998","06","26",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA070774,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"39",2020-11-04 11:07:43-03,ESALQ,ESA,"1175",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,NA,NA,"Santos, P.M.O.",NA,"1933","04","25",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA001175,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"40",2020-11-04 11:07:43-03,ESALQ,ESA,"70772",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,NA,"Zacarias, M.S.","52.0","1998","09","30",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA070772,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"41",2020-11-04 11:07:43-03,ESALQ,ESA,"70775",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,NA,"Zacarias, M.S.",NA,"1998","04","14",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA070775,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"42",2020-11-04 11:07:43-03,ESALQ,ESA,"10710",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,"Rodrigues, R.R.","Catharino, E.L.M.",NA,"1984","08","01",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA010710,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"43",2020-11-04 11:07:43-03,ESALQ,ESA,"14936",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,NA,NA,"Barreto, K.D. et al.","948.0","1993","07","26",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA014936,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"48",2020-11-04 11:07:43-03,ESALQ,ESA,"5469",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,"Kampf, E.","Kampf, E.","187.0","1989","12","12",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA005469,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"49",2020-11-04 11:07:43-03,ESALQ,ESA,"5487",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,"Kampf, E.","Kampf, E.","67.0","1989","07","27",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA005487,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"50",2020-11-04 11:07:43-03,ESALQ,ESA,"5809",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,"Catharino, E.L.M.","Catharino, E.L.M.",NA,"1984","08","17",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA005809,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
