X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,typeStatus,stateProvince,locality,phylum,order,scientificNameAuthorship,identifiedBy,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,verbatimLongitude,verbatimLatitude,class,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,relatedCatalogItem,individualCount,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.05,-23.58,"11",2021-03-15 16:37:00-03,NY,NYBG,"788373",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata subopposita,S. M. de Campos,"226","1960","06","03",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21834' target='other'> <mi>dwc_moreinfo</mi></a>,NY00788373,NA,São Paulo,"Posto Experimental Criaçao de Ovinos (P.E.C.O.). 4km NNW da cidade de Itapetininga, 12km pela estrada.",Magnoliophyta,Asterales,(DC.) Cabrera,NA,NY00788373_01,Itapetininga,-48.05,-23.58,NA,NA,subopposita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"12",2021-03-15 16:37:00-03,NY,NYBG,"788178",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,O. Handro,s.n.,"1947","04","12",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241323' target='other'> <mi>dwc_moreinfo</mi></a>,NY00788178,NA,São Paulo,Jabaquara.,Magnoliophyta,Asterales,Vahl,G. Heiden,NY00788178_01,Sao Paulo,-46.63,-23.5403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-23.2603,"20",2021-03-15 16:37:00-03,NY,NYBG,"788266",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,L. Riedel,"1861","1834","02",NA,South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415738' target='other'> <mi>dwc_moreinfo</mi></a>,NY00788266,NA,São Paulo,Ytu.,Magnoliophyta,Asterales,Vahl,G. Heiden,NY00788266_01,Itu,-47.29,-23.2603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.74,-23.3603,"31",2021-03-15 16:37:00-03,NY,NYBG,"788371",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata subopposita,W. Hoehne,s.n.,"1946","01","02",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21837' target='other'> <mi>dwc_moreinfo</mi></a>,NY00788371,NA,São Paulo,NA,Magnoliophyta,Asterales,(DC.) Cabrera,NA,NY00788371_01,Caieiras,-46.74,-23.3603,NA,NA,subopposita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.05,-23.58,"33",2021-03-15 16:37:00-03,NY,NYBG,"788373",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata subopposita,S. M. de Campos,"226","1960","06","03",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21834' target='other'> <mi>dwc_moreinfo</mi></a>,NY00788373,NA,São Paulo,"Posto Experimental Criaçao de Ovinos (P.E.C.O.). 4km NNW da cidade de Itapetininga, 12km pela estrada.",Magnoliophyta,Asterales,(DC.) Cabrera,NA,NY00788373_01,Itapetininga,-48.05,-23.58,NA,NA,subopposita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.74,-23.3603,"41",2021-03-15 16:37:00-03,NY,NYBG,"788371",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata subopposita,W. Hoehne,s.n.,"1946","01","02",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21837' target='other'> <mi>dwc_moreinfo</mi></a>,NY00788371,NA,São Paulo,NA,Magnoliophyta,Asterales,(DC.) Cabrera,NA,NY00788371_01,Caieiras,-46.74,-23.3603,NA,NA,subopposita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.701892,-23.349339,"57",2019-12-12 15:31:37-03,UFABC,HUFABC,"002123",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,Keller V.C.,"147","2018","01","10",NA,Brasil,NA,NA,Arbusto,HUFABC002123,NA,São Paulo,"Parque Estadual do Juquery, Estrada para o Ovo da Pata, próximo à torre do linhão de energia",Angiospermas,NA,Vahl.,M. Monge,NA,Franco da Rocha,-46.701892,-23.349339,NA,NA,NA,"-46.701892","-23.349339",NA,NA,NA,"2018","05","06",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.701892,-23.349339,"58",2019-12-12 15:31:37-03,UFABC,HUFABC,"002124",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,Keller V.C.,"148","2018","01","10",NA,Brasil,NA,NA,Arbusto,HUFABC002124,NA,São Paulo,"Parque Estadual do Juquery, Estrada para o Ovo da Pata, próximo à torre do linhão de energia",Angiospermas,NA,Vahl.,M. Monge,NA,Franco da Rocha,-46.701892,-23.349339,NA,NA,NA,"-46.701892","-23.349339",NA,NA,NA,"2018","05","06",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.701892,-23.349339,"59",2019-12-12 15:31:37-03,UFABC,HUFABC,"002125",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,Keller V.C.,"149","2018","01","10",NA,Brasil,NA,NA,Arbusto,HUFABC002125,NA,São Paulo,"Parque Estadual do Juquery, Estrada para o Ovo da Pata, próximo à torre do linhão de energia",Angiospermas,NA,Vahl.,M. Monge,NA,Franco da Rocha,-46.701892,-23.349339,NA,NA,NA,"-46.701892","-23.349339",NA,NA,NA,"2018","05","06",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"60",2019-10-09 11:09:57-03,UFBA,ALCB,"028468",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W",s/n,"1946","01","02",Southern America,Brasil,NA,NA,Forma feminina.,NA,NA,São Paulo,NA,Dicotyledon,NA,Vahl,"Teles, AM",NA,Caieiras,-46.7400016784668,-23.3600006103516,NA,NA,NA,NA,NA,NA,"9448",auto,"2003","10",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"63",2019-10-09 11:09:57-03,UFBA,ALCB,NA,PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W",s/n,"1946","01","02",Southern America,Brasil,NA,NA,Forma feminina.,NA,NA,São Paulo,Caieiras,Dicotyledon,NA,Vahl,"Teles, AM",NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,"2003","10",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"64",2019-10-09 11:09:57-03,UFBA,ALCB,NA,PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W",s/n,"1946","01","02",Southern America,Brasil,NA,NA,Forma feminina.,NA,NA,São Paulo,Caieiras,Dicotyledon,NA,Vahl,"Teles, AM",NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,"2003","10",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"65",2019-10-09 11:09:57-03,UFBA,ALCB,"28465",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W",NA,"1942","03","10",Southern America,Brasil,NA,NA,forma masculina,NA,NA,São Paulo,Próximo a São Miguel,Dicotyledon,NA,Vahl,"Teles, AM",NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,"2003","10",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"88",2020-11-04 11:01:11-03,ESALQ,ESA,"26699",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Souza, V.C. et al.","7159.0","1994","11","13",NA,Brasil,NA,NA,NA,ESA026699,NA,São Paulo,NA,Magnoliophyta,NA,Vahl,"Scaramuzza, C.A.M.",ESA026699,Bom Sucesso de Itararé,-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,NA,NA,"14955",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"89",2020-11-04 11:01:11-03,ESALQ,ESA,"31584",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W.","12027.0","1946","12","20",NA,Brasil,NA,NA,NA,ESA031584,NA,São Paulo,NA,Magnoliophyta,NA,Vahl,"Heiden, G.",ESA031584,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,"2010",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"90",2020-11-04 11:01:11-03,ESALQ,ESA,"31587",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W.","11596.0","1946","01","02",NA,Brasil,NA,NA,NA,ESA031587,NA,São Paulo,NA,Magnoliophyta,NA,Vahl,"Heiden, G.",ESA031587,Caieiras,-46.7400016784668,-23.3600006103516,NA,NA,NA,NA,NA,NA,"9448",auto,"2010",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"91",2020-11-04 11:01:11-03,ESALQ,ESA,"131781",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,Grupo 9,"5.0","2009","10","18",NA,Brasil,NA,NA,NA,ESA131781,NA,São Paulo,NA,Magnoliophyta,NA,NA,"Carneiro, E.A. et al.",NA,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,NA,"27729",auto,"2009","10","30",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"92",2020-11-04 11:01:11-03,ESALQ,ESA,"31585",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W.","12028.0","1947","02","14",NA,Brasil,NA,NA,NA,ESA031585,NA,São Paulo,NA,Magnoliophyta,NA,Vahl,"Heiden, G.",ESA031585,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,"2010",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"102",2019-02-15 11:33:49-02,IPA,IPA,"43551",S,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,IrmãoTeodoro,s.n.,"1946","02","08",Southern America,Brasil,NA,NA,Forma feminina.,IPA0043551,NA,São Paulo,NA,Plantae,NA,Vahl,"Heiden, G.",NA,Caieiras,-46.7400016784668,-23.3600006103516,NA,NA,NA,NA,NA,NA,"9448",auto,"2008","08","12",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"103",2019-02-15 11:33:49-02,IPA,IPA,"10439",S,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Pickel, B.","5166","1941","01","07",Southern America,Brasil,NA,NA,Folhas pegajosas (grudou no papel camisa). Flores brancas.,IPA0010439,NA,São Paulo,Fazenda Rosário. Perto de uma lagoa.,Plantae,NA,Vahl,"Heiden, G.",NA,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,NA,NA,"17840",auto,"2008","08","12",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"104",2019-02-15 11:33:49-02,IPA,IPA,"47739",S,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W.",s.n.,"1947","02","14",Southern America,Brasil,NA,NA,Brejo. Forma feminina.,IPA0047739,NA,São Paulo,Próximo a Jaraguá.,Plantae,NA,Vahl,"Heiden, G.",NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,"2008","08","12",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.931944,-22.956667,"149",2021-03-01 16:23:26-03,UNICAMP,UEC,"151519",S,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Costa, ACM","94","2009","01","11",NA,Brazil,NA,NA,"Arbusto, flor vinho e verde-claro. Borda da trilha.",UEC119435,NA,São Paulo,"Clube de Campo Valinhos, mata ciliar",Magnoliopsida,NA,Vahl,"Heiden, G",UEC119435,Valinhos,-46.931944,-22.956667,"955","955",NA,"-46.931944","-22.956667",NA,NA,NA,"2010","11",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"238",2020-12-21 16:15:01-03,MBM,MBM,"190248",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W.",s.n.,"1946","01","02",Southern America,Brazil,NA,NA,Forma masculina.,MBM190248,NA,São Paulo,NA,NA,NA,Vahl,"Ribas, O.S.",MBM190248,Caieiras,-46.7400016784668,-23.3600006103516,NA,NA,NA,NA,NA,NA,"9448",auto,"2004","12",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
