X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,typeStatus,stateProvince,locality,phylum,order,scientificNameAuthorship,identifiedBy,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,verbatimLongitude,verbatimLatitude,class,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,relatedCatalogItem,individualCount,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"239",2020-12-21 16:15:01-03,MBM,MBM,"190250",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W.",s.n.,NA,NA,NA,Southern America,Brazil,NA,NA,Forma feminina.,MBM190250,NA,São Paulo,Via Anhanguera.,NA,NA,Vahl,"Ribas, O.S.",MBM190250,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,"2004","12",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.883333,-22.283333,"242",2020-12-21 16:15:01-03,MBM,MBM,"197947",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Pietrobom da Silva, M.R.","3165","1996","03","10",Southern America,Brazil,NA,NA,"Arbustiva ca. 1,50 m altura, flores esverdeadas.; Baixada com capão de cerradão e mata seca semidecídua. mata ciliar e grotão de vossoroca. Região de criação extensiva de gado bovino. Brejo próximo da mata ciliar.",MBM197947,NA,São Paulo,NA,NA,NA,Vahl,"Heiden, G.",MBM197947,Mirante do Paranapanema,-51.883333,-22.283333,"400","450",NA,"-51.883333","-22.283333",NA,NA,NA,"2010","07","12",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-23.2600002288818,"266",2020-12-21 16:15:01-03,MBM,MBM,"173446",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Silva, S.M.; Souza, W.S.; Souza, W.S.","1114","1987","01","06",Southern America,Brazil,NA,NA,"Subarbusto de flores esverdeadas.; Campo cerrado.",MBM173446,NA,São Paulo,NA,NA,NA,Vahl,"Heiden, G.",MBM173446,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,NA,NA,"22309",auto,"2010","07","14",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"268",2020-12-21 16:15:01-03,MBM,MBM,"190250",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata subopposita,"Hoehne, W.","12192","1949","01","17",Southern America,Brazil,NA,NA,O.S. Ribas mudou em 4.II.2005,MBM190250,NA,São Paulo,"Via Anhanguera, km 22",NA,NA,(DC.) Cabrera,"Luis, T.",MBM190250,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,subopposita,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"269",2020-12-21 16:15:01-03,MBM,MBM,"190248",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata subopposita,"Hoehne, W.","11595","1946","01","02",Southern America,Brazil,NA,NA,O.S. Ribas mudou em 4.II.2005,MBM190248,NA,São Paulo,Caieiras,NA,NA,(DC.) Cabrera,"Hoehne, W.",MBM190248,Caieiras,-46.7400016784668,-23.3600006103516,NA,NA,subopposita,NA,NA,NA,"9448",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"271",2020-12-21 16:15:01-03,MBM,MBM,"190250",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata subopposita,"Hoehne, W.","12192","1949","01","17",Southern America,Brazil,NA,NA,O.S. Ribas mudou em 4.II.2005,MBM190250,NA,São Paulo,"Via Anhanguera, km 22",NA,NA,(DC.) Cabrera,"Luis, T.",MBM190250,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,subopposita,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"272",2020-12-21 16:15:01-03,MBM,MBM,"190248",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata subopposita,"Hoehne, W.","11595","1946","01","02",Southern America,Brazil,NA,NA,O.S. Ribas mudou em 4.II.2005,MBM190248,NA,São Paulo,Caieiras,NA,NA,(DC.) Cabrera,"Hoehne, W.",MBM190248,Caieiras,-46.7400016784668,-23.3600006103516,NA,NA,subopposita,NA,NA,NA,"9448",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"273",2019-11-01 15:27:58-03,PUC-RIO,FCAB,"0849",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,P. Capell S.J.,s.n.,"1951","12","06",NA,Brasil,NA,NA,NA,"000849",NA,São Paulo,NA,NA,Angiospermae,Vahl,NA,NA,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.674942,-20.021736,"331",2020-12-11 11:32:31-03,UFMG,BHCB,"149038",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Mansur, T; Vidal, CV","161","2011","01","21",Southern America,Brasil,NA,NA,"Campo rupestre sobre canga couraçada arbustivo (1,50m)",NA,NA,Minas Gerais,"Serra Gandarela, Projeto Mina Apolo",Dicotyledon,NA,Vahl,NA,NA,Santa Bárbara,-49.674942,-20.021736,"1614","1614",NA,"-49.674942","-20.021736",NA,NA,NA,"2011","03",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"333",2020-12-11 11:32:31-03,UFMG,BHCB,"32328",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W",s.n.,"1949","01","17",Southern America,Brasil,NA,NA,Forma masculina,BHCB023470,NA,São Paulo,"Via Anhanguera, km 22",Dicotyledon,NA,Vahl,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,"2011","06","28",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.05,-23.58,"480",2020-09-12 05:00:02-03,US,US,"2369554",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,S. Machado,"226","1960","6","3",South America - Neotropics,Brazil,NA,NA,NA,US01726746,NA,São Paulo,"Mun. Itapetininga, 4 km NNW da cid. de Itapetininga, em linha reta, 12 km pela rodovia.",NA,Asterales,Vahl,NA,US01726746_01,NA,-48.05,-23.58,NA,NA,NA,NA,NA,Dicotyledonae,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"513",2020-09-02 16:20:55-03,Cenargen,CEN,"25636",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,Wilson Hoehne,NA,"1946","01","02",NA,Brasil,Exsicatas,NA,Rev. Irmão Teodoro 8II/1946. Forma feminina. Doação da Universidade de São Paulo - Herbário SPF,CEN00025636,NA,SP,NA,NA,NA,Vahl,G. Heiden,CEN00025636,CAIEIRAS,-46.7400016784668,-23.3600006103516,NA,NA,NA,NA,NA,NA,"9448",auto,"2011","04",NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"514",2020-09-02 16:20:55-03,Cenargen,CEN,"25638",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,Wilson Hoehne,NA,"1942","03","10",NA,Brasil,Exsicatas,NA,Rev. Irmão Teodoro. Forma masculina. Doação da Universidade de São Paulo - Herbário SPF,CEN00025638,NA,SP,Próximo a São Miguel.,NA,NA,Vahl,G. Heiden,CEN00025638,SAO PAULO,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,"2011","04",NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"520",2019-10-07 09:11:10-03,UEFS,HUEFS,"23478",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Hoehne, W.","14073","1947","02","14",NA,Brasil,NA,NA,NA,HUEFS0023478,NA,São Paulo,NA,Angiospermae,Asterales,Vahl,G.Heiden,HUEFS0023478,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,Asteranae,"53584",auto,"2009","06",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6361,-23.5475,"526",2019-06-24 08:12:22-03,IAC,IAC,"17289",S,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,W. Hoehne,"2081","1948","09","21",NA,Brasil,NA,NA,NA,NA,NA,São Paulo,próximo a Campos Congonhas- capital de São Paulo,NA,NA,Vahl,G. Heiden,NA,São Paulo,-46.6361,-23.5475,NA,NA,NA,"-46.6361","-23.5475",NA,NA,NA,"2010","11","21",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8842,-23.1864,"528",2019-06-24 08:12:22-03,IAC,IAC,"3733",S,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,A.P. Viégas,s/nº,"1939","04","05",NA,Brasil,NA,NA,Planta feminina,NA,NA,São Paulo,Alto da Serra dos Cristais,NA,NA,Vahl,A.P. Viégas,NA,Jundiaí,-46.8842,-23.1864,NA,NA,NA,"-46.8842","-23.1864",NA,NA,NA,"1939","04","05",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.05,-23.583333,"545",2019-11-01 14:53:23-03,UnB,UB,"122183",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,"Campos, SM","226","1960","06","03",Southern America,Brasil,NA,NA,"Flowers white.; Shrub 6-7m.; Campo limpo",NA,NA,São Paulo,"Posto Experimental. Criação de Ovinos. 4km NNW of city of Itapetininga, 12km by road",Dicotyledoneae,NA,Vahl,"Heiden, G",NA,Itapetininga,-48.05,-23.583333,NA,NA,NA,"-48.05","-23.583333",NA,NA,NA,"2011","04",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"553",2021-03-04 15:42:28-03,IF,SPSF,"29145",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,J.B.Baitello,"1058","2002","01","23",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo&nf;;",NA,NA,SP,Parque Estadual do Juqueri,Magnoliophyta,Asterales,Vahl.,G.Heiden,NA,Franco da Rocha,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,Magnoliopsida,"12135",auto,"2011","06","17",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"554",2021-03-04 15:42:28-03,IF,SPSF,"30522",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,A.Silva,NA,"2002","10","16",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Vegetação Secundária.;",NA,NA,SP,"Parque Estadual da Serra do Mar, Núcleo Curucutú",Magnoliophyta,Asterales,Vahl,G.Heiden,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,Magnoliopsida,"53584",auto,"2011","06","22",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"555",2021-03-04 15:42:28-03,IF,SPSF,"20588",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,W.Hoehne,NA,"1946","12","20",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,SP,proximo ao Jaragua,Magnoliophyta,Asterales,Vahl,G.Heiden,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,Magnoliopsida,"53584",auto,"2011","06","22",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"557",2021-03-04 15:42:28-03,IF,SPSF,"32433",PreservedSpecimen,Plantae,Asteraceae,Baccharis,tridentata,Baccharis tridentata,F.A.R.D.P.Arzolla & C. de Moura & F.E.S.P.Vilela,"321","2003","10","01",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbusto; GEOGRAFIA: mata secundaria&nf;;",NA,NA,SP,proximo Represa Billings,Magnoliophyta,Asterales,Vahl,G.Heiden,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,Magnoliopsida,"27258",auto,"2011","06","22",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
