X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,month,day,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,identifiedBy,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,typeStatus,verbatimLongitude,verbatimLatitude,class,infraspecificEpithet,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5,-22.75,"2",2021-03-15 16:37:00-03,NY,NYBG,"615648",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,(DC.) D.Legrand & Kausel,L. R. Landrum,"2798","1977",South America,Brazil,São Paulo,Hillside north of Capivari,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368791' target='other'> <mi>dwc_moreinfo</mi></a>,NY00615648,NY00615648_01,"12","04",Campos do Jordao,-45.5,-22.75,"1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.75,"4",2021-03-15 16:37:00-03,NY,NYBG,"615650",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,(DC.) D.Legrand & Kausel,L. R. Landrum,"2798","1977",South America,Brazil,São Paulo,"Reserva florestal de Campos de Jordao, hillside north of Capivari",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368793' target='other'> <mi>dwc_moreinfo</mi></a>,NY00615650,NY00615650_01,"12","04",Campos do Jordao,-45.5,-22.75,"1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.48067,-22.690526,"6",2021-03-15 16:37:00-03,NY,NYBG,"615651",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,(DC.) D.Legrand & Kausel,J. Mattos,"14348","1966",South America,Brazil,São Paulo,"Campos do Jordao, Fazenda da Guarda, Horto Florestal",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368790' target='other'> <mi>dwc_moreinfo</mi></a>,NY00615651,NY00615651_01,"12","15",Campos do Jordao,-45.48067,-22.690526,NA,NA,L. R. Landrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.75,"8",2021-03-15 16:37:00-03,NY,NYBG,"615649",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,(DC.) D.Legrand & Kausel,L. R. Landrum,"2819","1977",South America,Brazil,São Paulo,Reserva florestal de Campos de Jordao,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368792' target='other'> <mi>dwc_moreinfo</mi></a>,NY00615649,NY00615649_01,"12","05",Campos do Jordao,-45.5,-22.75,"1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"24",2020-11-04 10:56:24-03,ESALQ,ESA,"135857",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,(DC.) D. Legrand & Kausel,C.P. Caliari,"3038.0","2012",NA,Brasil,São Paulo,NA,NA,NA,ESA135857,NA,"03","08",Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,C.P. Caliari,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.75,"33",2018-03-08 09:18:16-03,ASU,ASU-PLANTS,NA,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,(DC.) D.Legrand & Kausel,L. R. Landrum,"2817","1977",NA,Brazil,Sao Paulo,"Campos do Jordao, Reserva florestal . about 1-2km past administration and nursery into the Reserva",NA,"PHOTO-MICH; Small tree 3m tall.",NA,NA,"12","5",NA,-45.5,-22.75,"1600",NA,Legrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"48",2021-03-01 16:36:28-03,UNICAMP,UEC,"23909",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,(A.DC.) D.Legrand & Kausel,"Fonseca-Vaz, A","318","1979",NA,Brazil,São Paulo,"Parque Est C. Jordão. Estação Filoecológica n°1.&nf;Árvore n°11.",NA,"Arvoreta +/- 3m de alt., frutos jovens verdes e quando senescentes negros.; Mata de Araucária e Podecarpus.",UEC051119,UEC051119,"11","23",Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,"Meireles, LD","21048",auto,"2013",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"49",2021-03-01 16:36:28-03,UNICAMP,UEC,"11946",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,(A.DC.) D.Legrand & Kausel,"Davis, PH; Cruz, ND; Semir, J; Felippe, GM; Kinoshita, LS; Shepherd, GJ","3048","1976",NA,Brazil,São Paulo,Reserva do Instituto Florestal. São José dos Alpes.,NA,"Árvore, 3m. Frutos.&nf;; Beira da mata.",UEC051120,UEC051120,"09","29",Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,"Meireles, LD","21048",auto,"2013",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"50",2021-03-01 16:36:28-03,UNICAMP,UEC,"199302",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,(A.DC.) D.Legrand & Kausel,"Furlan, A","518","1988",NA,Brazil,São Paulo,Estrada para São José dos Alpes,NA,"Arbusto, 4m de alt., frutos verdes.",UEC160564,UEC160564,"06","19",São José dos Campos,-45.8800010681152,-23.1700000762939,"1900","1900","Meireles, LD","39297",auto,"2014","05",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"51",2021-03-26 10:43:28-03,UDESC,LUSC,"8014",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrceugenia,bracteosa,Myrceugenia bracteosa,(DC.) D.Legrand & Kausel,"Lucas, E.J.; et al.","469","2006",NA,Brasil,São Paulo,"Distrito de Campos Novos, próximo a Sete.",NA,NA,LUSC004877,LUSC004877,"11","18",Cunha,-44.9599990844727,-23.0699996948242,NA,NA,"Mazine, F.F.","38855",auto,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
