X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,geoFlag,individualCount,continentOcean,preparationType,barcode,imagecode,class,typeStatus,fieldNumber,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.7299995422363,-22.6800003051758,"24",2020-11-04 11:11:16-03,ESALQ,ESA,"89145",PreservedSpecimen,Plantae,Magnoliophyta,NA,Gesneriaceae,Sinningia,magnifica,Sinningia magnifica,(Otto & Dietr.) Wiehler,"Arzolla, F.A.R.D.P.",NA,NA,NA,"Arzolla, F.A.R.D.P. ; Paula, G.C.R.","404.0","2004","01","24",Brasil,São Paulo,São Bento do Sapucaí,NA,-45.7299995422363,-22.6800003051758,NA,NA,"18089",NA,NA,NA,auto,NA,NA,NA,ESA089145,ESA089145,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.7299995422363,-22.6800003051758,"26",2020-11-04 11:11:16-03,ESALQ,ESA,"22278",PreservedSpecimen,Plantae,Magnoliophyta,NA,Gesneriaceae,Sinningia,magnifica,Sinningia magnifica,(Otto & Dietr.) Wiehler,"Chautems, A.",NA,NA,NA,"Tamashiro, J.Y. et al.","847.0","1995","04","13",Brasil,São Paulo,São Bento do Sapucaí,NA,-45.7299995422363,-22.6800003051758,NA,NA,"18089",NA,NA,NA,auto,NA,NA,NA,ESA022278,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"31",2015-07-02 14:02:15-03,JBP,HPL,"12420",S,Plantae,NA,NA,Gesneriaceae,Sinningia,magnifica,Sinningia magnifica,NA,H. Lorenzi,"2011","02","06",H. Lorenzi,"7046","2011","02","06",Brasil,SP,Nova Odessa,"Coletado sob cultivo no Jardim Botânico Plantarum; trazido por H. Lorenzi, S. Vieira & M. Peixoto em 09/11/2010 do município de Nova Friburgo, estrada do lago, sobre paredões rochosos expostos ao sol em parte do dia.",-47.29,-22.77,NA,NA,"8440",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"35",2015-07-02 14:02:15-03,JBP,HPL,"13136",S,Plantae,NA,NA,Gesneriaceae,Sinningia,magnifica,Sinningia magnifica,NA,A. Campos-Rocha,"2013","02","18",A. Campos-Rocha,"1142","2013","02","18",Brasil,SP,Nova Odessa,"Coletado em cultivo no Jardim Botânico Plantarum, estufa Van der Hooven, originário do habitat natural no Caparaó.",-47.29,-22.77,NA,NA,"8440",NA,NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.084528,-23.134556,"47",2019-11-21 14:37:24-03,UFJF,CESJ,"71205",PreservedSpecimen,Plantae,Angiosperma,NA,Gesneriaceae,Sinningia,magnifica,Sinningia magnifica,Otto & A. Dieter,L.C. Pereira,"2018","04","28","L.C. Pereira; L. Menini Neto; S.G. Furtado; R.M. Mello","78","2018","04","28",Brasil,São Paulo,São Bento do Sapucaí,"Complexo Pedra do Baú, Coletada no paredão no sopé da Pedra do Baú.",-46.084528,-23.134556,"-46.084528","-23.134556",NA,NA,NA,"Erva rupícola. Folhas verde-claro. Flores vermelhas e frutos secos, marrons.",NA,NA,América do Sul,NA,CESJ071205,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.084528,-23.134556,"48",2019-11-21 14:37:24-03,UFJF,CESJ,"71203",PreservedSpecimen,Plantae,Angiosperma,NA,Gesneriaceae,Sinningia,magnifica,Sinningia magnifica,Otto & A. Dieter,L.C. Pereira,"2018","04","28","L.C. Pereira; L. Menini Neto; S.G. Furtado; R.M. Mello","76","2018","04","28",Brasil,São Paulo,São Bento do Sapucaí,"Complexo Pedra do Baú, Coletada no topo da Pedra do Bauzinho.",-46.084528,-23.134556,"-46.084528","-23.134556",NA,NA,NA,"Erva rupícola. Folhas verde-claro, com muitos tricomas. Flores passadas, vermelhas. Frutos imaturos.",NA,NA,América do Sul,NA,CESJ071203,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.084528,-23.134556,"56",2019-11-21 14:37:24-03,UFJF,CESJ,"71204",PreservedSpecimen,Plantae,Angiosperma,NA,Gesneriaceae,Sinningia,magnifica,Sinningia magnifica,Otto & A. Dieter,L.C. Pereira,"2018","04","28","L.C. Pereira; L. Menini Neto; S.G. Furtado; R.M. Mello","77","2018","04","28",Brasil,São Paulo,São Bento do Sapucaí,"Complexo Pedra do Baú, Coletada na trilha para pedra Ana Chata.",-46.084528,-23.134556,"-46.084528","-23.134556",NA,NA,NA,"Erva epífitica acidental. Folhas verde-claro. Frutos passados, marrons.",NA,NA,América do Sul,NA,CESJ071204,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.6575,-22.69,"72",2020-02-10 17:53:25-03,UNICAMP,UEC,"70560",S,Plantae,Magnoliopsida,NA,Gesneriaceae,Sinningia,magnifica,Sinningia magnifica,(Otto & D.Dietr.) Wiehler,"Chautems, A","1996",NA,NA,"Tamashiro, JY; Belinello, R; Souza, JP; Fernandes, GD; Ivanauskas, NM; Miyagi, PH","847","1995","04","13",Brazil,São Paulo,São Bento Do Sapucaí,Pedra do Bauzinho,-45.6575,-22.69,"-45.6575","-22.69",NA,NA,NA,"flor, Tuberoso, flores com cálice verde com indumento vermelho, corola vermelha com calosidade vinosa.",NA,NA,NA,NA,UEC141471,UEC141471,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.880833,-22.459444,"73",2020-02-10 17:53:25-03,UNICAMP,UEC,"73765",S,Plantae,Magnoliopsida,NA,Gesneriaceae,Sinningia,magnifica,Sinningia magnifica,(Otto & D.Dietr.) Wiehler,"Chautems, A","1998","01",NA,"Koch, I; Kinoshita, LS","205","1995","04","06",Brazil,São Paulo,Lavrinhas,"Vale do Ribeirão do Braço, A 12 km ao Norte de Lavrinhas.",-44.880833,-22.459444,"-44.880833","-22.459444",NA,NA,NA,"flor, Entre Eucaliptus e mata. Erva decumbente; 1 m de altura; flores vermelho-vivo.",NA,NA,NA,NA,UEC141473,UEC141473,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.881667,-22.462778,"74",2021-03-01 16:31:42-03,UNICAMP,UEC,"88822",S,Plantae,Magnoliopsida,NA,Gesneriaceae,Sinningia,magnifica,Sinningia magnifica,(Otto & D.Dietr.) Wiehler,"Chautems, A","2019",NA,NA,"Koch, I; Kinoshita, LS",205a,"1995","04","06",Brazil,São Paulo,Lavrinhas,"Brasil, SP, Lavrinhas, 12km ao Norte de Lavrinhas, vale do Ribeirão do Braço.",-44.881667,-22.462778,"-44.881667","-22.462778",NA,NA,NA,"Erva decumbente; 1m de alt;flores vermelho vivas.; Entre Eucaliptus e mata.",NA,NA,NA,NA,UEC162002,UEC162002,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
