X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,phylum,order,typeStatus,continentOcean,preparationType,occurrenceRemarks,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.992538,-25.197304,"12",2021-03-15 16:37:00-03,NY,NYBG,"01096170",PreservedSpecimen,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A.St.-Hil.,M. R. F. Melo,M. R. F. Melo,"974","1990","12","06",Brazil,São Paulo,Cananéia,Ilha do Cardoso.,-47.992538,-25.197304,NA,NA,NA,NA,NY01096170,NY01096170_01,Magnoliophyta,Magnoliales,NA,South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233556' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.636125,-23.657066,"24",2021-03-15 16:37:00-03,NY,NYBG,"01081556",PreservedSpecimen,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A.St.-Hil.,R. de Mello-Silva,R. de Mello-Silva,"20","1987","08","13",Brazil,São Paulo,Diadema,Parque Estadual das Fontes do Ipirange - Vila Facchini.,-46.636125,-23.657066,NA,NA,NA,NA,NY01081556,NY01081556_01,Magnoliophyta,Magnoliales,NA,South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237909' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.492222,-22.881111,"45",2021-02-08 11:09:12-03,UNESP-IBB,BOTU,"27692",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A. St.-Hil.) Spreng.,"Magalhães, J.H.R.","Magalhães, J.H.R.","25","2010","01","29",Brasil,São Paulo,Botucatu,Distrito de Rubião Júnior,-48.492222,-22.881111,48°29'32w,22°52'52s,NA,NA,BOTU027692,NA,NA,NA,NA,NA,NA,NA,"2010","01","29",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.733333,-22.816667,"46",2021-02-08 11:09:12-03,UNESP-IBB,BOTU,"23629",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A. St.-Hil.) Spreng.,NA,"Ferreira, R.C.C.","90","1997","06","19",Brasil,São Paulo,Botucatu,NA,-49.733333,-22.816667,49° 44' w,22°49's,NA,NA,BOTU023629,NA,NA,NA,NA,NA,NA,Fruto seco deiscente.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.533333,-22.383333,"47",2021-02-08 11:09:12-03,UNESP-IBB,BOTU,"26815",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A. St.-Hil.) Spreng.,"Santos, L.B.","Santos, L.B.","421","2009","11","09",Brasil,São Paulo,Rio Claro,NA,-47.533333,-22.383333,47°32'w,22°23's,NA,NA,BOTU026815,NA,NA,NA,NA,NA,NA,"Árvore, 12 m de altura, folhas coriáceas, tépalas brancas, carnosas, anteras amarelas","2009","11",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.016667,-22.333333,"48",2021-02-08 11:09:12-03,UNESP-IBB,BOTU,"25421",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A. St.-Hil.) Spreng.,"Souza, V.","Carboni, M.","268","2005","10","27",Brasil,São Paulo,Bauru,Reserva Legal do Campus da UNESP,-49.016667,-22.333333,49°01'w,22°20's,NA,NA,BOTU025421,NA,NA,NA,NA,NA,NA,Mata de brejo. 6m de altura. <ll>dwc_commonname:</ll> pinha-do-brejo,"2005","12","12",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.523889,-23.04875,"49",2021-02-08 11:09:12-03,UNESP-IBB,BOTU,"25889",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A. St.-Hil.) Spreng.,"Campos, C.J.","Sonsin, J.O.","22","2007","03","16",Brasil,São Paulo,Pratânia,NA,-48.523889,-23.04875,48°31'26w,"23°02'55,5s",NA,NA,BOTU025889,NA,NA,NA,NA,NA,NA,"Árvore de 6,2 m de altura e 25 cm de CAP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"56",2020-01-20 14:40:35-03,UPM,MACK,"2866",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,Gonçalves,L. T. A. Vieira,"397","2015","10","03",Brasil,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,"HMACK00002866-L.T.A.Vieira397-3/10/2015,ParqueEstadualdoJuquery,FrancodaRocha,SP,Brasil",NA,NA,NA,NA,NA,NA,NA,"2017",NA,NA,"12135",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"57",2019-12-12 15:31:44-03,UFABC,HUFABC,"001292",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,NA,"Almeida, RF","192","2007","12","21",Brasil,São Paulo,São Paulo,Parque Independência,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,HUFABC001292,NA,Angiospermas,NA,NA,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; árvore, 12,5 m alt., flores cremes",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"70",2020-11-04 11:12:26-03,ESALQ,ESA,"125914",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,NA,"Santos, L.B.","Santos, L.B.","421.0","1905","07","01",Brasil,São Paulo,Rio Claro,NA,-47.560001373291,-22.4099998474121,NA,NA,NA,NA,ESA125914,ESA125914,Magnoliophyta,NA,NA,NA,NA,NA,"1905","07","01","21773",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
