X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,day,imagecode,order,recordNumber,continentOcean,preparationType,phylum,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,eventTime,fieldNumber,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"13",2021-03-15 16:37:00-03,NY,NYBG,"01091725",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,J. F. de Toledo,NA,NA,NA,W. Hoehne,"1941","05",Brazil,São Paulo,São Paulo,Próximo de Anastácio.,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1251218' target='other'> <mi>dwc_moreinfo</mi></a>,NY01091725,"20",NY01091725_01,Cucurbitales,s.n.,South America,sheet,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"18",2021-03-15 16:37:00-03,NY,NYBG,"01091705",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"V. L. Gomes-Klein; R. Cesar",NA,NA,NA,M. Kuhlmann,"1955","02",Brazil,São Paulo,Sao Paulo,Jardim Botânico.,-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250964' target='other'> <mi>dwc_moreinfo</mi></a>,NY01091705,"01",NY01091705_01,Cucurbitales,"3545",South America,sheet,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"21",2021-03-15 16:37:00-03,NY,NYBG,"778949",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,V. L. Gomes-Klein,NA,NA,NA,W. Hoehne,"1955","01",Brazil,São Paulo,Sao Paulo,"Capital São Paulo, Parque do Estado.",-46.621883,-23.654505,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799110' target='other'> <mi>dwc_moreinfo</mi></a>,NY00778949,"28",NY00778949_01,Cucurbitales,s.n.,South America,sheet,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.52183,-24.48306,"42",2020-11-24 17:10:36-03,UTFPR,DVPR,"1608",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,Cogn.,"Cordeiro, J; Larocca, P","2012",NA,NA,"Caxambu, MG; et al.","2012","04",Brasil,São Paulo,Pariquera-Açu,Propriedade do Sr. Flávio,-47.52183,-24.48306,"-47.52183","-24.48306","29","29","Trepadeira com gavinhas, heliófita. Frutos imaturos verdes e os maduros alaranjados.; Relevo: suave-ondulado. Vegetação: Floresta Ombrófila Densa Submontana.",DVPR001608,"28",DVPR001608,NA,"4009",NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"46",2019-10-09 11:13:31-03,UFBA,ALCB,"60169",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, VL","2011","11","07","Hoehne, W","1955","01",Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Escandente n mata.,ALCB035664,"28",ALCB035664,NA,s/n,Southern America,NA,Dicotyledon,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"70",2020-11-04 11:05:29-03,ESALQ,ESA,"53371",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, V.L.","2014","06","08","Lucas, E.J. et al.","2006","11",Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,NA,ESA053371,"16",NA,NA,"371.0",NA,NA,Magnoliophyta,NA,NA,"38855",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"71",2020-11-04 11:05:29-03,ESALQ,ESA,"9597",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, V.L.","2014","06","08","Souza, V.C. et al.","1993","02",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA009597,"17",NA,NA,"2333.0",NA,NA,Magnoliophyta,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"72",2020-11-04 11:05:29-03,ESALQ,ESA,"3944",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, V.L.","2014","06","08","Vieira, J.M.S.",NA,NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA003944,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"73",2020-11-04 11:05:29-03,ESALQ,ESA,"101482",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,NA,"Gomes-Klein, V.L.","2014","06","08","Jakovac, A.C.C.","2006","03",Brasil,São Paulo,Ribeirão Grande,NA,-48.3600006103516,-24.0900001525879,NA,NA,NA,NA,NA,ESA101482,"14",ESA101482,NA,"119.0",NA,NA,Magnoliophyta,NA,NA,"25028",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"75",2020-11-04 11:05:29-03,ESALQ,ESA,"78611",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, V.L.","2014","06","08","Hoehne, W.","1942","05",Brasil,São Paulo,São Paulo,Próximo de Anastácio,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,ESA078611,"20",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"79",2020-11-04 11:05:29-03,ESALQ,ESA,"39472",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, V.L.","2014","06","08","Bertoncini, A.P. et al.","1996","12",Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,NA,ESA039472,"18",NA,NA,"792.0",NA,NA,Magnoliophyta,NA,NA,"38855",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"80",2020-11-04 11:05:29-03,ESALQ,ESA,"50224",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,NA,"Gomes-Klein, V.L.","2014","06","08","Scaramuzza, C.A.M. et al.","1993","06",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA050224,"24",NA,NA,"815.0",NA,NA,Magnoliophyta,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"81",2020-11-04 11:05:29-03,ESALQ,ESA,"14867",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, V.L.","2014","06","08","Barreto, K.D. et al.","1993","06",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,ESA014867,"02",NA,NA,"612.0",NA,NA,Magnoliophyta,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"82",2020-11-04 11:05:29-03,ESALQ,ESA,"52617",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, V.L.","2014","06","08","Hoehne, W.","1941","05",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,ESA052617,"20",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.54,"86",2015-07-02 14:01:33-03,JBP,HPL,"2564",S,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,Cogn,H. Lorenzi,"2002","03","15",H. Lorenzi,"2002","03",Brasil,SP,São Paulo,"Coletada no Instituto de Botânica, em beira de mata.",-46.63,-23.54,NA,NA,NA,NA,NA,NA,"15",NA,NA,"3252",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"116",2019-07-26 11:39:51-03,IPA,IPA,"61337",S,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,Cogn.,"Gomes-Klein, V.L.","2000",NA,NA,S/C,NA,NA,Brasil,São Paulo,São Paulo,Parque do Estado.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Escandente na mata.,IPA0061337,NA,NA,NA,"61337",Southern America,NA,Plantae,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"135",2019-11-21 14:33:42-03,UFJF,CESJ,"40667",PreservedSpecimen,Plantae,Curcubitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,V.L. Gomes-Klein,"2000",NA,NA,W. Hoehne,"1955","01",Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Escandente na mata.,CESJ040667,"28",NA,NA,s.n.,América do Sul,NA,Angiosperma,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"136",2021-04-07 11:42:31-03,UFMS,CGMS,"32922",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,J.F. Toledo,NA,NA,NA,W. Hoehne,"1942","05",Brasil,São Paulo,São Paulo,Próximo de Anastácio.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,CGMS1062312,"20",NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.044167,-23.25,"138",2021-03-01 16:28:46-03,UNICAMP,UEC,"92592",S,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, VL","2012","03","20","Bertoncini, AP; Dário, FR; Lopes, RF; Rodrigues, RR; Souza, VC; Tamashiro, JY; et al.","1996","12",Brazil,São Paulo,Cunha,"Parque estadual da Serra do Mar, Núcleo Cunha, Floresta a beira da estrada, na beira do Rio Paraíba.",-45.044167,-23.25,"-45.044167","-23.25",NA,NA,"Folhas cartáceas, frutos listrados de verde e amarelo quando verdes e vermelhos quando maduros.; Floresta Ombrófila Densa Montana.",UEC092876,"18",UEC092876,NA,"792",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7000007629395,-21.5499992370605,"141",2019-08-20 10:10:24-03,UNICAMP,UEC,"148277",S,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Dinato, DO","2008",NA,NA,"Dahlström, L","2008","04",Brazil,São Paulo,Luís Antônio,Dentro e próximo à água,-47.7000007629395,-21.5499992370605,NA,NA,NA,NA,NA,UEC019882,"04",UEC019882,NA,"96",NA,NA,Magnoliopsida,NA,NA,"26872",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883010864258,-23.5228004455566,"142",2021-03-01 16:28:46-03,UNICAMP,UEC,"88841",S,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, VL","2012","03","20","Corrêa, MA","1996","04",Brazil,São Paulo,Mogi das Cruzes,Rodovia Mogi das Cruzes - Cocuera,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,"Trepadeira, flores brancas com gavinhas.",UEC092875,"28",UEC092875,NA,"63",NA,NA,Magnoliopsida,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.5200004577637,"143",2021-03-01 16:28:46-03,UNICAMP,UEC,"3982",S,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Klein, VLG; Cesar, R","1996","06",NA,"Sakane, M","1977","05",Brazil,São Paulo,São Roque,Recanto das Acácias.,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,Trepadeira. Flores verde amareladas em cachos.,UEC019901,"14",UEC019901,NA,"534",NA,NA,Magnoliopsida,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"144",2021-03-01 16:28:46-03,UNICAMP,UEC,"147443",S,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Gomes-Klein, VL","2012","03","20","Sazima, I","2007","08",Brazil,São Paulo,Ubatuba,Picinguaba Caminho para Casa da Farinha,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"Trepadeira, frutos maduros alaranjados, os imaturos verdes com listras mais escuras.",UEC092887,"23",UEC092887,NA,"317",NA,NA,Magnoliopsida,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"184",2021-02-12 18:12:00-03,UFES,VIES,"37621",S,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,"Toledo, J.F.",NA,NA,NA,"Hoehne, W.","1942","05",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,VIES037621,"20",VIES037621,NA,s.n.,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.87175,-24.8085,"188",2019-08-16 08:39:03-03,UTFPR,HCF,"10580",S,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn.,J. Cordeiro & P.Larocca,"2012",NA,NA,M.G. Caxambu,"2012","04",Brasil,SP,Pariquera-Açu,Propriedade do Sr. Flávio,-47.87175,-24.8085,"47°52'18,3 W","24°48'30,6 S","29","29","trepadeira com gavinhas, heliófita. Frutos imaturos verdes e os maduros alaranjados.",NA,"28",NA,NA,"4009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"213",2020-12-21 16:21:38-03,MBM,MBM,"277835",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn,"Gomez-Klein, V.L.",NA,NA,NA,"Hoehne, W.","1955","01",Brazil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,MBM277835,"28",MBM277835,NA,s.n.,Southern America,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"221",2020-12-21 16:21:38-03,MBM,MBM,"203708",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn,"Scaramuzza, CA de M",NA,NA,NA,"Souza, V.C.; et al.; et al.","1993","02",Brazil,São Paulo,Itararé,Fazenda do IAC,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,MBM203708,"17",MBM203708,NA,"2333",Southern America,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"222",2020-12-21 16:21:38-03,MBM,MBM,"299358",PreservedSpecimen,Plantae,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,(Cogn.) Cogn,"Toledo, J.F.",NA,NA,NA,"Hoehne, W.","1941","05",Brazil,São Paulo,São Paulo,Próximo a Anastácio,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,MBM299358,"20",MBM299358,NA,s.n.,Southern America,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"260",2015-09-05 10:32:15-03,MNHN,RECOLNAT_MNHN_P,P05590978,PreservedSpecimen,NA,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,Cogn.,NA,NA,NA,NA,"Kuhlmann, M.","1955","2",Brasil,São Paulo,São Paulo,Jardim Botânico.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05590978' target='other'> <mi>dwc_moreinfo</mi></a>,P05590978,"1",P05590978_01,NA,NA,NA,hb,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"3545",NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"262",2015-09-05 10:32:15-03,MNHN,RECOLNAT_MNHN_P,P05590977,PreservedSpecimen,NA,Cucurbitaceae,Cayaponia,martiana,Cayaponia martiana,Cogn.,NA,NA,NA,NA,"Hoehne, W.","1941","5",Brasil,São Paulo,São Paulo,Prox. de Anastácio.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05590977' target='other'> <mi>dwc_moreinfo</mi></a>,P05590977,"20",P05590977_01,NA,NA,NA,hb,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
