X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,geoFlag,identifiedBy,year,month,day,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,fieldNumber,individualCount,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9199981689453,-24.3799991607666,"3",2020-11-04 11:04:57-03,ESALQ,ESA,"52108",PreservedSpecimen,Plantae,Magnoliophyta,NA,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.,NA,"Lima, R.A.F.","568.0",NA,Brasil,São Paulo,Parcela permanente - Parque Estadual de Carlos Botelho,NA,no sub-bosque,ESA052108,ESA052108,Sete Barras,-47.9199981689453,-24.3799991607666,"34059","400","400",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"4",2020-11-04 11:04:57-03,ESALQ,ESA,"29560",PreservedSpecimen,Plantae,Magnoliophyta,NA,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,"Ivanauskas, N.M.",NA,NA,Brasil,São Paulo,NA,NA,NA,ESA029560,ESA029560,Pariquera-Açu,-47.8800010681152,-24.7099990844727,"17990",NA,NA,auto,"Jung-Mendaçolli, S.L.","1995","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9925,-24.065278,"5",2021-03-01 16:28:02-03,UNICAMP,UEC,"188940",S,Plantae,Magnoliopsida,NA,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD","232",NA,Brazil,São Paulo,Parque Estadual Carlos Botelho,NA,"Árvore, 18 m de altura e 14,3 cm de DAP; Floresta Ombrófila Densa",UEC119382,UEC119382,São Miguel Arcanjo,-47.9925,-24.065278,NA,"800","800",NA,NA,"2015","01","08","-47.9925","-24.065278",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"13",2015-09-05 07:33:09-03,MNHN,RECOLNAT_MNHN_P,P04829281,PreservedSpecimen,NA,NA,NA,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,Mosén,NA,NA,Brasil,São Paulo,NA,hb,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04829281' target='other'> <mi>dwc_moreinfo</mi></a>",P04829281,P04829281_01,Santos,-46.3300018310547,-23.9599990844727,"26836",NA,NA,auto,NA,"1875","4","1",NA,NA,NA,NA,NA,"2811",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"19",2020-09-02 16:22:55-03,Cenargen,CEN,"86096",PreservedSpecimen,Plantae,NA,NA,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,Pedro Luis R. de Moraes,"1225",NA,Brasil,SP,Faz. Intervales - Núcleo Saibadela.,Exsicatas,Doação do Herbarium Rioclarense - HRCB,CEN00086096,CEN00086096,SETE BARRAS,-47.9199981689453,-24.3799991607666,"34059",NA,NA,auto,R. G. Barbosa-Silva,"1995","12","09",NA,NA,"2018","12",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"21",2019-10-07 09:30:02-03,UEFS,HUEFS,"234014",PreservedSpecimen,Plantae,Angiospermae,Malpighiales,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,"Silva, S.J.G.da","140",NA,Brasil,São Paulo,"Estação Ecológica Juréia-Itatins, Serra da Juréia, mata próxima ao alojamneto.",NA,NA,HUEFS0234014,HUEFS0234014 HUEFS0234014_e1,Iguape,-47.5499992370605,-24.7000007629395,"55628",NA,NA,auto,R.G.Barbosa-Silva,"1990","12","13",NA,NA,"2018","09",NA,NA,NA,Rosanae,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"22",2019-10-07 09:30:02-03,UEFS,HUEFS,"234010",PreservedSpecimen,Plantae,Angiospermae,Malpighiales,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,"Silva, S.J.G.da","65",NA,Brasil,São Paulo,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a Figueira Grande.",NA,Mata de encosta.,HUEFS0234010,HUEFS0234010 HUEFS0234010_e1,Iguape,-47.5499992370605,-24.7000007629395,"55628",NA,NA,auto,R.G.Barbosa-Silva,"1990","09","21",NA,NA,"2018","09",NA,NA,NA,Rosanae,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"23",2019-10-07 09:30:02-03,UEFS,HUEFS,"201938",PreservedSpecimen,Plantae,Angiospermae,Malpighiales,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,"Moraes, P.L.R.de","1225",NA,Brasil,São Paulo,Faz. Intervales-N. Saibadela.,NA,Mata Atlântica,HUEFS0201938,HUEFS0201938 HUEFS0201938_e1,Sete Barras,-47.9199981689453,-24.3799991607666,"34059",NA,NA,auto,R.G.Barbosa-Silva,"1995","12","09",NA,NA,"2018","09",NA,NA,NA,Rosanae,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"24",2019-10-07 09:30:02-03,UEFS,HUEFS,"234011",PreservedSpecimen,Plantae,Angiospermae,Malpighiales,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,"Barros, F.de","1696",NA,Brasil,São Paulo,"Ilha do cardoso, Morro Três Irmãos, próximo rio Perequê.",NA,NA,HUEFS0234011,HUEFS0234011 HUEFS0234011_e1,Cananéia,-47.9199981689453,-25.0100002288818,"37574",NA,NA,auto,R.G.Barbosa-Silva,"1989","08","06",NA,NA,"2018","09",NA,NA,NA,Rosanae,NA,"35",São Paulo,SP,Sudeste
-47.916667,-24.883333,"28",2019-10-07 09:30:02-03,UEFS,HUEFS,"231856",PreservedSpecimen,Plantae,Angiospermae,Malpighiales,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,"Urbanetz, C.","241",NA,Brasil,São Paulo,"Fazenda Folha Larga, Trilja da Vitoria.",NA,NA,HUEFS0231856,HUEFS0231856 HUEFS0231856_01 HUEFS0231856_e1,Cananéia,-47.916667,-24.883333,NA,"30","155",NA,R.G.Barbosa-Silva,"2003","11","18",47W55',24S53',"2018","09",NA,NA,NA,Rosanae,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"31",2019-10-07 09:30:02-03,UEFS,HUEFS,"234013",PreservedSpecimen,Plantae,Angiospermae,Malpighiales,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,"Melo, M.R.F.","1044",NA,Brasil,São Paulo,"Estação Ecológica Juréia-Itatins, Mata de Planície, às margens do rio Verde, próxima ao alojamneto.",NA,NA,HUEFS0234013,HUEFS0234013 HUEFS0234013_e1,Iguape,-47.5499992370605,-24.7000007629395,"55628",NA,NA,auto,R.G.Barbosa-Silva,"1994","11","21",NA,NA,"2018","09",NA,NA,NA,Rosanae,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"32",2019-10-07 09:30:02-03,UEFS,HUEFS,"234012",PreservedSpecimen,Plantae,Angiospermae,Malpighiales,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,"Barros, F.de","1563",NA,Brasil,São Paulo,"Ilha do cardoso, próximo morro da captação, margem do rio Perequê.",NA,NA,HUEFS0234012,HUEFS0234012 HUEFS0234012_e1,Cananéia,-47.9199981689453,-25.0100002288818,"37574",NA,NA,auto,R.G.Barbosa-Silva,"1988","09","08",NA,NA,"2018","09",NA,NA,NA,Rosanae,NA,"35",São Paulo,SP,Sudeste
-49,-22,"40",2018-05-14 17:36:31-03,F,FMNH-SEEDPLANTS,NA,PreservedSpecimen,Plantae,Spermatophyta,NA,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,NA,NA,C. W. H. Mosén,s.n.,South America,Brazil,São Paulo,NA,NA,NA,NA,NA,NA,-49,-22,NA,NA,NA,NA,RRC ID Flag,"1874","12","1",NA,NA,NA,NA,NA,NA,NA,Dicotyledoneae,NA,"35",São Paulo,SP,Sudeste
-47.9267,-25.0147,"44",2019-03-06 15:36:06-03,IAC,IAC,"27722",S,Plantae,NA,NA,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,F. Barros & R.T.Ninomia,"1696",NA,Brasil,São Paulo,"Ilha do Cardoso, morro Três Irmãos, próximo rio Pereque",NA,NA,NA,NA,Cananéia,-47.9267,-25.0147,NA,NA,NA,NA,R.G. Barbosa-Silva,"1989","07","06","-47.9267","-25.0147","2018","09","21",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.885,-24.6,"45",2019-03-06 15:36:06-03,IAC,IAC,"31985",S,Plantae,NA,NA,Chrysobalanaceae,Parinari,brasiliensis,Parinari brasiliensis,(Schott) Hook.f.,NA,N.M. Ivanauskas,"756",NA,Brasil,São Paulo,"IAC, Estação Experimental",NA,"coordenadas do material: 24°36#?#30S, 47°53#?#06W",NA,NA,Pariquera-Açu,-47.885,-24.6,NA,NA,NA,NA,R.G. Barbosa-Silva,"1996","03","31","-47.885000","-24.600000","2018","09","21",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
