X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,locality,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,fieldNumber,infraspecificEpithet,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.42978,-23.8272,"28",2021-03-15 16:37:00-03,NY,NYBG,"02642159",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,E. G. A. Martins,"192","2011","10","08",Brazil,São Paulo,Cubatão,-46.42978,-23.8272,NA,NA,NY02642159,NY02642159_01,NA,NA,NA,"Parque Ecológico do Perequê. Na trilha principal, antes de atravessar o rio Perequê, na borda da trilha do lado direito.",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2962806' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.41625,-23.84869,"31",2021-03-15 16:37:00-03,NY,NYBG,"02687684",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,E. G. A. Martins,"171","2010","04","13",Brazil,São Paulo,Cubatão,-46.41625,-23.84869,NA,NA,NY02687684,NY02687684_01,NA,NA,NA,Parque Ecológico do Perequê. 20 m na margem direita após inicio da trilha da cachoeira.,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966879' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4097,-23.6203,"36",2021-03-15 16:37:00-03,NY,NYBG,"779085",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,C. B. Costa,G. L. Esteves,"2724","2000","08","10",Brazil,São Paulo,Caraguatatuba,-45.4097,-23.6203,NA,NA,NY00779085,NY00779085_01,NA,NA,NA,"Parque Estadual da Serra do Mar, Nucleo Caraguatatuba, trilha do Mococa.",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=8344' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0233333,-24.9933333,"47",2016-11-01 11:47:00-02,NY,NYBG,"821519",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,NA,F. N. Costa,F. N. Costa,"279","2001","06","17",Brazil,São Paulo,Cananéia,-48.0233333,-24.9933333,NA,NA,NY00821519,NY00821519_01,NA,NA,NA,Colônia Mandira. Parque Estadual de Jacupiranga. Estrada para Ariri.,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=897862' target='other'> <mi>dwc_moreinfo</mi></a>,"13","13",NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.15,-23.85,"48",2021-03-15 16:37:00-03,NY,NYBG,"687116",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,P. G. Delprete,I. Silberbauer-Gottsberger,21-28671,"1971","06","28",Brazil,São Paulo,Bertioga,-46.15,-23.85,NA,NA,NY00687116,NY00687116_01,NA,NA,NA,"On the island in front of Bertioga, crossing from the Ferry Boat station to a small beach in the south.",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=857188' target='other'> <mi>dwc_moreinfo</mi></a>,"100","100",NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0697,-23.4303,"62",2016-11-01 11:47:00-02,NY,NYBG,"821518",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,NA,D. C. Zappi,R. C. Forzza,"1529","2000","05","06",Brazil,São Paulo,Ubatuba,-45.0697,-23.4303,NA,NA,NY00821518,NY00821518_01,NA,NA,NA,"Estrada da Farinha, ca. 9 km da Rodovia Rio - Santos.",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=897845' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0697,-23.4303,"63",2016-11-01 12:59:00-02,NY,NYBG,"502105",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,NA,C. M. Taylor,W. W. Benson,"10848","1979","12","17",Brazil,São Paulo,Ubatuba,-45.0697,-23.4303,NA,NA,NY00502105,NY00502105_01,NA,NA,NA,"Baixada do Rio Escuro, Praia Dura",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383141' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.966514,-25.140513,"66",2016-10-28 14:56:00-02,NY,NYBG,"1016192",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,NA,S. L. Jung-Mendaçolli,I. C. C. Macedo,"90","1985","07","10",Brazil,São Paulo,Cananéia,-47.966514,-25.140513,NA,NA,NY01016192,NY01016192_01,NA,NA,NA,Ilha do Cardoso. Coletado no morro de Captação.,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142640' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9197,-25.0103,"72",2016-10-28 14:56:00-02,NY,NYBG,"1016186",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,NA,D. A. de Grande,D. A. de Grande,"19","1978","01","18",Brazil,São Paulo,Cananéia,-47.9197,-25.0103,NA,NA,NY01016186,NY01016186_01,NA,NA,NA,"Ilha do Cardoso, trilha de acesso a captação de água.",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142630' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.074167,-23.473333,"83",2021-02-08 11:10:05-03,UNESP-IBB,BOTU,"25756",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,"Paschoal, M.E.S.",3-6308,"2008","03","06",Brasil,São Paulo,Ubatuba,-45.074167,-23.473333,45°04'27w,23°28'24s,BOTU025756,NA,NA,NA,NA,NA,"Arbusto 2m de altura; com flores. Floresta Ombrófila Densa sub-montana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"131",2021-03-30 12:48:13-03,EAO,IAN,"37236",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,"Dedecca, D","8352","1947","06","09",Brasil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,IAN037236,IAN037236 IAN037236_e,NA,NA,NA,Mata.,Arbusto.,NA,NA,NA,Southern America,NA,NA,Dicotiledônea,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"132",2021-03-30 12:48:13-03,EAO,IAN,"35724",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,"Lima, AS","Krug, HP","4596","1939","06","17",Brasil,São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,NA,IAN035724,IAN035724 IAN035724_e,"1969","11",NA,Próximo a ex-colônia.,Arbusto.,NA,NA,NA,Southern America,NA,NA,Dicotiledônea,NA,"26836",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"133",2020-01-20 14:40:51-03,UPM,MACK,"666",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,"C. Carrasco; et al.","20","2010","07","09",Brasil,SP,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,Área de restinga.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"134",2020-01-20 14:40:51-03,UPM,MACK,"667",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,"C. Carrasco; et al.","20","2010","07","09",Brasil,SP,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,Área de restinga.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"135",2020-01-20 14:40:51-03,UPM,MACK,"668",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,NA,"C. Carrasco; et al.","20","2010","07","09",Brasil,SP,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,Área de restinga.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.291667,-23.770833,"136",2019-12-12 15:31:50-03,UFABC,HUFABC,"000582",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,Bruniera C. P.,"Bruniera, C P; Dutra, L L","921","2017","09","13",Brasil,São Paulo,Santo André,-46.291667,-23.770833,"-46.291667","-23.770833",HUFABC000582,HUFABC000582,"2017","09",NA,"Parque Natural Municipal Nascentes de Paranapiacab, Trilhas das Hortênsias. Floresta Ombrófila Densa. Vegetação secundária.","Árvore ca. 4,5m alt. DAP 7 cm. Folhas cartáceas. Frutos verdes com cálice vináceo.",NA,NA,NA,NA,NA,NA,Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.291667,-23.770833,"137",2019-12-12 15:31:50-03,UFABC,HUFABC,"000585",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,Bruniera C. P.,"Bruniera, C P; Dutra, L L","924","2017","09","13",Brasil,São Paulo,Santo André,-46.291667,-23.770833,"-46.291667","-23.770833",HUFABC000585,HUFABC000585,"2017","09",NA,"Parque Natural Municipal Nascentes de Paranapiacab, Trilhas das Hortênsias. Floresta Ombrófila Densa. Vegetação secundária.",Árvore ca. 7m alt. DAP 11 cm. Folhas cartáceas. Frutos verdes com cálice vináceo. VOUCHER para estudos moleculares.,NA,NA,NA,NA,NA,NA,Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.9899997711182,"140",2019-12-12 15:31:50-03,UFABC,HUFABC,"000106",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,(Cham. & Schltdl.) Wawra,"Bruniera, C; Dutra, L","Araujo, A","02","2010","03","28",Brasil,São Paulo,Guarujá,-46.25,-23.9899997711182,NA,NA,HUFABC000106,HUFABC000106,"2017","04",NA,"Praia Branca, Mata Atlântica. Margem da trilha próxima a praia.","Arbusto, flores amareladas. Folhas verdes.",NA,NA,NA,NA,NA,NA,Angiospermas,NA,"18989",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"204",2020-11-04 11:18:34-03,ESALQ,ESA,"8630",PreservedSpecimen,Plantae,Rubiaceae,Palicourea,tetraphylla,Palicourea tetraphylla,Cham. & Schltdl.,"Taylor, C.M.","Souza, V.C. et al.","1033.0",NA,NA,NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA008630,ESA008630,"1997","01","01",NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"208",2020-11-04 11:18:55-03,ESALQ,ESA,"128837",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,NA,"Ferreira, M.A.P.","Colletta, G.D.","1201.0","2013","06","14",Brasil,São Paulo,Ilhabela,-45.3499984741211,-23.7700004577637,NA,NA,ESA128837,NA,"2013",NA,NA,"Trilha de Castelhanos, antes do Pico","arbusto, 3m, s[epalas avermelhadas, pétalas amarelas",NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"23719",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"210",2020-11-04 11:18:55-03,ESALQ,ESA,"68948",PreservedSpecimen,Plantae,Rubiaceae,Psychotria,nuda,Psychotria nuda,NA,"Franco, G.A.D.C.","Franco, G.A.D.C. et al.","2910.0","2000","04","18",Brasil,São Paulo,Caraguatatuba,-45.4099998474121,-23.6200008392334,NA,NA,ESA068948,ESA068948,"2000","04","18",NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"30093",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
