X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,locality,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,eventTime,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.4097,-23.6203,"2",2021-03-15 16:37:00-03,NY,NYBG,"778070",PreservedSpecimen,Plantae,Myrtaceae,Gomidesia,flagellaris,Gomidesia flagellaris,D.Legrand,M. L. Kawasaki,NA,NA,NA,F. O. Souza,"20","2000","07","17",Brazil,São Paulo,Caraguatatuba,-45.4097,-23.6203,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748745' target='other'> <mi>dwc_moreinfo</mi></a>,NY00778070,NY00778070_01,Magnoliophyta,Myrtales,South America,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Nova Trilha dos Tropeiros",sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4097,-23.6203,"3",2021-03-15 16:37:00-03,NY,NYBG,"777091",PreservedSpecimen,Plantae,Myrtaceae,Gomidesia,flagellaris,Gomidesia flagellaris,D.Legrand,M. L. Kawasaki,NA,NA,NA,R. Simão-Bianchini,"1391","2000","09","07",Brazil,São Paulo,Caraguatatuba,-45.4097,-23.6203,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748744' target='other'> <mi>dwc_moreinfo</mi></a>,NY00777091,NY00777091_01,Magnoliophyta,Myrtales,South America,"Parque Estradual da Serra do Mar, Núcleo Caraguatatuba. Trilha dos Tropeiros, base perto da sede",sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"21",2020-11-04 10:56:24-03,ESALQ,ESA,"135432",PreservedSpecimen,Plantae,Myrtaceae,Gomidesia,flagellaris,Gomidesia flagellaris,NA,F.F. Mazine,"2002",NA,NA,F.F. Mazine,"458.0","2002","10","30",Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA135432,NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"22",2020-11-04 11:14:50-03,ESALQ,ESA,"67385",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,(D. Legrand) Sobral,"Gissi, D.S.","2011",NA,NA,"Moraes, P.L.R.","2164.0","2000","07","26",Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA067385,ESA067385,Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"23",2020-11-04 11:14:50-03,ESALQ,ESA,"109918",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29391.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109918,ESA109918,Magnoliophyta,NA,NA,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"24",2020-11-04 11:14:50-03,ESALQ,ESA,"52112",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,(D. Legrand) Sobral,"Gissi, D.S.","2011",NA,NA,"Lima, R.A.F.","573.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"400","400",NA,ESA052112,ESA052112,Magnoliophyta,NA,NA,trilha de acesso à Parcela permanente - Parque Estadual de Carlos Botelho,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.31605,-24.02021,"25",2020-11-04 11:14:50-03,ESALQ,ESA,"128478",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,NA,NA,NA,NA,NA,"Flores, T.B.","1800.0","2013","03","26",Brasil,São Paulo,Tapiraí,-47.31605,-24.02021,"-47.31605","-24.02021","480","480",NA,ESA128478,NA,Magnoliophyta,NA,NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"27",2020-11-04 11:14:50-03,ESALQ,ESA,"107941",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,NA,"Gissi, D.S.","2011",NA,NA,"Santos, M.B.","54.0","2005","03","25",Brasil,São Paulo,Eldorado,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,NA,ESA107941,NA,Magnoliophyta,NA,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"28",2020-11-04 11:14:50-03,ESALQ,ESA,"29503",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,(D. Legrand) Sobral,"Gissi, D.S.","2011",NA,NA,"Ivanauskas, N.M. ; Gomes, A.","1058.0","1996","01","09",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA029503,ESA029503,Magnoliophyta,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"29",2020-11-04 11:14:50-03,ESALQ,ESA,"29504",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,flagellaris,Myrcia flagellaris,(D. Legrand) Sobral,"Gissi, D.S.","2011",NA,NA,"Ivanauskas, N.M. ; Gomes, A.","1059.0","1996","01","09",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA029504,ESA029504,Magnoliophyta,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
