X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,county,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,dayIdentified,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,eventTime,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5,-22.75,"3",2021-02-08 11:07:33-03,UNESP-IBB,BOTU,"12848",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Amaral Jr., A.","15","1985","05","17",NA,Brasil,São Paulo,NA,-45.5,-22.75,NA,"Inflorescência amarela, herbácea",BOTU012848,NA,"Monge, M.","2011","10",Campos do Jordão,45°30'w,22°45's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"12",2021-03-01 16:25:24-03,UNICAMP,UEC,"101494",S,Plantae,Magnoliopsida,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Robim, MJ","466","1987","09","01",NA,Brazil,São Paulo,"Mirante da pedra do baú, em campo de altitude.",-45.5900001525879,-22.7299995422363,NA,Touceira com brácteas e flores amarelas.,UEC129285,NA,"Rodrigues, TS","1988",NA,Campos do Jordão,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"13",2021-03-01 16:25:24-03,UNICAMP,UEC,"2901",S,Plantae,Magnoliopsida,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Davis, PH; et al.","3013","1976","09","29",NA,Brazil,São Paulo,"Reserva do Instituto Florestal, São José dos Alpes.",-45.5900001525879,-22.7299995422363,NA,"Herbácea 40cm, flores amarelo-alaranjado.; Campo limpo.",UEC129286,UEC129286,"Ubiratan, J","1980","01",Campos do Jordão,NA,NA,NA,NA,"04","21048",auto,"1900","1900",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"49",2019-11-21 10:01:29-03,IBt,SP,"6267",S,Plantae,NA,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Brade, AC","5463","1912","02","18",NA,Brasil,São Paulo,Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Monge, M","2010","12",São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"50",2019-11-21 10:01:29-03,IBt,SP,"5341",S,Plantae,NA,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Hoehne, FC",s.n.,"1921","03","03",NA,Brasil,São Paulo,Ipiranga. Campo atrás do Museu Paulista,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Pasini, E","2012","10",São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"51",2019-11-21 10:01:29-03,IBt,SP,"29599",S,Plantae,NA,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Hauff, I",9b,"1932","04","20",NA,Brasil,São Paulo,Jabaquara,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Monge, M","2010","12",São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"52",2019-11-21 10:01:29-03,IBt,SP,"48303",S,Plantae,NA,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Handro, O","177","1950","04","20",NA,Brasil,São Paulo,Jabaquara,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Pasini, E","2012","10",São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"53",2019-11-21 10:01:29-03,IBt,SP,"31739",S,Plantae,NA,NA,Asteraceae,Trichocline,linearifolia,Trichocline linearifolia,Malme,NA,"Gehrt, A",s.n.,"1934","04","26",NA,Brasil,São Paulo,Sacomam,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Pasini, E","2012","10",São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
