X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,stateProvince,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,year,month,day,phylum,order,scientificNameAuthorship,decimalLongitude,decimalLatitude,imagecode,county,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.8800010681152,-23.1700000762939,"74",2021-02-08 12:43:55-03,UFRGS,ICN,"197824",S,Plantae,Myrtaceae,Eugenia,mooniana,Eugenia mooniana,NA,"Silva, AF; Capellari Jr.; L.","1387",América do Sul,Brasil,SP,NA,NA,NA,"Árvore de até 20 m, flores brancas aromáticas, casca castanho - claro, lenho creme, súber com ritdoma, madeira aromática; mata da reserva",NA,"1986","03","06",Dicotyledon,NA,(Cambess.) D.Legrand,-45.8800010681152,-23.1700000762939,NA,São José dos Campos,NA,NA,NA,NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"79",2020-08-26 10:50:01-03,MCN-FZBRS,HAS,"74580",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,subundulata,Eugenia subundulata,NA,"Matthes, L.A.",s.n.,NA,Brasil,São Paulo,Bosque dos Jequitibás,NA,NA,Coleção Bosque dos Jequitibás. 503-A,HAS0074580,"1978","07",NA,Magnoliophyta,NA,Kiaersk,-47.060001373291,-22.8999996185303,NA,Campinas,NA,NA,NA,NA,NA,NA,NA,NA,"23900",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
