X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,verbatimLongitude,verbatimLatitude,typeStatus,fieldNumber,minimumElevationInMeters,maximumElevationInMeters,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"7",2020-01-20 14:40:47-03,UPM,MACK,"2235",PreservedSpecimen,Plantae,NA,NA,Passifloraceae,Passiflora,racemosa,Passiflora racemosa,Brot.,NA,A38,"2011","03","26",NA,Brasil,SP,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,C. M. Siniscalchi,"2014",NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"12",2015-07-02 14:03:38-03,JBP,HPL,"11997",S,Plantae,NA,NA,Passifloraceae,Passiflora,racemosa,Passiflora racemosa,NA,E. Franco,"25","2007","10","13",NA,Brasil,SP,Nova Odessa,Coletado e cultivado no Jardim Botânico Plantarum.,-47.29,-22.77,NA,NA,NA,NA,E. Franco,"2007","10","13","8440",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"13",2015-07-02 14:03:38-03,JBP,HPL,"4090",S,Plantae,NA,NA,Passifloraceae,Passiflora,racemosa,Passiflora racemosa,Brot,H. Lorenzi,"5420","2004","04","01",NA,Brasil,SP,Nova Odessa,Coletada no Instituto Plantarum.,-47.29,-22.77,NA,NA,NA,NA,H. Lorenzi,"2004","04","01","8440",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.183333,-23.516667,"18",2019-12-06 19:30:05-03,UFES,VIES,"34975",S,Plantae,NA,NA,Passifloraceae,Passiflora,racemosa,Passiflora racemosa,Brot.,D.A.T. Ferreira,"34","2015","05",NA,NA,Brasil,São Paulo,Mogi das Cruzes,NA,-46.183333,-23.516667,NA,NA,VIES034975,VIES034975,NA,NA,NA,NA,NA,NA,NA,46º11'W,23º31'0''S,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"21",2019-11-01 15:28:32-03,PUC-RIO,FCAB,"2155",PreservedSpecimen,Plantae,NA,Angiospermae,Passifloraceae,Passiflora,racemosa,Passiflora racemosa,Brot.,P.E. Leite S.J.,s.n.,"1945","12",NA,NA,Brasil,São Paulo,Caraguatatuba,NA,-45.4099998474121,-23.6200008392334,NA,"det/ Bernacci, Bakker & Vitta.&nf;caraguatatuba ,e littore Sti. Pauli.","002155",NA,Bernacci,"1999","01","21","30093",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8842,-23.1864,"83",2019-01-25 15:35:46-02,IAC,IAC,"31090",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,racemosa,Passiflora racemosa,Brot.,L.C. Bernacci et al.,"70","1995","10","05",NA,Brasil,São Paulo,Jundiaí,"IAC, Estação Experimental",-46.8842,-23.1864,NA,"70aSepalas anil-Azuladas na base, roseo-Avermelhados raja-dos, no restante",NA,NA,L.C. Bernacci et al.,"1995","10","05",NA,NA,NA,"-46.8842","-23.1864",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8842,-23.1864,"84",2019-01-25 15:35:46-02,IAC,IAC,"32605",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,racemosa,Passiflora racemosa,Brot.,M.D. Soares-Scoth,s/nº,"1995","04","05",NA,Brasil,São Paulo,Jundiaí,"IAC, Estação Experimental, BaG de maracujazeiros",-46.8842,-23.1864,NA,NA,NA,NA,L.C. Bernacci,"1995","04","05",NA,NA,NA,"-46.8842","-23.1864",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.086761,-22.863721,"85",2019-01-25 15:35:46-02,IAC,IAC,"32606",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,racemosa,Passiflora racemosa,Brot.,L.C. Bernacci,"2233","1994","03","15",NA,Brasil,São Paulo,Campinas,"IAC, Fazenda Santa Elisa, Monjolinho",-47.086761,-22.863721,NA,NA,NA,NA,L.C. Bernacci,"1994","03","15",NA,NA,NA,"-47.086761","-22.863721",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"89",2020-04-07 16:32:31-03,IAC,IAC,"45833",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,racemosa,Passiflora racemosa,Brot.,L.C. Bernacci,"3926","2005","03","18",NA,Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,1ª parcela,NA,NA,L.C. Bernacci,"2005","03","18",NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"90",2020-04-07 16:32:31-03,IAC,IAC,"45837",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,racemosa,Passiflora racemosa,Brot.,L.C. Bernacci,"3930","2005","03","18",NA,Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,NA,NA,NA,L.C. Bernacci,"2005","03","18",NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
