X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,typeStatus,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.989753,-24.144027,"8",2021-03-15 16:37:00-03,NY,NYBG,"539646",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Ocotea,tabacifolia,Ocotea tabacifolia,(Meisn.) Rohwer,D. M. Vital,s.n.,"1977","05","22",South America,Brazil,São Paulo,Sao Miguel Arcanjo,Reserva Florestal Carlos Botelho. Ca. 55 km S de Itapetininga,-47.989753,-24.144027,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325643' target='other'> <mi>dwc_moreinfo</mi></a>,NY00539646,NY00539646_01,H. H. van der Werff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.84,-24.48,"9",2021-03-15 16:37:00-03,NY,NYBG,"504958",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Ocotea,tabacifolia,Ocotea tabacifolia,(Meisn.) Rohwer,S. Tsugaru,B-2324,"1987","12","08",South America,Brazil,São Paulo,Registro,"Vicinity of Registro, 200km SW from Sao Paulo, along the Rt. BR-116",-47.84,-24.48,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325645' target='other'> <mi>dwc_moreinfo</mi></a>,NY00504958,NY00504958_01,P. L. R. de Moraes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"27",2020-11-04 11:12:05-03,ESALQ,ESA,"68425",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,tabacifolia,Ocotea tabacifolia,(Meissn.) Rohwer,"Moraes, P.L.R.","2328.0","2001","01","09",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA068425,ESA068425,"Moraes, P.L.R.",NA,NA,NA,NA,NA,NA,NA,NA,"27904",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"28",2020-11-04 11:12:05-03,ESALQ,ESA,"67796",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,tabacifolia,Ocotea tabacifolia,(Meissn.) Rohwer,"Moraes, P.L.R.","2186.0","2000","05","17",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA067796,NA,"Baitello, J.B.",NA,"2003","01","01",NA,NA,NA,NA,"27904",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"29",2020-11-04 11:12:05-03,ESALQ,ESA,"14791",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,tabacifolia,Ocotea tabacifolia,(Meissn.) Rohwer,"Moraes, P.L.R. et al.","928.0","1994","04","23",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA014791,NA,"Baitello, J.B.",NA,NA,NA,NA,NA,NA,NA,NA,"27904",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"30",2020-11-04 10:56:02-03,ESALQ,ESA,"137168",PreservedSpecimen,Plantae,NA,NA,Lauraceae,Ocotea,tabacifolia,Ocotea tabacifolia,(Meisn.) Rohwer,"Colletta, G. D","2347.0","2015","11","17",NA,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, trilha interna Km 10",-47.9900016784668,-23.8700008392334,NA,NA,NA,"Árvore, 10m, indumento ferrugineo,frutos imaturos verdes, maduros atropurpúreos, cúpula avermelhada",ESA137168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27904",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"33",2020-11-04 11:12:05-03,ESALQ,ESA,"104284",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,tabacifolia,Ocotea tabacifolia,NA,"Aguiar, O.T.","1079.0","2002","03","12",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA104284,ESA104284,"Baitello, J.B.",NA,"2002","03","19",NA,NA,NA,NA,"27904",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"34",2020-11-04 11:12:05-03,ESALQ,ESA,"10006",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,tabacifolia,Ocotea tabacifolia,(Meissn.) Rohwer,"Moraes, P.L.R.","168.0","1990","06","20",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA010006,NA,"Baitello, J.B.",NA,"2003","01","01",NA,NA,NA,NA,"27904",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"35",2020-11-04 11:12:05-03,ESALQ,ESA,"49426",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,tabacifolia,Ocotea tabacifolia,(Meissn.) Rohwer,"Moraes, P.L.R. ; Capellari Jr., L.",NA,"1996","06","21",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA049426,ESA049426,"Moraes, P.L.R.",NA,NA,NA,NA,NA,NA,NA,NA,"27904",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"38",2020-11-04 11:12:05-03,ESALQ,ESA,"73120",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Ocotea,tabacifolia,Ocotea tabacifolia,(Meissn.) Rohwer,"Moraes, P.L.R.","1057.0","1994","09","07",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA073120,ESA073120,"Moraes, P.L.R.",NA,NA,NA,NA,NA,NA,NA,NA,"27904",auto,NA,NA,"35",São Paulo,SP,Sudeste
