X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,continentOcean,country,preparationType,occurrenceRemarks,barcode,imagecode,year,month,stateProvince,day,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,locality,class,yearIdentified,monthIdentified,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,fieldNumber,typeStatus,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.060001373291,-22.8999996185303,"13",2021-03-01 16:31:03-03,UNICAMP,UEC,"143542",S,Plantae,Magnoliopsida,NA,Fabaceae,Muellera,filipes,Muellera filipes,(Benth.) M.J.Silva & Tozzi,"Silva, MJ","Bertoni, JEA; Geremias, A","796",NA,Brazil,NA,"arvoreta 6 m de alt; com flores brancas.",UEC161895,UEC161895,"2002","10",São Paulo,"10",Campinas,-47.060001373291,-22.8999996185303,"23900",auto,"Fazenda Santa Elisa, IAC; Quadra do Café, L 10-P4; Procedência: Jardim Botânico- Rio de Janeiro.",NA,"2010","07","19",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"14",2021-03-01 16:31:03-03,UNICAMP,UEC,"143541",S,Plantae,Magnoliopsida,NA,Fabaceae,Muellera,filipes,Muellera filipes,(Benth.) M.J.Silva & Tozzi,"Silva, MJ","Bertoni, JEA; Geremias, A","365",NA,Brazil,NA,"arbusto com + ou - 3 m; com frutos verdes",UEC161897,UEC161897,"2000","10",São Paulo,"27",Campinas,-47.060001373291,-22.8999996185303,"23900",auto,"Fazenda Santa Elisa, Quadra do café L 10-P4",NA,"2010","07","19",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"15",2021-03-01 16:31:03-03,UNICAMP,UEC,"143565",S,Plantae,Magnoliopsida,NA,Fabaceae,Muellera,filipes,Muellera filipes,(Benth.) M.J.Silva & Tozzi,"Silva, MJ","Bertoni, JEA; Geremias, A","348",NA,Brazil,NA,"Arvoreta, ca. 4-5 m alt. Flores brancas. frutos em formação.&nf;&nf;Observações: Horto Florestal- SP",UEC161896,UEC161896,"2000","10",São Paulo,"23",Campinas,-47.060001373291,-22.8999996185303,"23900",auto,"Fazenda Santa Elisa, Quadra do Café, L2-P31",NA,"2010","07","19",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.086761,-22.863721,"26",2019-01-25 15:40:53-02,IAC,IAC,"41538",S,Plantae,NA,NA,Fabaceae,Lonchocarpus,filipes,Lonchocarpus filipes,Benth.,M.J. Silva,J.E.A. Bertoni & A. Geremias,"439",NA,Brasil,NA,Procedência: Horto Florestal de SP.,NA,NA,"2001","02",São Paulo,"05",Campinas,-47.086761,-22.863721,NA,NA,"IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L3, P31",NA,"2007","04","03",NA,NA,"-47.086761","-22.863721",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.086761,-22.863721,"27",2019-01-25 15:40:53-02,IAC,IAC,"42658",S,Plantae,NA,NA,Fabaceae,Lonchocarpus,filipes,Lonchocarpus filipes,Benth.,M.J. Silva,J.E.A. Bertoni & A. Geremias,"796",NA,Brasil,NA,Procedência: Jardim Botânico - Rio de Janeiro,NA,NA,"2002","10",São Paulo,"10",Campinas,-47.086761,-22.863721,NA,NA,"IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L10 - P4",NA,"2006","08","03",NA,NA,"-47.086761","-22.863721",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.086761,-22.863721,"28",2019-01-25 15:40:53-02,IAC,IAC,"42664",S,Plantae,NA,NA,Fabaceae,Lonchocarpus,filipes,Lonchocarpus filipes,Benth.,M.J. Silva,Luzia F. Silva & A. Geremias,"790",NA,Brasil,NA,Procedência: Horto Florestal - São Paulo - SP.,NA,NA,"2002","10",São Paulo,"03",Campinas,-47.086761,-22.863721,NA,NA,"IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L2 - P31",NA,"2007","04","03",NA,NA,"-47.086761","-22.863721",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.077171,-22.870251,"29",2019-01-25 15:40:53-02,IAC,IAC,"54897",S,Plantae,NA,NA,Fabaceae,Lonchocarpus,filipes,Lonchocarpus filipes,Benth.,J.E.A. Bertoni & A. Geremias,J.E.A. Bertoni & A. Geremias,"866",NA,Brasil,NA,"Procedência: Jardim Botânico Rio de Janeiro;&nf;Q. café 10-4",NA,NA,"2004","05",São Paulo,"31",Campinas,-47.077171,-22.870251,NA,NA,"IAC, Fazenda Santa Elisa",NA,"2004","05","31",NA,NA,"-47.077171","-22.870251",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.086761,-22.863721,"31",2019-01-25 15:41:03-02,IAC,IAC,"40545",S,Plantae,NA,NA,Fabaceae,Muellera,filipes,Muellera filipes,(Benth.) M.J.Silva & A.M.G.Azevedo,M.J. Silva,J.E.A. Bertoni & A. Geremias,"348",NA,Brasil,NA,"Procedência: Horto Florestal de SP. &nf;Quadra do Café, L2 - P31",NA,NA,"2000","10",São Paulo,"23",Campinas,-47.086761,-22.863721,NA,NA,"IAC, Fazenda Santa Elisa, Monjolinho",NA,"2010","07","19",NA,NA,"-47.086761","-22.863721",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.086761,-22.863721,"32",2019-01-25 15:41:03-02,IAC,IAC,"41407",S,Plantae,NA,NA,Fabaceae,Muellera,filipes,Muellera filipes,(Benth.) M.J.Silva & A.M.G.Azevedo,M.J. Silva,J.E.A. Bertoni & A. Geremias,"365",NA,Brasil,NA,"Procedência: Jardim Botânico - RJ.&nf;Quadra do Café, L10, P4",NA,NA,"2000","10",São Paulo,"27",Campinas,-47.086761,-22.863721,NA,NA,"IAC, Fazenda Santa Elisa, Monjolinho",NA,"2010","07","19",NA,NA,"-47.086761","-22.863721",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"38",2021-03-04 15:43:22-03,IF,SPSF,"02895",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Muellera,filipes,Muellera filipes,NA,M.J.Silva,D.Bento Pickel,NA,América do Sul,Brasil,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1946","12",SP,"19",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,Horto Florestal,Magnoliopsida,"2010","07","19",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"39",2021-03-04 15:43:22-03,IF,SPSF,"02132",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Muellera,filipes,Muellera filipes,NA,M.J.Silva,D.Bento Pickel,NA,América do Sul,Brasil,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1945","05",SP,"14",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,Horto Florestal,Magnoliopsida,"2010","07","19",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"40",2021-03-04 15:43:22-03,IF,SPSF,"01372",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Muellera,filipes,Muellera filipes,NA,M.J.Silva,D.Bento Pickel,NA,América do Sul,Brasil,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1945","01",SP,"12",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,Horto Florestal,Magnoliopsida,"2010","07","19",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"41",2021-03-04 15:43:22-03,IF,SPSF,"00339",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Muellera,filipes,Muellera filipes,NA,M.J.Silva,D.Bento Pickel,NA,América do Sul,Brasil,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1943","07",SP,"19",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,Horto Florestal,Magnoliopsida,"2010","07","19",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"42",2021-03-04 15:43:22-03,IF,SPSF,"07493",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Muellera,filipes,Muellera filipes,(Benth.) M.J.Silva & A.M.G.Azevedo,L.P. de Queiroz,M.Koscinski,NA,América do Sul,Brasil,NA,NA,NA,NA,"1944","11",SP,"10",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,Vila Amália,Magnoliopsida,"1998","10","10",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
