X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,country,stateProvince,locality,occurrenceRemarks,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,phylum,day,barcode,imagecode,continentOcean,fieldNumber,preparationType,order,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,dayIdentified,individualCount,typeStatus,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.4700012207031,-20.25,"3",2019-08-20 10:00:41-03,UNICAMP,UEC,"98564",S,Plantae,Orchidaceae,Cyrtopodium,fowliei,Cyrtopodium fowliei,L.C.Menezes,"Bianchetti, LB","2000","03","Marcondes-Ferreira, W; Belinello, R; Semir, J; Dutilh, JHA; Nakajima, JN; Hind, DJN","1558","1997","11",Brazil,São Paulo,"Estreito, Brejo.","Flores com tépalas creme esverdeadas com manchas ocráceas, labelo laranja escuro com mancha amarela na base; coluna verde.",Pedregulho,-47.4700012207031,-20.25,"27552",auto,Liliopsida,"06",UEC064361,UEC064361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"38",2020-09-02 16:34:44-03,Cenargen,CEN,"46502",PreservedSpecimen,Plantae,Orchidaceae,Cyrtopodium,fowliei,Cyrtopodium fowliei,L.C.Menezes,L. B. Bianchetti & J. A. N. Batista,"2002","11",Washington Marcondes-Ferreira,"1016","1994","11",Brasil,SP,Morro Solteiro.,"Inflorescência com cerca de 60 cm. Flores com pintas pardas, labelo amarelo com manchas pardas. Doação da Flora Fanerogâmica do Estado de São Paulo. Projeto Temático Financiado pela FAPESP. Herbário UEC.",PEDREGULHO,-47.4700012207031,-20.25,"27552",auto,NA,"10",CEN00046502,CEN00046502,NA,NA,Exsicatas,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
