X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,typeStatus,infraspecificEpithet,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"7",2021-03-15 16:37:00-03,NY,NYBG,"382251",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,A. Gehrt,"29999",NA,NA,NA,South America,Brazil,São Paulo,Sao Paulo,Sao Paulo.,-46.63,-23.5403,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575566' target='other'> <mi>dwc_moreinfo</mi></a>,NY00382251,NY00382251_01,R. C. Kaastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.13,-22.83,"10",2021-03-15 16:37:00-03,NY,NYBG,"382248",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,A. H. Gentry,"49170","1985","01","04",South America,Brazil,São Paulo,NA,"Santa Genebra, UNICAMP Forest Reserve, near Campinas, Betel. Transect 1.",-47.13,-22.83,"600","600",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575565' target='other'> <mi>dwc_moreinfo</mi></a>,NY00382248,NY00382248_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4,-22.56,"14",2021-03-15 16:37:00-03,NY,NYBG,"382249",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,W. Hoehne,"2995","1951","07","17",South America,Brazil,São Paulo,Limeira,"Prx. Limeira, Sao Paulo. Mata da S.A.F.B.",-47.4,-22.56,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575573' target='other'> <mi>dwc_moreinfo</mi></a>,NY00382249,NY00382249_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1469,-22.6647,"20",2021-03-15 16:37:00-03,NY,NYBG,"382255",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,J. Y. Tamashiro,"4179","1976","12","13",South America,Brazil,São Paulo,Santa Maria da Serra,Nativo no interior de mata da Fazenda Barreiro-Rico.,-48.1469,-22.6647,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575563' target='other'> <mi>dwc_moreinfo</mi></a>,NY00382255,NY00382255_01,J. R. Pirani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.68,-23.3503,"25",2021-03-15 16:37:00-03,NY,NYBG,"382256",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,L. Riedel,"155","1826","01",NA,South America,Brazil,São Paulo,Iperó,Ipanéma,-47.68,-23.3503,NA,NA,sheet,L. Riedel: Iter Brasiliense 1824-29. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575553' target='other'> <mi>dwc_moreinfo</mi></a>,NY00382256,NY00382256_01,J. A. Kallunki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.724373,-23.565521,"26",2021-03-15 16:37:00-03,NY,NYBG,"382250",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,A. Gehrt,"29999","1933","01","18",South America,Brazil,São Paulo,Sao Paulo,"Butantan, S. Paulo.",-46.724373,-23.565521,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=575567' target='other'> <mi>dwc_moreinfo</mi></a>,NY00382250,NY00382250_01,R. C. Kaastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.9200000762939,"46",2020-11-04 12:16:08-03,ESALQ,ESA,"133274",PreservedSpecimen,Plantae,NA,NA,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,"Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","205.0","2015","07","07",NA,Brasil,São Paulo,Mombuca,Mata do Pinheirinho. Usina Rosana,-47.560001373291,-22.9200000762939,"564","564",NA,"Árvore, 5m.",ESA133274,NA,"Rodrigues, R.R.",NA,NA,"2015","07","-47,659,360","-22,926,685","07","13659",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.82393,-22.7782,"47",2020-11-04 12:16:08-03,ESALQ,ESA,"133062",PreservedSpecimen,Plantae,NA,NA,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,"Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","113.0","2015","07","03",NA,Brasil,São Paulo,Piracicaba,"Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual, próxima à área de agropecuária.",-47.82393,-22.7782,"553","553",NA,Árvore.,ESA133062,NA,"Mansur, A.",NA,NA,"2015","07","-47.82393","-22.7782","03",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.82555,-22.77873,"49",2020-11-04 12:16:08-03,ESALQ,ESA,"133012",PreservedSpecimen,Plantae,NA,NA,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,Engl.,"Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","106.0","2015","07","02",NA,Brasil,São Paulo,Piracicaba,Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.,-47.82555,-22.77873,"545","545",NA,"Árvore, ca. 10m.",ESA133012,NA,"Kochanovski, F. J.",NA,NA,"2015","07","-47.82555","-22.77873","02",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.519109,-22.5765589,"50",2020-11-04 11:19:05-03,ESALQ,ESA,"121334",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rutaceae,Esenbeckia,leiocarpa,Esenbeckia leiocarpa,NA,"Garcia, L.C.","186.0","2008","11","01",NA,Brasil,São Paulo,Iracemápolis,Reserva de Abastecimento Público.,-47.519109,-22.5765589,"608","608",NA,NA,ESA121334,NA,"Garcia, L.C.",NA,NA,NA,NA,"-47.519109","-22.5765589",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
