X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,verbatimLongitude,verbatimLatitude,relatedCatalogItem,typeStatus,fieldNumber,individualCount,relationshipType,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.060001373291,-22.8999996185303,"21",2021-03-30 12:37:36-03,EAO,IAN,"35941",PreservedSpecimen,Plantae,Dicotiledônea,NA,Convolvulaceae,Operculina,macrocarpa,Operculina macrocarpa,"Austin, DF","Theisen, J","7457","1944","05","04",Southern America,Brasil,São Paulo,Campinas,Cultura da S. de Fumo Santa Elisa.,-47.060001373291,-22.8999996185303,NA,NA,IAN035941,IAN035941 IAN035941_e,(L.) Urb.,NA,NA,"1979",NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.3800010681152,-22.3500003814697,"55",2020-11-04 11:05:28-03,ESALQ,ESA,"114652",PreservedSpecimen,Plantae,Magnoliophyta,NA,Convolvulaceae,Operculina,macrocarpa,Operculina macrocarpa,"Romão, G.O.","Gaspi, F.O.G.",NA,"2011","05","30",NA,Brasil,São Paulo,Araras,NA,-47.3800010681152,-22.3500003814697,NA,NA,ESA114652,NA,NA,NA,NA,"2011",NA,NA,"22739",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.3800010681152,-22.3500003814697,"56",2020-11-04 11:05:28-03,ESALQ,ESA,"114663",PreservedSpecimen,Plantae,Magnoliophyta,NA,Convolvulaceae,Operculina,macrocarpa,Operculina macrocarpa,"Romão, G.O.","Oliveira, F.",NA,"2011","05","30",NA,Brasil,São Paulo,Araras,NA,-47.3800010681152,-22.3500003814697,NA,NA,ESA114663,ESA114663,NA,NA,NA,NA,NA,NA,"22739",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.39,-21.32,"193",2018-04-26 14:55:40-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Operculina,macrocarpa,Operculina macrocarpa,"Staples, G; Austin, DF",Theisen,"7457","1944","05","04",Southern America,Brazil,São Paulo,NA,"Sta. Elisa, Brasil. São Paulo: Sta. Elisa, cultura da S de Fumo.",-47.39,-21.32,NA,usbgn,CONV002396,NA,(L.) Urban,NA,NA,"1979",NA,NA,NA,NA,NA,"-47.39","-21.32",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.05,-22.54,"233",2018-04-26 14:55:39-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Operculina,macrocarpa,Operculina macrocarpa,"Staples, G; Austin, DF",Santoro,"540","1936","05","14",Southern America,Brazil,São Paulo,NA,"Campinas, Brasil. São Paulo: Horta do Instituto Campinas",-47.05,-22.54,NA,usbgn,CONV002398,NA,(L.) Urban,NA,NA,"1979",NA,NA,NA,NA,NA,"-47.05","-22.54",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.39,-21.32,"238",2018-04-26 14:55:40-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Operculina,macrocarpa,Operculina macrocarpa,"Staples, G; Austin, DF",Theisen,"7457","1944","05","04",Southern America,Brazil,São Paulo,NA,"Sta. Elisa, Brasil. São Paulo: Sta. Elisa, cultura da S de Fumo.",-47.39,-21.32,NA,usbgn,CONV002397,NA,(L.) Urban,NA,NA,"1979",NA,NA,NA,NA,NA,"-47.39","-21.32",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.61,-23.101389,"255",2018-04-26 15:49:27-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Operculina,macrocarpa,Operculina macrocarpa,"Simão-Bianchini, R","Moura, C",s.n.,"1963","06","02",Southern America,Brazil,São Paulo,NA,"Registro, Sao Paulo, Registro.",-47.61,-23.101389,NA,"usbgn; Trepadeira, flores alvas, frutos maduros.","CONV000464,SING0127923",NA,(L.) Urban,NA,NA,"1991","03","30",NA,NA,NA,"-47.61","-23.101389",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"320",2019-11-13 11:18:19-03,USP,SPF,"15347",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Operculina,macrocarpa,Operculina macrocarpa,"Simão-Bianchini, R","Hoehne, W",s.n.,"1954","05","03",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00015347,SPF00015347,(L.) Urb.,NA,NA,"2000","02",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.077171,-22.870251,"355",2020-02-20 14:36:40-03,IAC,IAC,"540",S,Plantae,NA,NA,Convolvulaceae-5.Convolvuloideae,Operculina,macrocarpa,Operculina macrocarpa,S.J. van Ooststroom,J. Santoro,s/nº,"1936","05","14",NA,Brasil,São Paulo,Campinas,"IAC, Fazenda Santa Elisa, horta",-47.077171,-22.870251,NA,NA,NA,NA,(L.) Urb.,NA,NA,"1937","09","14",NA,NA,NA,"-47.077171","-22.870251",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.077171,-22.87025,"356",2020-02-20 14:37:12-03,IAC,IAC,"57186",S,Plantae,NA,NA,Convolvulaceae-5.Convolvuloideae,Operculina,macrocarpa,Operculina macrocarpa,L.C. Bernacci,"D.A. Rodrigues; L.C. Bernacci; E.G. Fabri","67","2019","04","10",NA,Brasil,São Paulo,Campinas,IAC - Fazenda Santa Elisa,-47.077171,-22.87025,NA,NA,NA,NA,(L.) Urb.,NA,NA,"2019","04","10",NA,NA,NA,"-47.077171","-22.87025",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
