X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,identifiedBy,coordinatePrecision,geoFlag,class,relatedCatalogItem,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,fieldNumber,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48,-24.6903,"1",2021-03-15 16:37:00-03,NY,NYBG,"808349",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Vernonanthura,lindbergii,Vernonanthura lindbergii,(Baker) H.Rob.,E. Pereira,"8214","1964","01","21",South America,Brazil,São Paulo,Jacupiranga,Planalto entre Jacupiranga e divisa do Paraná,-48,-24.6903,"620","620",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796274' target='other'> <mi>dwc_moreinfo</mi></a>,NY00808349,NY00808349_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"7",2020-11-04 11:02:27-03,ESALQ,ESA,"128876",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Vernonanthura,lindbergii,Vernonanthura lindbergii,NA,"Colletta, G.D.","1247.0","2013","06","18",NA,Brasil,São Paulo,Ilhabela,"Estrada da Sipituba, próximo a cachoeira da vista",-45.3499984741211,-23.7700004577637,NA,NA,NA,"Arvoreta, 2m, flores brancas e arroxeadas",ESA128876,NA,NA,"Souza, V.C.","23719",auto,NA,NA,"2013",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"15",2020-11-04 11:02:43-03,ESALQ,ESA,"69787",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Vernonia,lindbergii,Vernonia lindbergii,Baker,"Franco, G.A.D.C. et al.","2916.0","2000","04","18",NA,Brasil,São Paulo,Caraguatatuba,NA,-45.4099998474121,-23.6200008392334,NA,NA,NA,NA,ESA069787,ESA069787,NA,"Semir, J.","30093",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"16",2020-11-04 11:02:43-03,ESALQ,ESA,"75228",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Vernonia,lindbergii,Vernonia lindbergii,Baker,"Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","577.0","2001","04","10",NA,Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. 800 m.s.m. Floresta de neblina com campo adjacente.",-46.6300010681152,-23.5400009155273,NA,NA,NA,"Subarbusto, ca. 1m alt. Capítulos alvo-arroxeados. Mata ciliar",ESA075228,ESA075228,NA,"Semir, J.","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"17",2020-11-04 11:02:43-03,ESALQ,ESA,"50909",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Vernonia,lindbergii,Vernonia lindbergii,NA,"Coelho, R.L.G.","84.0","2005","04","03",NA,Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,ESA050909,ESA050909,NA,"Coelho, R.L.G.","37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"18",2020-11-04 11:02:43-03,ESALQ,ESA,"20329",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Vernonia,lindbergii,Vernonia lindbergii,Baker,"Ivanauskas, N.M.","129.0","1995","04","19",NA,Brasil,São Paulo,Pariquera-açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA020329,ESA020329,NA,"Moraes, M.D.","17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"19",2020-11-04 11:02:43-03,ESALQ,ESA,"75093",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Vernonia,lindbergii,Vernonia lindbergii,NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","188.0","2001","04","17",NA,Brasil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.",-46.7799987792969,-24.1800003051758,NA,NA,NA,"Arbusto, ca. 2,5m alt. Capítulos róseos.",ESA075093,ESA075093,NA,"Semir, J.","26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.880417,-24.613944,"20",2021-03-01 16:25:33-03,UNICAMP,UEC,"73100",S,Plantae,Magnoliopsida,NA,Asteraceae,Vernonanthura,lindbergii,Vernonanthura lindbergii,(Baker) H.Rob.,"Leitão Filho, HF",33043a,"1995","02","12",NA,Brazil,São Paulo,Pariquera-Açu,"Brasil, São Paulo, Paríquera-Açú, E.E. IAC.",-47.880417,-24.613944,NA,NA,NA,"Herbácea, flores lílases.",UEC162051,UEC162051,NA,"Esteves, R",NA,NA,NA,NA,"2012","-47.880417","-24.613944","06",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.885,-24.608333,"21",2021-03-01 16:25:57-03,UNICAMP,UEC,"74074",S,Plantae,Magnoliopsida,NA,Asteraceae,Vernonia,lindbergii,Vernonia lindbergii,Baker,"Ivanauskas, NM","129","1995","04","19",NA,Brazil,São Paulo,Pariquera-Açu,Estação Experimental do IAC,-47.885,-24.608333,NA,NA,NA,"Herbácea, 1,5 m de altura. Capítulos lilases; Mata Atlântica",UEC126867,UEC126867,NA,"Castro, MS",NA,NA,NA,NA,"2016","-47.885","-24.608333","06","09",NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"22",2021-03-01 16:25:57-03,UNICAMP,UEC,"60357",S,Plantae,Magnoliopsida,NA,Asteraceae,Vernonia,lindbergii,Vernonia lindbergii,Baker,"Freitas, AVL","23195","1990","04","14",NA,Brazil,São Paulo,São Bernardo Do Campo,Ribeiração das Pedras (no alto da serra).,-46.560001373291,-23.6900005340576,NA,NA,NA,"porte arbustivo; até 3 metros, flores vináceas.",UEC138046,UEC138046,NA,NA,"31119",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
