X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,class,typeStatus,relatedCatalogItem,relationshipType,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.94,-23.3256,"11",2021-03-15 16:37:00-03,NY,NYBG,"1921617",PreservedSpecimen,Plantae,Solanaceae,Aureliana,darcyi,Aureliana darcyi,Carvalho & Bovini,NA,NA,NA,NA,L. L. Giacomin,"1696","2012","01","26",Brazil,São Paulo,Ubatuba,"Imediaçes do Parque Estadual da Serra do Mar, Núcleo Picinguaba, Trilha saindo da Base Cambucá para a sede da fazenda (Base de Pesquisa)",-44.94,-23.3256,NA,NA,"5",NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2289650' target='other'> <mi>dwc_moreinfo</mi></a>,NY01921617,NY01921617_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5825,-24.6211,"14",2016-09-30 03:24:00-03,NY,NYBG,"1039408",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,NA,NA,NA,NA,F. N. Costa,"340","2002","01","24",Brazil,São Paulo,Iporanga,Ramo vicinal à esquerda da estada Iporanga - Barra do Turvo. Trilha para posto da Telefônica.,-48.5825,-24.6211,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486190' target='other'> <mi>dwc_moreinfo</mi></a>,NY01039408,NY01039408_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.78,-23.2,"18",2016-09-30 03:12:00-03,NY,NYBG,"1184681",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,I. M. C. Rodrigues,NA,NA,NA,S. L. Jung-Mendaçolli,"180","1977","10","09",Brazil,São Paulo,Campo Limpo Paulista,"Estância Figueira Branca, Rua das Palmeiras.",-46.78,-23.2,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474621' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184681,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.454379,-22.673246,"24",2016-09-29 22:56:00-03,NY,NYBG,"00853869",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,I. M. C. Rodrigues,NA,NA,NA,M. de J. Robim,"346","1985","11","21",Brazil,São Paulo,Campos do Jordão,"P. E. Campos do Jordão, Instituto Florestal.",-45.454379,-22.673246,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093143' target='other'> <mi>dwc_moreinfo</mi></a>,NY00853869,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.88889,-23.656964,"43",2016-09-30 03:05:00-03,NY,NYBG,"1184185",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,L. L. Giacomin,NA,NA,NA,J. R. Pirani,"4899","2001","10","20",Brazil,São Paulo,Salesópolis,Estação Biológica de Boracéia (USP),-45.88889,-23.656964,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465159' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184185,NY01184185_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.59,-22.73,"55",2016-09-29 22:56:00-03,NY,NYBG,"00853872",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,I. M. C. Rodrigues,NA,NA,NA,M. de J. Robim,"243","1985","03","20",Brazil,São Paulo,Campos do Jordão,Parque Estadual do Instituto Florestal.,-45.59,-22.73,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093131' target='other'> <mi>dwc_moreinfo</mi></a>,NY00853872,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.41431,-23.84917,"91",2021-03-15 16:37:00-03,NY,NYBG,"02704000",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,(Vell.) Sendtn.,L. L. Giacomin,NA,NA,NA,E. G. A. Martins,"324","2012","03","18",Brazil,São Paulo,Cubatão,Parque Ecológico Perequê. Borda da mara ao lado do campinho de futebol.,-46.41431,-23.84917,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2989571' target='other'> <mi>dwc_moreinfo</mi></a>,NY02704000,NY02704000_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.88,-23.18,"95",2016-09-30 03:15:00-03,NY,NYBG,"1184768",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,NA,NA,NA,NA,J. R. Stehmann,"1633","1995","04","21",Brazil,São Paulo,Jundiaí,Serra do Japi.,-46.88,-23.18,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478222' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184768,NY01184768_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.33,-23.96,"106",2016-09-30 03:12:00-03,NY,NYBG,"1184682",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,J. R. Stehmann,NA,NA,NA,M. Kawall,"201","1992","06","11",Brazil,São Paulo,Santos,"km 73 da Rodovia Piaçaguera, área próxima à Pedreira Valeverde.",-46.33,-23.96,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474624' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184682,NY01184682_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"123",2016-09-29 20:08:00-03,NY,NYBG,"687487",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,L. Heron,NA,NA,NA,J. Mattos,"14550","1967","03","30",Brazil,São Paulo,Sao Paulo,"Serra da Cantareira, no Hôrto Florestal",-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875916' target='other'> <mi>dwc_moreinfo</mi></a>,NY00687487,NY00687487_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
