X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,continentOcean,country,preparationType,occurrenceRemarks,barcode,imagecode,recordNumber,year,month,day,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,verbatimLongitude,verbatimLatitude,typeStatus,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9199981689453,-25.0100002288818,"25",2020-11-04 11:07:41-03,ESALQ,ESA,"109349",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Croton,sphaerogynus,Croton sphaerogynus,NA,NA,"Sampaio, D.",NA,Brasil,NA,NA,ESA109349,ESA109349,"158.0",NA,NA,NA,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"26",2020-11-04 10:55:26-03,ESALQ,ESA,"141528",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Croton,sphaerogynus,Croton sphaerogynus,Baill.,"Souza, V.C.","Souza, V.C.",NA,Brasil,NA,"Arvoreta, até 4 m alt.; flores creme.",ESA141528,NA,"41251.0","2018","11","03",São Paulo,Itanhaém,Bairro Santa Cruz. Rua São Roque. Floresta de restinga.,-46.7799987792969,-24.1800003051758,"26998",auto,NA,NA,"2018","11","03",NA,NA,"-46,905,323","-24,247,022",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"27",2020-11-04 11:07:41-03,ESALQ,ESA,"100264",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Croton,sphaerogynus,Croton sphaerogynus,NA,"Cordeiro, I.","Martins, S.E.",NA,Brasil,NA,NA,ESA100264,ESA100264,"565.0","1999","10","20",São Paulo,Bertioga,NA,-46.138599395752,-23.8544006347656,"37616",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"28",2020-11-04 11:07:41-03,ESALQ,ESA,"109350",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Croton,sphaerogynus,Croton sphaerogynus,NA,NA,"Sampaio, D.",NA,Brasil,NA,NA,ESA109350,ESA109350,"159.0",NA,NA,NA,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5400009155273,-24.7399997711182,"29",2020-11-04 11:07:41-03,ESALQ,ESA,"104672",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Croton,sphaerogynus,Croton sphaerogynus,NA,"Caruzo, M.B.R.","Carrasco, P.G.",NA,Brasil,NA,NA,ESA104672,ESA104672,NA,"1999","10","31",São Paulo,Ilha Comprida,NA,-47.5400009155273,-24.7399997711182,"49747",auto,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"30",2020-11-04 10:55:26-03,ESALQ,ESA,"139096",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Croton,sphaerogynus,Croton sphaerogynus,Baill.,NA,"Colletta, G.D",NA,Brasil,NA,"Arvore, 3m, estéril",ESA139096,NA,"2614.0","2016","03","30",SP,Cananéia,Ilha do Cardoso,-47.9199981689453,-25.0100002288818,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"56",2015-09-05 08:59:12-03,MNHN,RECOLNAT_MNHN_P,P05566374,PreservedSpecimen,NA,NA,NA,Euphorbiaceae,Croton,sphaerogynus,Croton sphaerogynus,Baill.,NA,Mosén,NA,Brasil,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05566374' target='other'> <mi>dwc_moreinfo</mi></a>,P05566374,P05566374_01,NA,"1875","1","1",São Paulo,Santos,NA,-46.3300018310547,-23.9599990844727,"26836",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3463",NA,NA,"35",São Paulo,SP,Sudeste
-47.5400009155273,-24.7399997711182,"66",2020-06-15 15:30:26-03,UNESP-RC,HRCB,"36647",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Croton,sphaerogynus,Croton sphaerogynus,Baill.,"Lima, L.R.","Carrasco, P.G.",NA,Brasil,NA,Arbóreo <ll>dwc_commonname:</ll> Erva-carrapateira,NA,NA,"71","1999","10","31",São Paulo,Ilha Comprida,Trilha do Juruvaíva,-47.5400009155273,-24.7399997711182,"49747",auto,NA,NA,"2002","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"77",2021-03-15 18:27:04-03,USP,SPF,"166656",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Croton,sphaerogynus,Croton sphaerogynus,Baill.,"Caruzo, MBR","Sandrini, MP",NA,Brasil,NA,Árvore de 3 m alt. Folhas alternas com grande quantidade de látex avermelhado e tricomas estrelados sobre as nervuras. Flores dispostas em fascículos.,SPF00166656,SPF00166656,s.n.,"2004","11","12",São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, Parcela Permanente, localizada no Núcleo Perequê.",-47.9199981689453,-25.0100002288818,"37574",auto,NA,NA,"2005","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.857778,-24.201389,"78",2020-07-24 09:17:27-03,UEFS,HUEFS,"34467",PreservedSpecimen,Plantae,Angiospermae,Malpighiales,Euphorbiaceae,Croton,sphaerogynus,Croton sphaerogynus,Baill.,I.Cordeiro,"França, F.",NA,Brasil,NA,"Restinga. Solo arenoso, beira de brejo.",HUEFS0034467,HUEFS0034467 HUEFS0034467_e1,"2584","1998","06","28",São Paulo,Itanhaém,Balneário Tupi. nível do mar.,-46.857778,-24.201389,NA,NA,NA,NA,"2003","03",NA,Rosanae,NA,46W51'28'',24S12'5'',NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
