X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,occurrenceRemarks,coordinatePrecision,geoFlag,phylum,recordNumber,locality,preparationType,minimumElevationInMeters,maximumElevationInMeters,continentOcean,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5499992370605,-24.7000007629395,"3",2021-03-31 13:41:19-03,MN,R,"35823",PreservedSpecimen,Plantae,Orchidaceae,Stanhopea,insignis,Stanhopea insignis,Frost ex Hook.,NA,NA,NA,NA,"Brade, A.C.","1929","12","31",Brasil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"9",2019-08-20 10:01:02-03,UNICAMP,UEC,"116126",S,Plantae,Orchidaceae,Stanhopea,insignis,Stanhopea insignis,Frost ex W.Hook.,"Pansarin, ER","2000","10",NA,"Pansarin, ER","2000","02","02",Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,UEC027033,UEC027033,NA,"34265",auto,Liliopsida,"710",Picinguaba,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"10",2019-08-20 10:01:02-03,UNICAMP,UEC,"140089",S,Plantae,Orchidaceae,Stanhopea,insignis,Stanhopea insignis,Frost ex W.Hook.,"Singer, RB",NA,NA,NA,"Singer, RB",NA,NA,NA,Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,UEC027036,UEC027036,Data de floração: III/99.,"34265",auto,Liliopsida,s.n.,Picinguaba,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.9899997711182,"27",2019-11-21 10:13:51-03,IBt,SP,"38977",S,Plantae,Orchidaceae,Stanhopea,insignis,Stanhopea insignis,J.Frost ex Hook.,"Dodson, CH","1965",NA,NA,"Gehrt, A","1936","01","09",Brasil,São Paulo,Guarujá,-46.25,-23.9899997711182,NA,NA,NA,NA,NA,"18989",auto,NA,s.n.,Ilha de Santo Amaro. Cultivada em São Paulo (Pinheiros),NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"28",2019-11-21 10:13:51-03,IBt,SP,"344286",S,Plantae,Orchidaceae,Stanhopea,insignis,Stanhopea insignis,J.Frost ex Hook.,"Pinheiro, F","2000","11",NA,"Brolio, P",NA,NA,NA,Brasil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,"55628",auto,NA,1963A,"Praia da Juréia. Local do bambu. Cultivada no Orquidário do Instituto de Botânica do estado de São Paulo sob nº 3812, floresceu em II.2000",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
